j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 8 4.5 3.96732 41.4096 37.442282744168871 11.590885818883649 1.159087E+01 30.3181
2 9 5.5 7.04192 30.6089 23.566983210298414 11.502957853716724 1.150293E+01 25.2651
3 10 6.5 7.47358 24.7292 17.255617585738118 11.416314500649413 1.141623E+01 21.6558
4 11 7.5 7.25961 20.9009 13.641292921549962 11.340231810585358 1.134012E+01 18.9488
5 12 8.5 6.87235 18.1680 11.295647258002095 11.271414601253339 1.127141E+01 16.8434
6 13 9.5 6.45361 16.1021 9.6484854092355299 11.208695939914596 1.120839E+01 15.159
7 14 10.5 6.05037 14.4775 8.4271257394065682 11.148539641395926 1.114842E+01 13.7809
8 15 11.5 5.67776 13.1623 7.4845395476685805 11.087629370730999 1.108758E+01 12.6325
9 16 12.5 5.3383 12.0734 6.7350970599672237 11.029767205434545 1.102945E+01 11.6608
10 17 13.5 5.03128 11.1557 6.1244204454152582 10.972469474124400 1.097229E+01 10.8279
11 18 14.5 4.75428 10.3710 5.6167208554201089 10.908472657399139 1.090837E+01 10.106
12 19 15.5 4.50272 9.6916 5.1888805478148434 10.846484906542031 1.084643E+01 9.4744
13 20 16.5 4.27453 9.0974 4.8228714076044774 10.789695351560150 1.078944E+01 8.91708
14 21 17.5 4.06828 8.5731 4.5048196830077725 10.717732905591886 1.071772E+01 8.42169
15 22 18.5 3.87848 8.1068 4.2283248034152034 10.648613912902476 1.064811E+01 7.97844
16 23 19.5 3.70477 7.6893 3.9845320820766168 10.586425910134006 1.058626E+01 7.57952
17 24 20.5 3.54564 7.3132 3.7675569748149238 10.519917040587712 1.051911E+01 7.21859
18 25 21.5 3.39853 6.9726 3.5740669824534521 10.443077282036015 1.044251E+01 6.89047
19 26 22.5 3.2605 6.6627 3.4021954241918988 10.367764232992698 1.036776E+01 6.59089
20 27 23.5 3.13621 6.3794 3.2431860159726020 10.281008251597907 1.027909E+01 6.31627
21 28 24.5 3.02168 6.1194 3.0977172143623517 10.182213135438145 1.018221E+01 6.06362
22 29 25.5 2.91705 5.8799 2.9628460565793509 10.073002482224030 1.007137E+01 5.8304
23 30 26.5 2.81359 5.6586 2.8450120620405257 10.056182492971047 1.005353E+01 5.61446
24 31 27.5 2.71661 5.4535 2.7368893730136992 10.028497493883801 1.002658E+01 5.41394
25 32 28.5 2.62059 5.2628 2.6422057228767533 9.9321460305047733 9.929487E+00 5.22725
26 33 29.5 2.52092 5.0851 2.5641773391093996 9.8679616932059329 9.866006E+00 5.05301
27 34 30.5 2.45576 4.9191 2.4633369509251657 9.6570555330764485 9.654878E+00 4.89001
28 35 31.5 2.37853 4.7636 2.3850709183059862 9.6658126977323811 9.665425E+00 4.7372
29 36 32.5 2.32038 4.6177 2.2973195589548712 9.5066484672485654 9.506635E+00 4.59365
30 37 33.5 2.25915 4.4806 2.2214532210734377 9.4765307571043707 9.475611E+00 4.45854
31 38 34.5 2.2048 4.3513 2.1464966992029333 9.1662571283832968 9.161725E+00 4.33115
32 39 35.5 2.13026 4.2294 2.0991441402940789 9.0140221981710074 9.014021E+00 4.21084
33 40 36.5 2.09661 4.1141 2.0174940697801964 8.6270297463234051 8.626352E+00 4.09704
34 41 37.5 2.02052 4.0050 1.9844838913252922 8.6241386144585679 8.623603E+00 3.98922
35 42 38.5 1.98985 3.9015 1.9116498660037016 8.1915611025581612 8.191247E+00 3.88693
36 43 39.5 1.95509 3.8033 1.8482074491264857 8.1117812518128840 8.105983E+00 3.78976
37 44 40.5 1.91256 3.7099 1.7973444175131750 8.0401988224804679 8.040181E+00 3.69733
38 45 41.5 1.84198 3.6209 1.7789237124873589 7.9445059342566502 7.943382E+00 3.60929
39 46 42.5 1.83013 3.5362 1.7060683006889932 7.7504066885330358 7.750306E+00 3.52536
40 47 43.5 1.63335 3.4554 1.8220459780403009 8.9113930772781398 8.910088E+00 3.44524
41 48 44.5 1.54783 3.3781 1.8302692558265492 8.7014009749051411 8.699048E+00 3.36868
42 49 45.5 1.86368 3.3043 1.4406205753253698 8.6449253052469093 8.637351E+00 3.29544
43 50 46.5 1.83364 3.2336 1.3999604710412432 9.0302893933487756 9.030289E+00 3.22533
