j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 10 5.5 4.66136 42.1304 37.469037124504098 9.3425310725005595 9.342524E+00 28.6479
2 11 6.5 7.87726 31.4822 23.604938217649909 9.2558573648248110 9.255857E+00 24.5553
3 12 7.5 8.35841 25.6589 17.300488686841554 9.1689843373931250 9.168984E+00 21.4859
4 13 8.5 8.15428 21.8454 13.691119103761173 9.0909001075365232 9.090896E+00 19.0986
5 14 9.5 7.75739 19.1066 11.349205761043226 9.0207885976721958 9.020608E+00 17.1887
6 15 10.5 7.31944 17.0239 9.7044585236444032 8.9551768543834829 8.955175E+00 15.6261
7 16 11.5 6.8922 15.3768 8.4845982553108623 8.8915848784764169 8.891554E+00 14.3239
8 17 12.5 6.49253 14.0362 7.5436718438111274 8.8325340289351981 8.832221E+00 13.2221
9 18 13.5 6.12635 12.9210 6.7946541169061021 8.7740420098043721 8.774036E+00 12.2777
10 19 14.5 5.7931 11.9767 6.1836049876285220 8.7117825116114389 8.711719E+00 11.4592
11 20 15.5 5.48877 11.1658 5.6770311773722044 8.6536842173395669 8.653537E+00 10.743
12 21 16.5 5.21242 10.4611 5.2486802190811197 8.5976780330737181 8.596900E+00 10.111
13 22 17.5 4.96061 9.8425 4.8818854911685383 8.5375922524235079 8.537470E+00 9.5493
14 23 18.5 4.73025 9.2948 4.5645530025181529 8.4734344076777735 8.472907E+00 9.0467
15 24 19.5 4.51755 8.8062 4.2886507818748214 8.4187039499453302 8.418643E+00 8.59437
16 25 20.5 4.32625 8.3675 4.0412541831658011 8.3424363133155452 8.341527E+00 8.18511
17 26 21.5 4.14863 7.9712 3.8225722927147885 8.2610125612532546 8.260713E+00 7.81306
18 27 22.5 3.98543 7.6114 3.6259654179138616 8.1907435897683776 8.190306E+00 7.47336
19 28 23.5 3.83124 7.2832 3.4519587756535826 8.1377219258923308 8.136115E+00 7.16197
20 29 24.5 3.68735 6.9825 3.2951491124748111 8.0678410112445000 8.067823E+00 6.87549
21 30 25.5 3.54014 6.7060 3.1658572309830202 8.1256658216884610 8.124705E+00 6.61105
22 31 26.5 3.42505 6.4509 3.0258493364904697 8.0239832582429109 8.023376E+00 6.3662
23 32 27.5 3.30025 6.2146 2.9143490108168200 7.9648079936894982 7.964609E+00 6.13883
24 33 28.5 3.17024 5.9953 2.8250615370400687 7.9865521729448146 7.985908E+00 5.92715
25 34 29.5 3.08461 5.7911 2.7064936283155556 7.7468389978383616 7.746793E+00 5.72958
26 35 30.5 2.9811 5.6004 2.6192965311358636 7.7267259891812197 7.726296E+00 5.54475
27 36 31.5 2.90395 5.4220 2.5180477289674199 7.6107925955140256 7.610392E+00 5.37148
28 37 32.5 2.82159 5.2548 2.4332123217145316 7.6923806352786803 7.690905E+00 5.20871
29 38 33.5 2.76169 5.0976 2.3359130436277082 7.3522897423264304 7.350487E+00 5.05551
30 39 34.5 2.66881 4.9496 2.2807888022165628 7.2974725796474793 7.296952E+00 4.91107
31 40 35.5 2.61964 4.8100 2.1903622232746027 6.9035095749211459 6.903374E+00 4.77465
32 41 36.5 2.52828 4.6782 2.1499249374588034 6.8095980296779643 6.805803E+00 4.6456
33 42 37.5 2.47339 4.5534 2.0800133692873315 6.5359950525917245 6.535392E+00 4.52335
34 43 38.5 2.41813 4.4352 2.0170719380147744 6.6982124850939062 6.697725E+00 4.40737
35 44 39.5 2.3726 4.3229 1.9503026670944754 6.5144231562925059 6.510240E+00 4.29718
36 45 40.5 2.27563 4.2163 1.9406668157491587 6.4293041567728473 6.426421E+00 4.19237
37 46 41.5 2.26082 4.1148 1.8539822666358645 6.0946482596769611 6.090993E+00 4.09256
38 47 42.5 2.02615 4.0181 1.9919479539137033 7.1083220534205047 7.108211E+00 3.99738
39 48 43.5 1.9327 3.9258 1.9930965569931482 7.0381537084163837 7.038073E+00 3.90653
40 49 44.5 2.2846 3.8378 1.5532019187733257 7.1402793026627043 7.133509E+00 3.81972
41 50 45.5 2.24003 3.7536 1.5135692446124565 7.3909303744846193 7.390289E+00 3.73668
