j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 21 11 6.23653 43.6353 37.398766769317511 1.4116463370704175 1.411646E+00 22.2813
2 22 12 9.88127 33.4001 23.518828082111590 1.3968470360328273 1.396846E+00 20.4988
3 23 13 10.5665 27.7913 17.224756879639980 1.3817286808854077 1.381726E+00 18.9803
4 24 14 10.4658 24.0948 13.629036592358426 1.3650282403137586 1.365022E+00 17.6713
5 25 15 10.1071 21.4167 11.309604032486771 1.3525586937173151 1.352558E+00 16.5313
6 26 16 9.67323 19.3596 9.6863677500287331 1.3444804121471623 1.344478E+00 15.5294
7 27 17 9.23861 17.7155 8.4768886884696357 1.3302517986258140 1.330241E+00 14.642
8 28 18 8.80391 16.3628 7.5588890235866373 1.3230339043188952 1.322993E+00 13.8505
9 29 19 8.40794 15.2252 6.8172593204748253 1.3113544434352633 1.311346E+00 13.1402
10 30 20 8.03619 14.2518 6.2156127745910599 1.3045001737957442 1.304492E+00 12.4992
11 31 21 7.68853 13.4072 5.7186668040807644 1.2888961148707099 1.288882E+00 11.9179
12 32 22 7.26941 12.6658 5.3963940243535333 1.3516556266079893 1.351655E+00 11.3882
13 33 23 7.04192 12.0088 4.9668782194197325 1.2893272075770557 1.289269E+00 10.9036
14 34 24 6.67044 11.4218 4.7513566657173474 1.3774538042134428 1.377311E+00 10.4586
15 35 25 6.43373 10.8934 4.4596742124779434 1.3593849858787628 1.359275E+00 10.0484
16 36 26 6.0851 10.4149 4.3297965628186024 1.4885339370851054 1.488464E+00 9.66923
17 37 27 5.87729 9.9793 4.1020121927739961 1.4829198431939159 1.482919E+00 9.31762
18 38 28 5.67747 9.5806 3.9031264153732375 1.4113438144252122 1.411343E+00 8.99068
19 39 29 5.45712 9.2143 3.7571798463305544 1.4620724986903233 1.461894E+00 8.68592
20 40 30 5.1333 8.8764 3.7431008670908290 1.4345762871472247 1.434399E+00 8.40113
21 41 31 5.07745 8.5635 3.4860480614216445 1.5680391443585282 1.568016E+00 8.13443
22 42 32 5.0369 8.2729 3.2360019677483267 1.5034823683841141 1.503302E+00 7.88414
23 43 33 4.89478 8.0022 3.1074171959023436 1.4124689766913969 1.412461E+00 7.64879
24 44 34 4.61172 7.7494 3.1376754741831805 1.2342357777198549 1.234070E+00 7.42709
25 45 35 4.58816 7.5126 2.9244435836495573 1.2869711366811680 1.286885E+00 7.21787
26 46 36 4.49867 7.2904 2.7917330760295096 1.4278457631275050 1.427834E+00 7.02012
27 47 37 4.46389 7.0813 2.6174053991482773 1.5038641753007427 1.503799E+00 6.83292
28 48 38 4.23377 6.8844 2.6506329136700333 1.3944068142991770 1.393956E+00 6.65544
29 49 39 4.33412 6.6984 2.3642846376162536 1.4617008710210448 1.461373E+00 6.48695
30 50 40 4.23215 6.5224 2.2902505113397691 1.5023596356950084 1.502332E+00 6.32678
