j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 18 9.5 5.8789 43.4076 37.528695349165602 4.0947972593976232 4.094795E+00 23.6237
2 19 10.5 9.40904 33.1011 23.692059003120818 4.0434040515884142 4.043404E+00 21.4761
3 20 11.5 10.0438 27.4502 17.406390129322510 3.9916820745072661 3.991681E+00 19.6864
4 21 12.5 9.91549 23.7267 13.811213165517088 3.9451605945229749 3.945158E+00 18.172
5 22 13.5 9.55432 21.0308 11.476481143243630 3.8981841627562863 3.898167E+00 16.874
6 23 14.5 9.1227 18.9623 9.8396027143403213 3.8551799249737329 3.855114E+00 15.7491
7 24 15.5 8.68092 17.3111 8.6301818922271281 3.8216118954618059 3.821563E+00 14.7648
8 25 16.5 8.26408 15.9545 7.6904185876607318 3.7802500053998696 3.780244E+00 13.8963
9 26 17.5 7.87239 14.8153 6.9429138040326883 3.7385025716379872 3.738354E+00 13.1243
10 27 18.5 7.50488 13.8421 6.3372177529585052 3.7039168633108956 3.703785E+00 12.4335
11 28 19.5 7.16206 12.9990 5.8369401221406942 3.6826380184767231 3.682486E+00 11.8118
12 29 20.5 6.85527 12.2601 5.4048288715393582 3.6307860546403061 3.630783E+00 11.2494
13 30 21.5 6.55867 11.6064 5.0477303848725938 3.5983408452516707 3.598010E+00 10.738
14 31 22.5 6.30296 11.0231 4.7201399944951339 3.5527811824716271 3.552715E+00 10.2712
15 32 23.5 6.0396 10.4989 4.4592969364954875 3.5635021633588777 3.563205E+00 9.84319
16 33 24.5 5.81115 10.0250 4.2138465957466078 3.5332704015307423 3.533232E+00 9.44946
17 34 25.5 5.5527 9.5941 4.0414027063236615 3.6056155185829826 3.605234E+00 9.08602
18 35 26.5 5.39705 9.2003 3.8032517321068182 3.4724800121466877 3.472477E+00 8.7495
19 36 27.5 5.20555 8.8390 3.6334546989178578 3.4390936982384459 3.438800E+00 8.43702
20 37 28.5 4.94867 8.5062 3.5575329355914622 3.5650373227417451 3.564549E+00 8.14609
21 38 29.5 4.79535 8.1984 3.4030486960013535 3.4369834310366199 3.436981E+00 7.87455
22 39 30.5 4.68075 7.9128 3.2320489789051181 3.6021486936165985 3.601795E+00 7.62053
23 40 31.5 4.55731 7.6472 3.0898900809740342 3.4216427948009769 3.421607E+00 7.38239
24 41 32.5 4.39193 7.3993 3.0073673547930766 3.2602680914443076 3.260249E+00 7.15868
25 42 33.5 4.2563 7.1675 2.9111956077283874 3.0027280267744816 3.002685E+00 6.94813
26 43 34.5 4.11587 6.9502 2.8343304880517759 3.3112462058510825 3.310775E+00 6.74962
27 44 35.5 3.96022 6.7460 2.7857807458602415 3.4164098930204432 3.416327E+00 6.56213
28 45 36.5 3.98227 6.5537 2.5714320551887488 3.2393972349578788 3.239018E+00 6.38477
29 46 37.5 3.85009 6.3724 2.5223099482028264 3.0416064345254616 3.041377E+00 6.21675
30 47 38.5 3.69242 6.2011 2.5086752006620068 3.0901926679118370 3.090158E+00 6.05735
31 48 39.5 3.58865 6.0389 2.4502483514136162 3.2185028569937630 3.217294E+00 5.90591
32 49 40.5 3.78894 5.8851 2.0961580468971484 3.2723868732711487 3.272376E+00 5.76187
33 50 41.5 3.69723 5.7392 2.0419650926600226 3.4357983475960356 3.434297E+00 5.62468
