j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 30 15.5 6.62876 44.0449 37.416139789152034 1.2910293019286896 1.291029E+00 19.2842
2 31 16.5 10.3956 33.9463 23.550743598728598 1.2726520134767849 1.272646E+00 18.1498
3 32 17.5 11.1363 28.4236 17.287327086873965 1.2625852732404965 1.262585E+00 17.1415
4 33 18.5 11.0987 24.7863 13.687599899915769 1.2358138430273438 1.235813E+00 16.2393
5 34 19.5 10.7839 22.1503 11.366354973271797 1.2147258976150437 1.214715E+00 15.4274
6 35 20.5 10.3899 20.1235 9.7335973090037946 1.1946643566384949 1.194649E+00 14.6927
7 36 21.5 9.91369 18.5012 8.5875109044353799 1.2169801909140325 1.216978E+00 14.0249
8 37 22.5 9.48102 17.1638 7.6827787965067635 1.2055632611845257 1.205557E+00 13.4151
9 38 23.5 9.01586 16.0367 7.0208430299424913 1.2649578235904362 1.264946E+00 12.8561
10 39 24.5 8.74861 15.0700 6.3213884863557954 1.1769376697150886 1.176924E+00 12.3419
11 40 25.5 8.4077 14.2290 5.8213033329612269 1.2184911822930602 1.218474E+00 11.8672
12 41 26.5 8.11081 13.4889 5.3780922825901873 1.1209452457661515 1.120926E+00 11.4277
13 42 27.5 7.77773 12.8313 5.0535701865322862 1.1378629532990769 1.137767E+00 11.0195
14 43 28.5 7.27308 12.2420 4.9689212063912560 1.3185516939632662 1.318502E+00 10.6396
15 44 29.5 7.12558 11.7102 4.5846194645511593 1.4025468168383151 1.402531E+00 10.2849
16 45 30.5 6.78188 11.2273 4.4454205658196662 1.5222032823014444 1.522045E+00 9.95314
17 46 31.5 6.57006 10.7864 4.2163444639684418 1.3608591345503547 1.360839E+00 9.6421
18 47 32.5 6.58637 10.3819 3.7955329742915480 1.3179279122858645 1.317926E+00 9.34992
19 48 33.5 6.4501 10.0091 3.5590029719650120 1.3678281977658269 1.367648E+00 9.07492
20 49 34.5 6.29975 9.6644 3.3646458576253080 1.3189514607878929 1.318805E+00 8.81563
21 50 35.5 6.08797 9.3444 3.2564324420181641 1.2752649714662312 1.275038E+00 8.57076
