j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 19 10 5.92336 43.4915 37.568137870523920 1.7573759001443958 1.757375E+00 23.151
2 20 11 9.47132 33.2109 23.739575633676246 1.7352086289962303 1.735203E+00 21.1379
3 21 12 10.1317 27.5750 17.443313349871293 1.7138867913609028 1.713875E+00 19.4468
4 22 13 10.0292 23.8610 13.831841209166626 1.6952258068617017 1.695216E+00 18.0063
5 23 14 9.68934 21.1713 11.481955218643028 1.6752312682179868 1.675227E+00 16.7645
6 24 15 9.26931 19.1066 9.8372916191386270 1.6585646108577319 1.658540E+00 15.6829
7 25 16 8.84043 17.4576 8.6171677665851121 1.6445052689468693 1.644498E+00 14.7324
8 26 17 8.4368 16.1021 7.6652985175031993 1.6259527838461478 1.625918E+00 13.8906
9 27 18 8.04776 14.9632 6.9154398241880450 1.6094467491258448 1.609438E+00 13.1398
10 28 19 7.66667 13.9897 6.3230257708918538 1.6127793102306085 1.612757E+00 12.4659
11 29 20 7.35077 13.1458 5.7950297659390282 1.5831364698816808 1.583135E+00 11.8578
12 30 21 7.03442 12.4058 5.3713821507768138 1.5666148071356685 1.566570E+00 11.3063
13 31 22 6.75799 11.7507 4.9927053940459727 1.5447202316739270 1.544717E+00 10.8038
14 32 23 6.37298 11.1658 4.7928162199162436 1.6677721731065538 1.667768E+00 10.3441
15 33 24 6.16742 10.6400 4.4725773055245224 1.6027199445548910 1.602660E+00 9.92185
16 34 25 5.87073 10.1642 4.2934704260679588 1.6496847044699172 1.649681E+00 9.53276
17 35 26 5.68627 9.7315 4.0452314950437271 1.6553867880189355 1.655180E+00 9.17303
18 36 27 5.39336 9.3359 3.9425354601260691 1.7534141905456322 1.753215E+00 8.83947
19 37 28 5.18539 8.9726 3.7872080234450234 1.8322063980054353 1.832187E+00 8.52931
20 38 29 5.01293 8.6378 3.6248729546158596 1.6396728433935164 1.639600E+00 8.24018
21 39 30 4.84443 8.3281 3.4836690597696185 1.6609793068419256 1.660946E+00 7.97001
22 40 31 4.58019 8.0407 3.4605146028520344 1.6472152258732655 1.647025E+00 7.717
23 41 32 4.52239 7.7731 3.2507058096997308 1.7614867169071264 1.761125E+00 7.47955
24 42 33 4.44165 7.5234 3.0817535750275575 1.7502918139007240 1.750236E+00 7.25628
25 43 34 4.29891 7.2897 2.9907860315182924 1.6260486783102139 1.626035E+00 7.04595
26 44 35 4.0635 7.0706 3.0071033327287422 1.4722036149142084 1.472196E+00 6.84748
27 45 36 4.03066 6.8646 2.8339357385688295 1.5109972036008710 1.510798E+00 6.65987
28 46 37 3.94608 6.6706 2.7245240575684657 1.7457455020806225 1.745614E+00 6.48228
29 47 38 4.01067 6.4875 2.4768341872529107 1.7189907548332575 1.718848E+00 6.31391
30 48 39 3.82711 6.3145 2.4873918459445923 1.6507731296180714 1.650733E+00 6.15406
31 49 40 3.95249 6.1506 2.1981123818394899 1.6890226030141531 1.689021E+00 6.00211
32 50 41 3.84494 5.9953 2.1503610974487484 1.7770214597458722 1.776101E+00 5.85748
