j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 26 13.5 6.40727 43.8979 37.490633842667982 1.8692446619672680 1.869245E+00 20.4628
2 27 14.5 10.0965 33.7490 23.652495343653925 1.8446872129581520 1.844679E+00 19.0986
3 28 15.5 10.8232 28.1938 17.370642249569656 1.8197151151132589 1.819710E+00 17.9049
4 29 16.5 10.7519 24.5336 13.781652134680861 1.7918530302884097 1.791850E+00 16.8517
5 30 17.5 10.4051 21.8809 11.475813644842310 1.7745877717311556 1.774579E+00 15.9155
6 31 18.5 10.0088 19.8417 9.8328695818888114 1.7463587336384438 1.746338E+00 15.0778
7 32 19.5 9.60446 18.2100 8.6055424930987741 1.7178800502095957 1.717879E+00 14.3239
8 33 20.5 9.17532 16.8657 7.6903810706578186 1.7028231462352854 1.702820E+00 13.6419
9 34 21.5 8.71426 15.7335 7.0192436627358834 1.7414185949219410 1.741405E+00 13.0218
10 35 22.5 8.37769 14.7631 6.3854100299401964 1.6810231654019201 1.681014E+00 12.4556
11 36 23.5 8.02765 13.9197 5.8920540681550726 1.6821469687552215 1.682144E+00 11.9366
12 37 24.5 7.74442 13.1782 5.4337816960377792 1.6610448209141098 1.660979E+00 11.4592
13 38 25.5 7.39579 12.5198 5.1240066277124008 1.7468984585487730 1.746860E+00 11.0184
14 39 26.5 7.18161 11.9305 4.7488907482297833 1.5966383561636825 1.596466E+00 10.6103
15 40 27.5 6.89856 11.3991 4.5005427186296041 1.6564205957459419 1.656421E+00 10.2314
16 41 28.5 6.44067 10.9171 4.4764282048378536 1.8426191733658983 1.842571E+00 9.87858
17 42 29.5 6.26505 10.4774 4.2123531488028343 1.6847105778909339 1.684697E+00 9.5493
18 43 30.5 6.12929 10.0745 3.9452111124256679 1.7769066144009262 1.776676E+00 9.24125
19 44 31.5 6.00664 9.7035 3.6968589299707668 1.8223406960595505 1.822339E+00 8.95247
20 45 32.5 5.88079 9.3607 3.4799073880291345 1.9068849256965079 1.906822E+00 8.68118
21 46 33.5 5.66801 9.0429 3.3748933354191899 1.7373529451270451 1.737259E+00 8.42585
22 47 34.5 5.55763 8.7472 3.1895715615757929 1.6885479746814669 1.688530E+00 8.18511
23 48 35.5 5.45219 8.4713 3.0191065179291954 1.7392575195720545 1.739188E+00 7.95775
24 49 36.5 5.41248 8.2132 2.8007159152777947 1.7170434944622410 1.717043E+00 7.74267
25 50 37.5 5.24088 7.9712 2.7303169725742396 1.7361160147131540 1.735898E+00 7.53892
