j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 40 20.5 6.80826 44.2837 37.475441483140138 0.58964045166364554 5.896402E-01 17.0387
2 41 21.5 10.7486 34.2699 23.521268917359642 0.58140785385351512 5.814073E-01 16.2642
3 42 22.5 11.5245 28.8038 17.279326553129266 0.62175997807213479 6.217590E-01 15.557
4 43 23.5 11.2005 25.2080 14.007471341433661 0.63127709603847937 6.312769E-01 14.9088
5 44 24.5 10.5885 22.6036 12.015094243205269 0.68736793169885779 6.873668E-01 14.3125
6 45 25.5 10.3473 20.6015 10.254229578888575 0.51412995443873977 5.141194E-01 13.762
7 46 26.5 9.99073 18.9985 9.0077737035326493 0.50253303383090075 5.025327E-01 13.2523
8 47 27.5 9.3639 17.6765 8.3125979302622603 0.68100740425596196 6.810058E-01 12.779
9 48 28.5 9.11977 16.5615 7.4417343251581114 0.76218607576916064 7.621618E-01 12.3383
10 49 29.5 8.2961 15.6042 7.3081012163512327 0.65856355285405399 6.585628E-01 11.9271
11 50 30.5 7.97074 14.7707 6.7999575732940469 0.61220962960755898 6.122096E-01 11.5423
