j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 34 17.5 6.7047 44.1573 37.452596964073436 0.93640518176032383 9.364035E-01 18.2855
2 35 18.5 10.5072 34.0981 23.590933214011660 0.91929035403160608 9.192902E-01 17.3231
3 36 19.5 11.2715 28.6014 17.329867689995400 0.90873314012162287 9.087302E-01 16.457
4 37 20.5 11.2698 24.9830 13.713249062638509 0.88789717268633950 8.878963E-01 15.6733
5 38 21.5 10.931 22.3611 11.430103287014886 0.90510937712026007 9.051027E-01 14.9609
6 39 22.5 10.5718 20.3453 9.7735114753100376 0.87673722666314224 8.767305E-01 14.3104
7 40 23.5 10.0828 18.7313 8.6484705727884652 0.92429702289428195 9.242667E-01 13.7141
8 41 24.5 9.75253 17.4006 7.6480664093705535 0.85386174247521496 8.538265E-01 13.1656
9 42 25.5 9.37761 16.2785 6.9008925721802994 0.86993257831048654 8.699326E-01 12.6592
10 43 26.5 9.08364 15.3156 6.2319646657985208 0.83964755883312203 8.396246E-01 12.1903
11 44 27.5 8.69051 14.4775 5.7869884326939758 0.96562923787335020 9.656242E-01 11.755
12 45 28.5 7.88993 13.7395 5.8495675880777132 1.0249005230349337 1.024828E+00 11.3496
13 46 29.5 7.68996 13.0833 5.3933432863475268 0.93307595958496348 9.330746E-01 10.9713
14 47 30.5 7.7019 12.4949 4.7930018384322404 1.0481969347404489 1.048195E+00 10.6174
15 48 31.5 7.53041 11.9635 4.4330931603503867 1.1002273391102304 1.100164E+00 10.2856
16 49 32.5 7.22205 11.4807 4.2586493662569138 1.0306990632648496 1.030601E+00 9.97392
17 50 33.5 6.96355 11.0395 4.0759515444709962 0.97639567048549147 9.763614E-01 9.68056
