j jp jbar dtheta discrete continuous Bmax(a) Bmax(l) appalpha
1 15 8 5.33614 43.0887 37.752559602885746 3.0081605492045749 3.008155E+00 25.2213
2 16 9 8.696 32.6878 23.991797230433630 2.9687259500282055 2.968726E+00 22.5664
3 17 10 9.27602 26.9841 17.708080341664960 2.9288271806153392 2.928827E+00 20.4173
4 18 11 9.13619 23.2289 14.092709822785690 2.8903933214519011 2.890393E+00 18.6418
5 19 12 8.77474 20.5141 11.739360334529062 2.8563272493806986 2.856294E+00 17.1505
6 20 13 8.35241 18.4349 10.082493037468272 2.8285075875112842 2.828499E+00 15.8801
7 21 14 7.93261 16.7787 8.8460879640106604 2.7995377587916082 2.799459E+00 14.7849
8 22 15 7.52938 15.4209 7.8915155683508056 2.7711244711701628 2.771121E+00 13.831
9 23 16 7.14989 14.2834 7.1335139390138913 2.7505492970131979 2.750487E+00 12.9928
10 24 17 6.80734 13.3137 6.5063646149320435 2.7261087120946299 2.726106E+00 12.2504
11 25 18 6.48963 12.4757 5.9860749965436515 2.6977785690328382 2.697764E+00 11.5882
12 26 19 6.18052 11.7428 5.5622779955648145 2.6922209827902570 2.692098E+00 10.9939
13 27 20 5.92098 11.0958 5.1748193498328039 2.6568412118770426 2.656779E+00 10.4576
14 28 21 5.67309 10.5197 4.8466068257551687 2.6358542689702968 2.635608E+00 9.97122
15 29 22 5.44359 10.0031 4.5595118649426372 2.6110441133149891 2.610841E+00 9.52805
16 30 23 5.15027 9.5369 4.3866346244244658 2.7089743818646723 2.708950E+00 9.1226
17 31 24 4.98703 9.1139 4.1268696869857591 2.6344345173495225 2.634324E+00 8.75025
18 32 25 4.76085 8.7280 3.9671527769724992 2.6744288020290066 2.674254E+00 8.40711
19 33 26 4.58455 8.3746 3.7900453485515029 2.7256047521483433 2.725587E+00 8.08986
20 34 27 4.3373 8.0495 3.7122045615907724 2.8011132753451999 2.801085E+00 7.79568
21 35 28 4.15117 7.7494 3.5982302376374422 2.9388773652774827 2.938877E+00 7.52215
22 36 29 4.04827 7.4714 3.4231257022386581 2.7202724017908597 2.720157E+00 7.26716
23 37 30 3.89167 7.2132 3.3215260171548349 2.7254211927060559 2.725317E+00 7.02889
24 38 31 3.76476 6.9726 3.2078370843704316 2.6010496472387947 2.601036E+00 6.80575
25 39 32 3.51542 6.7480 3.2325814357404115 2.6163599014737433 2.616130E+00 6.59634
26 40 33 3.44789 6.5376 3.0897091085461135 2.5875532727951200 2.587529E+00 6.39944
27 41 34 3.36896 6.3402 2.9712379476683703 2.5903191542985557 2.590119E+00 6.21395
28 42 35 3.31565 6.1546 2.8389493198552960 2.5743425542826390 2.573914E+00 6.03891
29 43 36 3.10746 5.9797 2.8722378117168619 2.4425107040702771 2.442329E+00 5.87346
30 44 37 2.99751 5.8147 2.8171935886987272 2.3217403508284931 2.321672E+00 5.71683
31 45 38 2.83191 5.6586 2.8266938288856025 2.3720252674002023 2.371856E+00 5.56834
32 46 39 2.80667 5.5109 2.7042342540374613 2.7489658380309860 2.748960E+00 5.42737
33 47 40 3.02949 5.3707 2.3412099157272599 2.6796194533660875 2.678841E+00 5.29336
34 48 41 2.95817 5.2377 2.2795345602193460 2.7322869628508251 2.732085E+00 5.16581
35 49 42 3.11611 5.1111 1.9949898418164134 2.6196878621581203 2.619672E+00 5.04426
36 50 43 3.03916 4.9906 1.9514386022677588 2.7774722501866194 2.775844E+00 4.9283
