#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.1466576 0.1497817 -0.0031241
0.2 0.2932712 0.2995188 -0.0062476
0.3 0.4397968 0.4491664 -0.0093696
0.4 0.5861905 0.5986800 -0.0124895
0.5 0.7324084 0.7480151 -0.0156067
0.6 0.8784066 0.8971270 -0.0187204
0.7 1.0241416 1.0459714 -0.0218298
0.8 1.1695696 1.1945039 -0.0249343
0.9 1.3146471 1.3426805 -0.0280334
1.0 1.4593310 1.4904571 -0.0311261
1.1 1.6035779 1.6377898 -0.0342119
1.2 1.7473450 1.7846350 -0.03729
1.3 1.8905894 1.9309492 -0.0403598
1.4 2.0332687 2.0766892 -0.0434205
1.5 2.1753404 2.2218121 -0.0464717
1.6 2.3167627 2.3662750 -0.0495123
1.7 2.4574936 2.5100357 -0.0525421
1.8 2.5974917 2.6530518 -0.0555601
1.9 2.7367159 2.7952816 -0.0585657
2.0 2.8751254 2.9366836 -0.0615582
2.1 3.0126795 3.0772166 -0.0645371
2.2 3.1493383 3.2168399 -0.0675016
2.3 3.2850619 3.3555131 -0.0704512
2.4 3.4198110 3.4931962 -0.0733852
2.5 3.5535467 3.6298496 -0.0763029
2.6 3.6862305 3.7654341 -0.0792036
2.7 3.8178242 3.8999112 -0.082087
2.8 3.9482904 4.0332425 -0.0849521
2.9 4.0775919 4.1653904 -0.0877985
3.0 4.2056921 4.2963176 -0.0906255
3.1 4.3325548 4.4259874 -0.0934326
3.2 4.4581445 4.5543636 -0.0962191
3.3 4.5824260 4.6814106 -0.0989846
3.4 4.7053650 4.8070932 -0.101728
3.5 4.8269275 4.9313771 -0.10445
3.6 4.9470801 5.0542282 -0.107148
3.7 5.0657900 5.1756132 -0.109823
3.8 5.1830252 5.2954995 -0.112474
3.9 5.2987540 5.4138550 -0.115101
4.0 5.4129457 5.5306483 -0.117703
4.1 5.5255699 5.6458486 -0.120279
4.2 5.6365972 5.7594257 -0.122829
4.3 5.7459985 5.8713504 -0.125352
4.4 5.8537456 5.9815938 -0.127848
4.5 5.9598111 6.0901279 -0.130317
4.6 6.0641681 6.1969255 -0.132757
4.7 6.1667904 6.3019600 -0.13517
4.8 6.2676528 6.4052054 -0.137553
4.9 6.3667306 6.5066368 -0.139906
5.0 6.4639999 6.6062298 -0.14223
5.1 6.5594375 6.7039608 -0.144523
5.2 6.6530211 6.7998070 -0.146786
5.3 6.7447291 6.8937464 -0.149017
5.4 6.8345406 6.9857578 -0.151217
