#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.5036449 0.5149906 -0.0113457
0.2 1.0042347 1.0268829 -0.0226482
0.3 1.4987419 1.5326065 -0.0338646
0.4 1.9841943 2.0291465 -0.0449522
0.5 2.4577015 2.5135706 -0.0558691
0.6 2.9164808 2.9830556 -0.0665748
0.7 3.3578829 3.4349119 -0.077029
0.8 3.7794144 3.8666079 -0.0871935
0.9 4.1787609 4.2757923 -0.0970314
1.0 4.5538065 4.6603140 -0.106507
1.1 4.9026526 5.0182410 -0.115588
1.2 5.2236334 5.3478765 -0.124243
1.3 5.5153303 5.6477732 -0.132443
1.4 5.7765829 5.9167440 -0.140161
1.5 6.0064978 6.1538719 -0.147374
1.6 6.2044548 6.3585155 -0.154061
1.7 6.3701101 6.5303128 -0.160203
1.8 6.5033975 6.6691821 -0.165785
1.9 6.6045259 6.7753202 -0.170794
2.0 6.6739749 6.8491974 -0.175223
2.1 6.7124877 6.8915506 -0.179063
2.2 6.7210608 6.9033735 -0.182313
2.3 6.7009322 6.8859044 -0.184972
2.4 6.6535667 6.8406114 -0.187045
2.5 6.5806393 6.7691761 -0.188537
2.6 6.4840167 6.6734750 -0.189458
2.7 6.3657370 6.5555588 -0.189822
2.8 6.2279878 6.4176309 -0.189643
2.9 6.0730831 6.2620239 -0.188941
3.0 5.9034396 6.0911758 -0.187736
3.1 5.7215510 5.9076044 -0.186053
3.2 5.5299633 5.7138821 -0.183919
3.3 5.3312488 5.5126100 -0.181361
3.4 5.1279804 5.3063918 -0.178411
3.5 4.9227064 5.0978088 -0.175102
3.6 4.7179255 4.8893941 -0.171469
3.7 4.5160628 4.6836088 -0.167546
3.8 4.3194467 4.4828187 -0.163372
3.9 4.1302873 4.2892721 -0.158985
4.0 3.9506559 4.1050796 -0.154424
4.1 3.7824668 3.9321947 -0.149728
4.2 3.6274600 3.7723974 -0.144937
4.3 3.4871869 3.6272788 -0.140092
4.4 3.3629975 3.4982283 -0.135231
4.5 3.2560302 3.3864232 -0.130393
4.6 3.1672037 3.2928203 -0.125617
4.7 3.0972117 3.2181502 -0.120939
4.8 3.0465192 3.1629135 -0.116394
4.9 3.0153626 3.1273806 -0.112018
