#Theta He10 He15 diff
8.6509 1.388624E+01 1.402133E+01 -0.13509
16.0209 3.370505E-02 3.538510E-02 -0.00168005
21.7015 6.829360E+00 7.044938E+00 -0.215578
26.8100 3.711763E-02 3.699236E-02 0.00012527
31.6451 4.986363E+00 5.121447E+00 -0.135084
36.3371 3.475430E-02 3.463225E-02 0.00012205
40.9573 3.996744E+00 4.064936E+00 -0.068192
45.5510 3.161670E-02 3.161197E-02 4.73e-06
50.1504 3.312063E+00 3.331243E+00 -0.01918
54.7815 2.851713E-02 2.860693E-02 -8.98e-05
59.4665 2.789820E+00 2.773476E+00 0.016344
64.2267 2.538333E-02 2.547240E-02 -8.907e-05
69.0838 2.405968E+00 2.368403E+00 0.037565
74.0608 2.222420E-02 2.217155E-02 5.265e-05
79.1840 2.089516E+00 2.054333E+00 0.035183
84.4844 1.891173E-02 1.879072E-02 0.00012101
90.0000 1.878097E+00 1.840152E+00 0.037945
95.7791 1.562461E-02 1.536799E-02 0.00025662
101.8859 1.732498E+00 1.698841E+00 0.033657
108.4097 1.223231E-02 1.200620E-02 0.00022611
115.4824 1.693171E+00 1.666210E+00 0.026961
123.3145 8.865349E-03 8.679963E-03 0.000185386
132.2845 1.882841E+00 1.837392E+00 0.045449
143.2226 5.345060E-03 5.210263E-03 0.000134797
159.0191 3.146109E+00 3.023944E+00 0.122165
