#Theta He10 He15 diff
2.1226 4.417553E+01 4.406914E+01 0.10639
4.7479 3.768910E-01 3.613796E-01 0.0155114
7.0448 1.806257E+01 1.790069E+01 0.16188
9.2630 3.287834E-01 3.594562E-01 -0.0306728
11.4506 1.242066E+01 1.248179E+01 -0.06113
13.6245 3.236654E-01 3.300644E-01 -0.006399
15.7930 9.482040E+00 9.736644E+00 -0.254604
17.9604 3.073832E-01 3.051462E-01 0.002237
20.1297 7.677814E+00 7.849956E+00 -0.172142
22.3031 2.854198E-01 2.829714E-01 0.0024484
24.4823 6.414971E+00 6.513872E+00 -0.098901
26.6686 2.315890E-01 2.316155E-01 -2.65e-05
28.8635 5.255101E+00 5.286664E+00 -0.031563
31.0681 1.994259E-01 2.004772E-01 -0.0010513
33.2836 4.353491E+00 4.329654E+00 0.023837
35.5112 1.860128E-01 1.876116E-01 -0.0015988
37.7522 3.598524E+00 3.557565E+00 0.040959
40.0077 1.719256E-01 1.721201E-01 -0.0001945
42.2791 3.004915E+00 2.955039E+00 0.049876
44.5676 1.527420E-01 1.505774E-01 0.0021646
46.8747 2.517723E+00 2.469495E+00 0.048228
49.2017 1.302612E-01 1.268533E-01 0.0034079
51.5504 2.076248E+00 2.051551E+00 0.024697
53.9223 1.100699E-01 1.066910E-01 0.0033789
56.3193 1.790084E+00 1.760888E+00 0.029196
58.7432 9.371216E-02 9.134680E-02 0.00236536
61.1962 1.538888E+00 1.492186E+00 0.046702
63.6805 7.961150E-02 7.783820E-02 0.0017733
66.1985 1.350356E+00 1.289747E+00 0.060609
68.7530 6.731817E-02 6.550339E-02 0.00181478
71.3470 1.213672E+00 1.153471E+00 0.060201
73.9838 5.619191E-02 5.452200E-02 0.00166991
76.6670 1.064658E+00 1.014217E+00 0.050441
79.4007 4.622865E-02 4.492240E-02 0.00130625
82.1896 9.503173E-01 9.060768E-01 0.0442405
85.0389 3.747028E-02 3.628586E-02 0.00118442
87.9547 8.732709E-01 8.355582E-01 0.0377127
90.9438 2.943456E-02 2.849759E-02 0.00093697
94.0144 8.136683E-01 7.904872E-01 0.0231811
97.1758 2.221066E-02 2.133469E-02 0.00087597
100.4393 7.563187E-01 7.536043E-01 0.0027144
103.8185 1.550005E-02 1.481069E-02 0.00068936
107.3299 6.516303E-01 6.370382E-01 0.0145921
110.9940 1.009833E-02 9.496944E-03 0.000601386
114.8372 4.857790E-01 4.508556E-01 0.0349234
118.8936 6.281066E-03 6.029634E-03 0.000251432
123.2094 3.437770E-01 3.254166E-01 0.0183604
127.8495 3.799708E-03 3.668568E-03 0.00013114
132.9102 2.758766E-01 2.758679E-01 8.7e-06
138.5458 2.046412E-03 1.909924E-03 0.000136488
145.0340 2.373541E-01 2.340076E-01 0.0033465
152.9830 8.509832E-04 8.509564E-04 2.68e-08
164.4986 3.001931E-01 2.731570E-01 0.0270361
