#Theta He10 He15 diff
4.5202 1.988965E+01 1.978874E+01 0.10091
8.6665 1.082373E-01 1.230713E-01 -0.014834
11.9861 9.513592E+00 9.579503E+00 -0.065911
15.0418 1.202972E-01 1.240758E-01 -0.0037786
17.9736 6.852789E+00 7.050413E+00 -0.197624
20.8390 1.135762E-01 1.126460E-01 0.0009302
23.6672 5.403027E+00 5.539553E+00 -0.136526
26.4757 1.029654E-01 1.024653E-01 0.0005001
29.2755 4.425951E+00 4.497170E+00 -0.071219
32.0747 9.548853E-02 9.581630E-02 -0.00032777
34.8794 3.663512E+00 3.681473E+00 -0.017961
37.6946 8.621111E-02 8.663244E-02 -0.00042133
40.5245 3.050726E+00 3.031238E+00 0.019488
43.3730 7.726136E-02 7.743668E-02 -0.00017532
46.2437 2.546921E+00 2.512649E+00 0.034272
49.1403 6.906103E-02 6.876153E-02 0.0002995
52.0663 2.123427E+00 2.092966E+00 0.030461
55.0255 6.123053E-02 6.057452E-02 0.00065601
58.0217 1.811433E+00 1.777333E+00 0.0341
61.0591 5.367580E-02 5.294385E-02 0.00073195
64.1422 1.526415E+00 1.503445E+00 0.02297
67.2759 4.625949E-02 4.550476E-02 0.00075473
70.4656 1.323701E+00 1.302734E+00 0.020967
73.7174 3.937523E-02 3.849212E-02 0.00088311
77.0383 1.168913E+00 1.136726E+00 0.032187
80.4361 3.291597E-02 3.220467E-02 0.0007113
83.9199 1.045990E+00 1.001700E+00 0.04429
87.5003 2.717800E-02 2.654174E-02 0.00063626
91.1900 9.707680E-01 9.228693E-01 0.0478987
95.0041 2.207158E-02 2.159858E-02 0.000473
98.9611 8.916250E-01 8.517288E-01 0.0398962
103.0839 1.753507E-02 1.710244E-02 0.00043263
107.4016 8.349839E-01 8.013696E-01 0.0336143
111.9522 1.349925E-02 1.311609E-02 0.00038316
116.7871 8.260623E-01 7.984602E-01 0.0276021
121.9783 9.825694E-03 9.500994E-03 0.0003247
127.6325 8.630282E-01 8.470302E-01 0.015998
133.9212 6.481973E-03 6.224677E-03 0.000257296
141.1527 9.959443E-01 1.007424E+00 -0.0114797
150.0026 3.401035E-03 3.220034E-03 0.000181001
162.8144 1.648141E+00 1.672571E+00 -0.02443
