#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.1816678 0.1832123 -0.0015445
0.2 0.3632019 0.3662908 -0.0030889
0.3 0.5444688 0.5491018 -0.004633
0.4 0.7253352 0.7315120 -0.0061768
0.5 0.9056684 0.9133883 -0.0077199
0.6 1.0853360 1.0945984 -0.0092624
0.7 1.2642066 1.2750107 -0.0108041
0.8 1.4421495 1.4544942 -0.0123447
0.9 1.6190349 1.6329193 -0.0138844
1.0 1.7947343 1.8101571 -0.0154228
1.1 1.9691205 1.9860802 -0.0169597
1.2 2.1420675 2.1605625 -0.018495
1.3 2.3134510 2.3334797 -0.0200287
1.4 2.4831484 2.5047088 -0.0215604
1.5 2.6510387 2.6741288 -0.0230901
1.6 2.8170030 2.8416205 -0.0246175
1.7 2.9809245 3.0070669 -0.0261424
1.8 3.1426884 3.1703532 -0.0276648
1.9 3.3021824 3.3313666 -0.0291842
2.0 3.4592964 3.4899969 -0.0307005
2.1 3.6139229 3.6461366 -0.0322137
2.2 3.7659573 3.7996806 -0.0337233
2.3 3.9152973 3.9505265 -0.0352292
2.4 4.0618439 4.0985749 -0.036731
2.5 4.2055007 4.2437295 -0.0382288
2.6 4.3461747 4.3858966 -0.0397219
2.7 4.4837758 4.5249861 -0.0412103
2.8 4.6182173 4.6609109 -0.0426936
2.9 4.7494157 4.7935873 -0.0441716
3.0 4.8772910 4.9229349 -0.0456439
3.1 5.0017667 5.0488771 -0.0471104
3.2 5.1227700 5.1713405 -0.0485705
3.3 5.2402315 5.2902555 -0.050024
3.4 5.3540856 5.4055563 -0.0514707
3.5 5.4642707 5.5171807 -0.05291
3.6 5.5707288 5.6250704 -0.0543416
3.7 5.6734058 5.7291710 -0.0557652
3.8 5.7722517 5.8294320 -0.0571803
3.9 5.8672203 5.9258070 -0.0585867
4.0 5.9582696 6.0182535 -0.0599839
4.1 6.0453615 6.1067330 -0.0613715
4.2 6.1284622 6.1912112 -0.062749
4.3 6.2075418 6.2716579 -0.0641161
4.4 6.2825747 6.3480469 -0.0654722
4.5 6.3535395 6.4203565 -0.066817
4.6 6.4204187 6.4885686 -0.0681499
