#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.0994033 0.1005266 -0.0011233
0.2 0.1988017 0.2010481 -0.0022464
0.3 0.2981902 0.3015597 -0.0033695
0.4 0.3975640 0.4020563 -0.0044923
0.5 0.4969182 0.5025330 -0.0056148
0.6 0.5962477 0.6029846 -0.0067369
0.7 0.6955478 0.7034064 -0.0078586
0.8 0.7948134 0.8037932 -0.0089798
0.9 0.8940398 0.9041401 -0.0101003
1.0 0.9932219 1.0044422 -0.0112203
1.1 1.0923549 1.1046944 -0.0123395
1.2 1.1914338 1.2048917 -0.0134579
1.3 1.2904539 1.3050292 -0.0145753
1.4 1.3894101 1.4051020 -0.0156919
1.5 1.4882977 1.5051050 -0.0168073
1.6 1.5871116 1.6050333 -0.0179217
1.7 1.6858471 1.7048820 -0.0190349
1.8 1.7844993 1.8046461 -0.0201468
1.9 1.8830632 1.9043207 -0.0212575
2.0 1.9815341 2.0039008 -0.0223667
2.1 2.0799071 2.1033815 -0.0234744
2.2 2.1781773 2.2027579 -0.0245806
2.3 2.2763399 2.3020251 -0.0256852
2.4 2.3743901 2.4011782 -0.0267881
2.5 2.4723230 2.5002122 -0.0278892
2.6 2.5701338 2.5991223 -0.0289885
2.7 2.6678177 2.6979035 -0.0300858
2.8 2.7653699 2.7965511 -0.0311812
2.9 2.8627856 2.8950602 -0.0322746
3.0 2.9600601 2.9934258 -0.0333657
3.1 3.0571884 3.0916432 -0.0344548
3.2 3.1541660 3.1897075 -0.0355415
3.3 3.2509880 3.2876139 -0.0366259
3.4 3.3476496 3.3853576 -0.037708
3.5 3.4441462 3.4829337 -0.0387875
3.6 3.5404731 3.5803375 -0.0398644
3.7 3.6366254 3.6775642 -0.0409388
3.8 3.7325986 3.7746091 -0.0420105
3.9 3.8283878 3.8714672 -0.0430794
4.0 3.9239886 3.9681340 -0.0441454
4.1 4.0193961 4.0646047 -0.0452086
4.2 4.1146057 4.1608746 -0.0462689
4.3 4.2096129 4.2569389 -0.047326
4.4 4.3044129 4.3527930 -0.0483801
4.5 4.3990012 4.4484322 -0.049431
4.6 4.4933731 4.5438518 -0.0504787
4.7 4.5875242 4.6390472 -0.051523
4.8 4.6814498 4.7340137 -0.0525639
4.9 4.7751453 4.8287468 -0.0536015
5.0 4.8686063 4.9232418 -0.0546355
5.1 4.9618283 5.0174941 -0.0556658
5.2 5.0548066 5.1114992 -0.0566926
5.3 5.1475368 5.2052525 -0.0577157
5.4 5.2400146 5.2987495 -0.0587349
5.5 5.3322353 5.3919857 -0.0597504
5.6 5.4241946 5.4849565 -0.0607619
5.7 5.5158881 5.5776575 -0.0617694
5.8 5.6073113 5.6700843 -0.062773
5.9 5.6984598 5.7622322 -0.0637724
6.0 5.7893294 5.8540970 -0.0647676
6.1 5.8799156 5.9456743 -0.0657587
6.2 5.9702142 6.0369595 -0.0667453
6.3 6.0602207 6.1279485 -0.0677278
6.4 6.1499310 6.2186367 -0.0687057
6.5 6.2393408 6.3090199 -0.0696791
6.6 6.3284458 6.3990938 -0.070648
6.7 6.4172417 6.4888541 -0.0716124
6.8 6.5057245 6.5782965 -0.072572
6.9 6.5938898 6.6674168 -0.073527
7.0 6.6817336 6.7562107 -0.0744771
7.1 6.7692517 6.8446740 -0.0754223
7.2 6.8564399 6.9328026 -0.0763627
7.3 6.9432942 7.0205923 -0.0772981
7.4 7.0298104 7.1080389 -0.0782285
7.5 7.1159846 7.1951384 -0.0791538
7.6 7.2018127 7.2818867 -0.080074
7.7 7.2872907 7.3682796 -0.0809889
7.8 7.3724145 7.4543132 -0.0818987
7.9 7.4571804 7.5399834 -0.082803
8.0 7.5415842 7.6252862 -0.083702
8.1 7.6256221 7.7102177 -0.0845956
8.2 7.7092902 7.7947739 -0.0854837
8.3 7.7925846 7.8789510 -0.0863664
8.4 7.8755016 7.9627449 -0.0872433
8.5 7.9580372 8.0461518 -0.0881146
8.6 8.0401877 8.1291680 -0.0889803
8.7 8.1219493 8.2117895 -0.0898402
8.8 8.2033183 8.2940126 -0.0906943
8.9 8.2842910 8.3758335 -0.0915425
9.0 8.3648637 8.4572486 -0.0923849
9.1 8.4450327 8.5382539 -0.0932212
9.2 8.5247944 8.6188460 -0.0940516
9.3 8.6041452 8.6990211 -0.0948759
9.4 8.6830815 8.7787756 -0.0956941
9.5 8.7615997 8.8581060 -0.0965063
9.6 8.8396965 8.9370085 -0.097312
9.7 8.9173682 9.0154798 -0.0981116
9.8 8.9946113 9.0935162 -0.0989049
9.9 9.0714225 9.1711144 -0.0996919
10.0 9.1477984 9.2482708 -0.100472
10.1 9.2237355 9.3249820 -0.101247
10.2 9.2992305 9.4012446 -0.102014
10.3 9.3742801 9.4770553 -0.102775
10.4 9.4488811 9.5524107 -0.10353
10.5 9.5230300 9.6273076 -0.104278
10.6 9.5967238 9.7017425 -0.105019
10.7 9.6699591 9.7757124 -0.105753
10.8 9.7427329 9.8492140 -0.106481
10.9 9.8150420 9.9222440 -0.107202
11.0 9.8868833 9.9947994 -0.107916
11.1 9.9582537 10.0668771 -0.108623
11.2 10.0291502 10.1384739 -0.109324
11.3 10.0995697 10.2095868 -0.110017
11.4 10.1695092 10.2802127 -0.110703
11.5 10.2389659 10.3503488 -0.111383
11.6 10.3079367 10.4199919 -0.112055
11.7 10.3764189 10.4891393 -0.11272
11.8 10.4444095 10.5577879 -0.113378
11.9 10.5119057 10.6259350 -0.114029
12.0 10.5789048 10.6935777 -0.114673
12.1 10.6454039 10.7607133 -0.115309
12.2 10.7114004 10.8273389 -0.115939
