#Theta He10 He15 diff
14.7631 1.707492E+00 1.681014E+00 0.026478
26.2141 5.087805E-03 5.408825E-03 -0.00032102
34.4495 7.741325E-01 7.477514E-01 0.0263811
41.4602 5.397848E-03 5.547049E-03 -0.000149201
47.8156 5.444120E-01 5.174120E-01 0.027
53.7765 5.117210E-03 5.069508E-03 4.7702e-05
59.4913 4.381091E-01 4.144630E-01 0.0236461
65.0572 4.609553E-03 4.506278E-03 0.000103275
70.5446 3.609025E-01 3.423979E-01 0.0185046
76.0103 3.968281E-03 3.832812E-03 0.000135469
81.5044 3.124187E-01 2.967714E-01 0.0156473
87.0746 3.251335E-03 3.111980E-03 0.000139355
92.7713 2.869188E-01 2.733478E-01 0.013571
98.6513 2.497202E-03 2.420429E-03 7.6773e-05
104.7841 2.757464E-01 2.657808E-01 0.0099656
111.2612 1.786310E-03 1.743949E-03 4.2361e-05
118.2129 2.768236E-01 2.729835E-01 0.0038401
125.8429 1.139416E-03 1.061440E-03 7.7976e-05
134.5126 2.841452E-01 2.771858E-01 0.0069594
145.0101 5.387902E-04 5.365334E-04 2.2568e-06
160.0729 3.749253E-01 3.492953E-01 0.02563
