#Theta He10 He15 diff
5.2548 7.526290E+00 7.690905E+00 -0.164615
9.4468 3.170510E-01 2.999467E-01 0.0171043
12.5403 3.664130E+00 3.709541E+00 -0.045411
15.2227 2.255083E-01 2.071700E-01 0.0183383
17.6841 2.593331E+00 2.598784E+00 -0.005453
20.0083 1.945330E-01 1.766388E-01 0.0178942
22.2403 1.999384E+00 1.989059E+00 0.010325
24.4074 1.632176E-01 1.502191E-01 0.0129985
26.5275 1.534146E+00 1.528079E+00 0.006067
28.6130 1.309776E-01 1.243966E-01 0.006581
30.6731 1.212848E+00 1.209494E+00 0.003354
32.7145 1.009057E-01 1.006921E-01 0.0002136
34.7427 9.660380E-01 9.696487E-01 -0.0036107
36.7618 8.199335E-02 8.410597E-02 -0.00211262
38.7756 7.662117E-01 7.692424E-01 -0.0030307
40.7870 7.008130E-02 7.177059E-02 -0.00168929
42.7987 6.246927E-01 6.180501E-01 0.0066426
44.8129 5.624962E-02 5.792383E-02 -0.00167421
46.8318 5.225761E-01 5.065302E-01 0.0160459
48.8572 4.412372E-02 4.511786E-02 -0.00099414
50.8911 4.598673E-01 4.382855E-01 0.0215818
52.9351 3.613343E-02 3.595240E-02 0.00018103
54.9909 3.963969E-01 3.750931E-01 0.0213038
57.0602 2.956129E-02 2.904403E-02 0.00051726
59.1446 3.381122E-01 3.177807E-01 0.0203315
61.2458 2.393083E-02 2.338236E-02 0.00054847
63.3656 2.976543E-01 2.776531E-01 0.0200012
65.5056 1.923204E-02 1.843929E-02 0.00079275
67.6678 2.668082E-01 2.494043E-01 0.0174039
69.8541 1.502180E-02 1.418606E-02 0.00083574
72.0666 2.431667E-01 2.323126E-01 0.0108541
74.3075 1.110878E-02 1.050012E-02 0.00060866
76.5791 2.072826E-01 1.994118E-01 0.0078708
78.8840 7.724329E-03 7.333950E-03 0.000390379
81.2252 1.493451E-01 1.398677E-01 0.0094774
83.6056 5.268217E-03 4.970997E-03 0.00029722
86.0287 9.862797E-02 9.141282E-02 0.00721515
88.4984 3.566614E-03 3.333727E-03 0.000232887
91.0189 7.021302E-02 6.624731E-02 0.00396571
93.5951 2.304793E-03 2.102441E-03 0.000202352
96.2326 4.750025E-02 4.407123E-02 0.00342902
98.9376 1.431481E-03 1.305064E-03 0.000126417
101.7177 3.052756E-02 2.614588E-02 0.00438168
104.5815 8.316263E-04 7.440239E-04 8.76024e-05
107.5393 2.332764E-02 1.824130E-02 0.00508634
110.6035 3.634978E-04 3.634672E-04 3.06e-08
113.7892 1.545449E-02 1.221450E-02 0.00323999
117.1153 9.420930E-05 1.413020E-04 -4.70927e-05
120.6059 5.992295E-03 5.608315E-03 0.00038398
124.2921 0.000000E+00 4.876796E-05 -4.8768e-05
128.2161 1.140933E-03 1.884861E-03 -0.000743928
132.4374 0.000000E+00 0.000000E+00 0
137.0437 1.025464E-04 7.177643E-04 -0.000615218
142.1761 0.000000E+00 0.000000E+00 0
148.0880 5.294062E-05 3.705531E-04 -0.000317612
155.3344 0.000000E+00 0.000000E+00 0
165.8343 1.092161E-04 1.638103E-04 -5.45942e-05
