#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 2.4623118 2.4575541 0.0047577
0.2 4.9170314 4.9075317 0.0094997
0.3 7.3565975 7.3423865 0.014211
0.4 9.7735091 9.7546331 0.018876
0.5 12.1603564 12.1368767 0.0234797
0.6 14.5098501 14.4818428 0.0280073
0.7 16.8148506 16.7824063 0.0324443
0.8 19.0683964 19.0316199 0.0367765
0.9 21.2637322 21.2227418 0.0409904
1.0 23.3943351 23.3492623 0.0450728
1.1 25.4539408 25.4049298 0.049011
1.2 27.4365684 27.3837751 0.0527933
1.3 29.3365432 29.2801351 0.0564081
1.4 31.1485195 31.0886744 0.0598451
1.5 32.8675008 32.8044064 0.0630944
1.6 34.4888590 34.4227120 0.066147
1.7 36.0083519 35.9393571 0.0689948
1.8 37.4221393 37.3505087 0.0716306
1.9 38.7267966 38.6527487 0.0740479
2.0 39.9193278 39.8430862 0.0762416
2.1 40.9971749 40.9189680 0.0782069
2.2 41.9582276 41.8782869 0.0799407
2.3 42.8008290 42.7193885 0.0814405
2.4 43.5237806 43.4410760 0.0827046
2.5 44.1263451 44.0426122 0.0837329
2.6 44.6082468 44.5237209 0.0845259
2.7 44.9696705 44.8845853 0.0850852
2.8 45.2112582 45.1258448 0.0854134
2.9 45.3341039 45.2485898 0.0855141
3.0 45.3397465 45.2543545 0.085392
3.1 45.2301609 45.1451081 0.0850528
3.2 45.0077467 44.9232441 0.0845026
3.3 44.6753164 44.5915673 0.0837491
3.4 44.2360802 44.1532798 0.0828004
3.5 43.6936309 43.6119651 0.0816658
3.6 43.0519255 42.9715703 0.0803552
3.7 42.3152665 42.2363876 0.0788789
3.8 41.4882818 41.4110331 0.0772487
3.9 40.5759024 40.5004261 0.0754763
4.0 39.5833398 39.5097652 0.0735746
4.1 38.5160615 38.4445051 0.0715564
4.2 37.3797668 37.3103313 0.0694355
4.3 36.1803601 36.1131340 0.0672261
4.4 34.9239245 34.8589821 0.0649424
4.5 33.6166947 33.5540956 0.0625991
4.6 32.2650291 32.2048180 0.0602111
4.7 30.8753816 30.8175881 0.0577935
4.8 29.4542733 29.3989118 0.0553615
4.9 28.0082641 27.9553338 0.0529303
5.0 26.5439238 26.4934088 0.050515
5.1 25.0678041 25.0196736 0.0481305
5.2 23.5864104 23.5406188 0.0457916
5.3 22.1061742 22.0626612 0.043513
5.4 20.6334258 20.5921170 0.0413088
5.5 19.1743676 19.1351749 0.0391927
5.6 17.7350486 17.6978705 0.0371781
5.7 16.3213395 16.2860617 0.0352778
5.8 14.9389084 14.9054042 0.0335042
5.9 13.5931981 13.5613296 0.0318685
