#Theta He10 He15 diff
7.8722 5.184109E+00 5.184334E+00 -0.000225
14.0269 4.802712E-02 5.071383E-02 -0.00268671
18.4987 2.366804E+00 2.359568E+00 0.007236
22.3281 4.678058E-02 4.925769E-02 -0.00247711
25.8079 1.638508E+00 1.631205E+00 0.007303
29.0687 4.274020E-02 4.382230E-02 -0.0010821
32.1821 1.232981E+00 1.221486E+00 0.011495
35.1920 3.809918E-02 3.820255E-02 -0.00010337
38.1279 9.637193E-01 9.497327E-01 0.0139866
41.0108 3.315915E-02 3.322282E-02 -6.367e-05
43.8562 7.625782E-01 7.531076E-01 0.0094706
46.6763 2.891943E-02 2.878311E-02 0.00013632
49.4809 6.362913E-01 6.223977E-01 0.0138936
52.2783 2.542093E-02 2.488777E-02 0.00053316
55.0756 5.304289E-01 5.116841E-01 0.0187448
57.8792 2.185670E-02 2.123939E-02 0.00061731
60.6948 4.557848E-01 4.345620E-01 0.0212228
63.5281 1.850532E-02 1.798233E-02 0.00052299
66.3843 4.033547E-01 3.827512E-01 0.0206035
69.2687 1.553172E-02 1.509180E-02 0.00043992
72.1869 3.491497E-01 3.317191E-01 0.0174306
75.1444 1.288369E-02 1.248041E-02 0.00040328
78.1472 3.088695E-01 2.936409E-01 0.0152286
81.2017 1.045328E-02 1.015685E-02 0.00029643
84.3151 2.815492E-01 2.682479E-01 0.0133013
87.4953 8.244413E-03 8.001565E-03 0.000242848
90.7512 2.607710E-01 2.520182E-01 0.0087528
94.0932 6.240109E-03 5.987152E-03 0.000252957
97.5335 2.401974E-01 2.377125E-01 0.0024849
101.0864 4.365508E-03 4.139266E-03 0.000226242
104.7693 2.027363E-01 1.967021E-01 0.0060342
108.6039 2.827787E-03 2.670087E-03 0.0001577
112.6175 1.481709E-01 1.372958E-01 0.0108751
116.8455 1.781023E-03 1.698316E-03 8.2707e-05
121.3358 1.056035E-01 1.000837E-01 0.0055198
126.1553 1.097688E-03 1.012207E-03 8.5481e-05
131.4033 8.501512E-02 8.436797E-02 0.00064715
137.2390 5.714768E-04 5.269737E-04 4.45031e-05
143.9482 7.168356E-02 6.963923E-02 0.00204433
152.1575 2.742044E-04 2.282683E-04 4.59361e-05
164.0374 9.100018E-02 8.113656E-02 0.00986362
