#Theta He10 He15 diff
14.5791 2.020898E+00 1.993052E+00 0.027846
25.9094 5.600159E-03 5.636072E-03 -3.5913e-05
34.0731 9.435892E-01 9.251126E-01 0.0184766
41.0344 6.230381E-03 6.120840E-03 0.000109541
47.3545 6.579148E-01 6.376915E-01 0.0202233
53.2904 6.035856E-03 5.919203E-03 0.000116653
58.9884 5.161046E-01 4.931738E-01 0.0229308
64.5440 5.520390E-03 5.425587E-03 9.4803e-05
70.0270 4.395651E-01 4.165347E-01 0.0230304
75.4935 4.821128E-03 4.691682E-03 0.000129446
80.9929 3.778673E-01 3.589279E-01 0.0189394
86.5730 3.991250E-03 3.887926E-03 0.000103324
92.2839 3.381269E-01 3.220664E-01 0.0160605
98.1823 3.201024E-03 3.093483E-03 0.000107541
104.3381 3.224698E-01 3.088826E-01 0.0135872
110.8430 2.370679E-03 2.294849E-03 7.583e-05
117.8282 3.273595E-01 3.182930E-01 0.0090665
125.4984 1.586984E-03 1.508789E-03 7.8195e-05
134.2177 3.687918E-01 3.680742E-01 0.0007176
144.7794 8.326766E-04 7.916485E-04 4.10281e-05
159.9404 5.830738E-01 5.763895E-01 0.0066843
