#Theta He10 He15 diff
7.6114 1.375607E+01 1.388504E+01 -0.12897
14.0818 4.415449E-02 4.595479E-02 -0.0018003
19.0613 6.743716E+00 6.954430E+00 -0.210714
23.5302 4.827173E-02 4.815927E-02 0.00011246
27.7497 4.897835E+00 5.028317E+00 -0.130482
31.8328 4.547677E-02 4.512211E-02 0.00035466
35.8404 3.899492E+00 3.966572E+00 -0.06708
39.8100 4.146759E-02 4.135495E-02 0.00011264
43.7675 3.199165E+00 3.219227E+00 -0.020062
47.7325 3.763553E-02 3.764585E-02 -1.032e-05
51.7209 2.665577E+00 2.651862E+00 0.013715
55.7466 3.385693E-02 3.392446E-02 -6.753e-05
59.8229 2.262571E+00 2.229696E+00 0.032875
63.9628 3.012959E-02 3.010708E-02 2.251e-05
68.1797 1.922349E+00 1.891793E+00 0.030556
72.4885 2.630755E-02 2.613120E-02 0.00017635
76.9055 1.678395E+00 1.645121E+00 0.033274
81.4497 2.245766E-02 2.215085E-02 0.00030681
86.1434 1.475934E+00 1.449237E+00 0.026697
91.0142 1.861335E-02 1.826762E-02 0.00034573
96.0962 1.338504E+00 1.317890E+00 0.020614
101.4339 1.499628E-02 1.467124E-02 0.00032504
107.0866 1.276160E+00 1.244756E+00 0.031404
113.1373 1.149284E-02 1.126127E-02 0.00023157
119.7090 1.280375E+00 1.229915E+00 0.05046
126.9985 8.222223E-03 8.034358E-03 0.000187865
135.3597 1.468310E+00 1.396910E+00 0.0714
145.5693 4.851346E-03 4.715916E-03 0.00013543
160.3271 2.479485E+00 2.370533E+00 0.108952
