#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.4394639 0.4451866 -0.0057227
0.2 0.8784581 0.8898945 -0.0114364
0.3 1.3165135 1.3336459 -0.0171324
0.4 1.7531625 1.7759643 -0.0228018
0.5 2.1879397 2.2163755 -0.0284358
0.6 2.6203825 2.6544082 -0.0340257
0.7 3.0500318 3.0895946 -0.0395628
0.8 3.4764328 3.5214714 -0.0450386
0.9 3.8991357 3.9495803 -0.0504446
1.0 4.3176963 4.3734687 -0.0557724
1.1 4.7316766 4.7926905 -0.0610139
1.2 5.1406456 5.2068067 -0.0661611
1.3 5.5441801 5.6153861 -0.071206
1.4 5.9418650 6.0180057 -0.0761407
1.5 6.3332939 6.4142520 -0.0809581
1.6 6.7180703 6.8037208 -0.0856505
1.7 7.0958074 7.1860184 -0.090211
1.8 7.4661292 7.5607619 -0.0946327
1.9 7.8286711 7.9275799 -0.0989088
2.0 8.1830799 8.2861129 -0.103033
2.1 8.5290149 8.6360143 -0.106999
2.2 8.8661482 8.9769500 -0.110802
2.3 9.1941651 9.3085998 -0.114435
2.4 9.5127645 9.6306575 -0.117893
2.5 9.8216597 9.9428313 -0.121172
2.6 10.1205783 10.2448441 -0.124266
2.7 10.4092630 10.5364344 -0.127171
2.8 10.6874718 10.8173560 -0.129884
2.9 10.9549784 11.0873789 -0.1324
3.0 11.2115722 11.3462893 -0.134717
3.1 11.4570591 11.5938899 -0.136831
3.2 11.6912614 11.8300005 -0.138739
3.3 11.9140181 12.0544578 -0.14044
3.4 12.1251852 12.2671158 -0.141931
3.5 12.3246357 12.4678459 -0.14321
3.6 12.5122600 12.6565373 -0.144277
3.7 12.6879656 12.8330967 -0.145131
3.8 12.8516778 12.9974488 -0.145771
3.9 13.0033392 13.1495361 -0.146197
4.0 13.1429099 13.2893190 -0.146409
4.1 13.2703677 13.4167760 -0.146408
4.2 13.3857077 13.5319033 -0.146196
4.3 13.4889429 13.6347149 -0.145772
4.4 13.5801032 13.7252426 -0.145139
4.5 13.6592360 13.8035360 -0.1443
4.6 13.7264058 13.8696620 -0.143256
4.7 13.7816942 13.9237049 -0.142011
4.8 13.8251993 13.9657661 -0.140567
4.9 13.8570360 13.9959638 -0.138928
5.0 13.8773354 14.0144331 -0.137098
5.1 13.8862446 14.0213252 -0.135081
5.2 13.8839264 14.0168074 -0.132881
5.3 13.8705592 14.0010629 -0.130504
5.4 13.8463362 13.9742901 -0.127954
5.5 13.8114655 13.9367024 -0.125237
5.6 13.7661692 13.8885277 -0.122358
5.7 13.7106837 13.8300083 -0.119325
5.8 13.6452584 13.7613999 -0.116142
5.9 13.5701559 13.6829716 -0.112816
6.0 13.4856511 13.5950052 -0.109354
6.1 13.3920311 13.4977946 -0.105764
6.2 13.2895943 13.3916456 -0.102051
6.3 13.1786501 13.2768750 -0.0982249
6.4 13.0595181 13.1538102 -0.0942921
6.5 12.9325281 13.0227885 -0.0902604
6.6 12.7980186 12.8841567 -0.0861381
6.7 12.6563371 12.7382704 -0.0819333
6.8 12.5078389 12.5854933 -0.0776544
6.9 12.3528869 12.4261966 -0.0733097
7.0 12.1918505 12.2607584 -0.0689079
7.1 12.0251055 12.0895632 -0.0644577
7.2 11.8530330 11.9130008 -0.0599678
7.3 11.6760190 11.7314660 -0.055447
7.4 11.4944534 11.5453578 -0.0509044
7.5 11.3087301 11.3550789 -0.0463488
7.6 11.1192453 11.1610347 -0.0417894
7.7 10.9263978 10.9636327 -0.0372349
7.8 10.7305876 10.7632821 -0.0326945
7.9 10.5322156 10.5603927 -0.0281771
8.0 10.3316829 10.3553746 -0.0236917
8.1 10.1293900 10.1486372 -0.0192472
8.2 9.9257362 9.9405887 -0.0148525
8.3 9.7211190 9.7316354 -0.0105164
8.4 9.5159335 9.5221810 -0.0062475
8.5 9.3105714 9.3126258 -0.0020544
8.6 9.1054209 9.1033665 0.0020544
8.7 8.9008656 8.8947950 0.0060706
8.8 8.6972842 8.6872981 0.0099861
8.9 8.4950495 8.4812568 0.0137927
9.0 8.2945284 8.2770457 0.0174827
9.1 8.0960808 8.0750324 0.0210484
9.2 7.9000592 7.8755768 0.0244824
9.3 7.7068082 7.6790308 0.0277774
9.4 7.5166639 7.4857376 0.0309263
9.5 7.3299533 7.2960309 0.0339224
9.6 7.1469942 7.1102350 0.0367592
9.7 6.9680941 6.9286637 0.0394304
9.8 6.7935502 6.7516202 0.04193
9.9 6.6236488 6.5793964 0.0442524
10.0 6.4586647 6.4122727 0.046392
10.1 6.2988612 6.2505175 0.0483437
10.2 6.1444894 6.0943868 0.0501026
10.3 5.9957879 5.9441235 0.0516644
10.4 5.8529826 5.7999579 0.0530247
10.5 5.7162863 5.6621065 0.0541798
10.6 5.5858982 5.5307721 0.0551261
10.7 5.4620041 5.4061437 0.0558604
10.8 5.3447758 5.2883959 0.0563799
10.9 5.2343709 5.1776888 0.0566821
11.0 5.1309329 5.0741680 0.0567649
11.1 5.0345908 4.9779642 0.0566266
11.2 4.9454589 4.8891933 0.0562656
11.3 4.8636370 4.8079559 0.0556811
11.4 4.7892099 4.7343377 0.0548722
11.5 4.7222478 4.6684091 0.0538387
