#Theta He10 He15 diff
3.8226 4.624698E+01 4.617403E+01 0.07295
8.5577 1.035029E-01 1.010030E-01 0.0024999
12.7081 1.906672E+01 1.896229E+01 0.10443
16.7272 9.144937E-02 1.065153E-01 -0.0150659
20.7048 1.308001E+01 1.317981E+01 -0.0998
24.6753 9.273042E-02 9.850154E-02 -0.00577112
28.6568 1.021166E+01 1.051375E+01 -0.30209
32.6616 8.653383E-02 8.715175E-02 -0.00061792
36.6992 8.422348E+00 8.634785E+00 -0.212437
40.7785 7.642617E-02 7.637454E-02 5.163e-05
44.9079 7.121832E+00 7.230026E+00 -0.108194
49.0963 6.738847E-02 6.726657E-02 0.0001219
53.3530 6.077060E+00 6.101113E+00 -0.024053
57.6885 5.959543E-02 5.952454E-02 7.089e-05
62.1144 5.210084E+00 5.170777E+00 0.039307
66.6443 5.228278E-02 5.228232E-02 4.6e-07
71.2939 4.546593E+00 4.467410E+00 0.079183
76.0819 4.524429E-02 4.515412E-02 9.017e-05
81.0309 3.981731E+00 3.906566E+00 0.075165
86.1689 3.839748E-02 3.799924E-02 0.00039824
91.5315 3.599204E+00 3.520197E+00 0.079007
97.1647 3.144391E-02 3.100691E-02 0.000437
103.1306 3.336141E+00 3.264727E+00 0.071414
109.5164 2.460923E-02 2.413347E-02 0.00047576
116.4512 3.271127E+00 3.212819E+00 0.058308
124.1422 1.774543E-02 1.735951E-02 0.00038592
132.9622 3.647518E+00 3.553276E+00 0.094242
143.7300 1.064871E-02 1.037203E-02 0.00027668
159.2952 6.108387E+00 5.860690E+00 0.247697
