#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.4583740 0.4576426 0.0007314
0.2 0.9165137 0.9150500 0.0014637
0.3 1.3741849 1.3719873 0.0021976
0.4 1.8311537 1.8282200 0.0029337
0.5 2.2871868 2.2835139 0.0036729
0.6 2.7420515 2.7376355 0.004416
0.7 3.1955159 3.1903523 0.0051636
0.8 3.6473493 3.6414327 0.0059166
0.9 4.0973218 4.0906461 0.0066757
1.0 4.5452052 4.5377636 0.0074416
1.1 4.9907725 4.9825574 0.0082151
1.2 5.4337985 5.4248017 0.0089968
1.3 5.8740598 5.8642724 0.0097874
1.4 6.3113349 6.3007471 0.0105878
1.5 6.7454044 6.7340060 0.0113984
1.6 7.1760512 7.1638313 0.0122199
1.7 7.6030608 7.5900077 0.0130531
1.8 8.0262209 8.0123225 0.0138984
1.9 8.4453223 8.4305658 0.0147565
2.0 8.8601584 8.8445304 0.015628
2.1 9.2705260 9.2540125 0.0165135
2.2 9.6762245 9.6588112 0.0174133
2.3 10.0770571 10.0587290 0.0183281
2.4 10.4728302 10.4535718 0.0192584
2.5 10.8633538 10.8431492 0.0202046
2.6 11.2484417 11.2272746 0.0211671
2.7 11.6279114 11.6057651 0.0221463
2.8 12.0015845 11.9784417 0.0231428
2.9 12.3692865 12.3451299 0.0241566
3.0 12.7308474 12.7056591 0.0251883
3.1 13.0861012 13.0598632 0.026238
3.2 13.4348865 13.4075804 0.0273061
3.3 13.7770465 13.7486537 0.0283928
3.4 14.1124289 14.0829307 0.0294982
3.5 14.4408863 14.4102636 0.0306227
3.6 14.7622761 14.7305099 0.0317662
3.7 15.0764605 15.0435317 0.0329288
3.8 15.3833070 15.3491962 0.0341108
3.9 15.6826881 15.6473761 0.035312
4.0 15.9744815 15.9379490 0.0365325
4.1 16.2585702 16.2207979 0.0377723
4.2 16.5348425 16.4958114 0.0390311
4.3 16.8031923 16.7628832 0.0403091
4.4 17.0635190 17.0219129 0.0416061
4.5 17.3157273 17.2728056 0.0429217
4.6 17.5597278 17.5154719 0.0442559
4.7 17.7954367 17.7498284 0.0456083
4.8 18.0227759 17.9757972 0.0469787
4.9 18.2416731 18.1933063 0.0483668
5.0 18.4520619 18.4022897 0.0497722
5.1 18.6538815 18.6026870 0.0511945
5.2 18.8470774 18.7944440 0.0526334
5.3 19.0316005 18.9775124 0.0540881
5.4 19.2074081 19.1518497 0.0555584
5.5 19.3744632 19.3174195 0.0570437
5.6 19.5327348 19.4741915 0.0585433
5.7 19.6821980 19.6221412 0.0600568
5.8 19.8228337 19.7612504 0.0615833
5.9 19.9546289 19.8915066 0.0631223
6.0 20.0775765 20.0129035 0.064673
6.1 20.1916756 20.1254408 0.0662348
6.2 20.2969309 20.2291242 0.0678067
6.3 20.3933533 20.3239652 0.0693881
6.4 20.4809595 20.4099816 0.0709779
6.5 20.5597722 20.4871967 0.0725755
6.6 20.6298198 20.5556400 0.0741798
6.7 20.6911367 20.6153466 0.0757901
6.8 20.7437628 20.6663577 0.0774051
6.9 20.7877441 20.7087201 0.079024
7.0 20.8231320 20.7424863 0.0806457
7.1 20.8499838 20.7677145 0.0822693
7.2 20.8683620 20.7844685 0.0838935
7.3 20.8783351 20.7928176 0.0855175
7.4 20.8799765 20.7928366 0.0871399
7.5 20.8733655 20.7846059 0.0887596
7.6 20.8585863 20.7682108 0.0903755
7.7 20.8357287 20.7437422 0.0919865
7.8 20.8048873 20.7112961 0.0935912
7.9 20.7661620 20.6709735 0.0951885
8.0 20.7196575 20.6228804 0.0967771
8.1 20.6654835 20.5671278 0.0983557
8.2 20.6037545 20.5038314 0.0999231
8.3 20.5345896 20.4331117 0.101478
8.4 20.4581124 20.3550936 0.103019
8.5 20.3744513 20.2699066 0.104545
8.6 20.2837387 20.1776847 0.106054
8.7 20.1861115 20.0785660 0.107546
8.8 20.0817105 19.9726928 0.109018
8.9 19.9706808 19.8602113 0.11047
9.0 19.8531712 19.7412719 0.111899
9.1 19.7293343 19.6160284 0.113306
9.2 19.5993263 19.4846386 0.114688
9.3 19.4633070 19.3472634 0.116044
9.4 19.3214397 19.2040676 0.117372
9.5 19.1738906 19.0552188 0.118672
9.6 19.0208293 18.9008879 0.119941
9.7 18.8624282 18.7412488 0.121179
9.8 18.6988628 18.5764781 0.122385
9.9 18.5303108 18.4067552 0.123556
10.0 18.3569530 18.2322619 0.124691
10.1 18.1789722 18.0531826 0.12579
10.2 17.9965536 17.8697037 0.12685
10.3 17.8098845 17.6820138 0.127871
10.4 17.6191540 17.4903034 0.128851
10.5 17.4245533 17.2947649 0.129788
10.6 17.2262750 17.0955921 0.130683
10.7 17.0245133 16.8929806 0.131533
10.8 16.8194636 16.6871270 0.132337
10.9 16.6113226 16.4782292 0.133093
11.0 16.4002880 16.2664861 0.133802
11.1 16.1865585 16.0520975 0.134461
11.2 15.9703332 15.8352638 0.135069
11.3 15.7518121 15.6161859 0.135626
11.4 15.5311955 15.3950653 0.13613
11.5 15.3086837 15.1721034 0.13658
11.6 15.0844774 14.9475019 0.136976
11.7 14.8587771 14.7214624 0.137315
11.8 14.6317831 14.4941860 0.137597
11.9 14.4036954 14.2658737 0.137822
12.0 14.1747133 14.0367258 0.137988
12.1 13.9450356 13.8069418 0.138094
12.2 13.7148601 13.5767205 0.13814
12.3 13.4843837 13.3462596 0.138124
12.4 13.2538023 13.1157556 0.138047
12.5 13.0233102 12.8854036 0.137907
12.6 12.7931006 12.6553974 0.137703
12.7 12.5633648 12.4259292 0.137436
12.8 12.3342927 12.1971892 0.137104
12.9 12.1060721 11.9693659 0.136706
13.0 11.8788890 11.7426457 0.136243
13.1 11.6529270 11.5172128 0.135714
13.2 11.4283676 11.2932491 0.135118
13.3 11.2053900 11.0709340 0.134456
13.4 10.9841706 10.8504445 0.133726
13.5 10.7648832 10.6319545 0.132929
13.6 10.5476990 10.4156353 0.132064
13.7 10.3327860 10.2016554 0.131131
13.8 10.1203093 9.9901799 0.130129
13.9 9.9104309 9.7813707 0.12906
14.0 9.7033094 9.5753867 0.127923
14.1 9.4991001 9.3723830 0.126717
14.2 9.2979547 9.1725113 0.125443
14.3 9.1000214 8.9759196 0.124102
14.4 8.9054446 8.7827523 0.122692
14.5 8.7143650 8.5931497 0.121215
14.6 8.5269193 8.4072482 0.119671
14.7 8.3432402 8.2251804 0.11806
14.8 8.1634564 8.0470744 0.116382
14.9 7.9876924 7.8730544 0.114638
15.0 7.8160683 7.7032399 0.112828
15.1 7.6487002 7.5377465 0.110954
15.2 7.4856993 7.3766849 0.109014
15.3 7.3271728 7.2201616 0.107011
15.4 7.1732231 7.0682782 0.104945
15.5 7.0239481 6.9211319 0.102816
15.6 6.8794408 6.7788151 0.100626
15.7 6.7397898 6.6414153 0.0983745
15.8 6.6050787 6.5090153 0.0960634
15.9 6.4753864 6.3816931 0.0936933
16.0 6.3507869 6.2595216 0.0912653
16.1 6.2313491 6.1425688 0.0887803
16.2 6.1171374 6.0308978 0.0862396
16.3 6.0082107 5.9245666 0.0836441
16.4 5.9046234 5.8236282 0.0809952
16.5 5.8064246 5.7281306 0.078294
16.6 5.7136583 5.6381164 0.0755419
16.7 5.6263636 5.5536236 0.07274
16.8 5.5445745 5.4746846 0.0698899
16.9 5.4683200 5.4013271 0.0669929
17.0 5.3976240 5.3335735 0.0640505
17.1 5.3325052 5.2714410 0.0610642
17.2 5.2729773 5.2149419 0.0580354
17.3 5.2190491 5.1640832 0.0549659
17.4 5.1707243 5.1188672 0.0518571
17.5 5.1280015 5.0792906 0.0487109
17.6 5.0908743 5.0453457 0.0455286
17.7 5.0593315 5.0170192 0.0423123
17.8 5.0333568 4.9942933 0.0390635
17.9 5.0129292 4.9771451 0.0357841
18.0 4.9980226 4.9655468 0.0324758
18.1 4.9886063 4.9594657 0.0291406
18.2 4.9846447 4.9588645 0.0257802
18.3 4.9860976 4.9637010 0.0223966
18.4 4.9929201 4.9739283 0.0189918
18.5 5.0050627 4.9894952 0.0155675
18.6 5.0224712 5.0103454 0.0121258
18.7 5.0450873 5.0364186 0.0086687
18.8 5.0728480 5.0676497 0.0051983
18.9 5.1056861 5.1039697 0.0017164
19.0 5.1435300 5.1453049 -0.0017749
19.1 5.1863042 5.1915776 -0.0052734
19.2 5.2339288 5.2427061 -0.0087773
19.3 5.2863201 5.2986044 -0.0122843
19.4 5.3433905 5.3591829 -0.0157924
19.5 5.4050484 5.4243481 -0.0192997
19.6 5.4711987 5.4940025 -0.0228038
19.7 5.5417426 5.5680452 -0.0263026
19.8 5.6165776 5.6463719 -0.0297943
19.9 5.6955979 5.7288745 -0.0332766
20.0 5.7786946 5.8154420 -0.0367474
20.1 5.8657551 5.9059599 -0.0402048
20.2 5.9566643 6.0003107 -0.0436464
20.3 6.0513035 6.0983739 -0.0470704
20.4 6.1495517 6.2000262 -0.0504745
20.5 6.2512847 6.3051415 -0.0538568
20.6 6.3563758 6.4135911 -0.0572153
20.7 6.4646960 6.5252438 -0.0605478
20.8 6.5761137 6.6399660 -0.0638523
