#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 3.2774547 3.2677598 0.0096949
0.2 6.5355184 6.5161886 0.0193298
0.3 9.7549496 9.7261044 0.0288452
0.4 12.9168052 12.8786227 0.0381825
0.5 16.0025862 15.9553014 0.0472848
0.6 18.9943796 18.9382830 0.0560966
0.7 21.8749963 21.8104308 0.0645655
0.8 24.6281019 24.5554604 0.0726415
0.9 27.2383402 27.1580626 0.0802776
1.0 29.6914499 29.6040189 0.087431
1.1 31.9743702 31.8803079 0.0940623
1.2 34.0753377 33.9752010 0.100137
1.3 35.9839719 35.8783480 0.105624
1.4 37.6913489 37.5808506 0.110498
1.5 39.1900637 39.0753244 0.114739
1.6 40.4742787 40.3559472 0.118331
1.7 41.5397603 41.4184955 0.121265
1.8 42.3839016 42.2603670 0.123535
1.9 43.0057312 42.8805900 0.125141
2.0 43.4059099 43.2798190 0.126091
2.1 43.5867122 43.4603175 0.126395
2.2 43.5519962 43.4259269 0.126069
2.3 43.3071594 43.1820234 0.125136
2.4 42.8590830 42.7354617 0.123621
2.5 42.2160633 42.0945072 0.121556
2.6 41.3877329 41.2687572 0.118976
2.7 40.3849702 40.2690508 0.115919
2.8 39.2198001 39.1073699 0.11243
2.9 37.9052852 37.7967308 0.108554
3.0 36.4554098 36.3510686 0.104341
3.1 34.8849563 34.7851139 0.0998424
3.2 33.2093762 33.1142650 0.0951112
3.3 31.4446573 31.3544540 0.0902033
3.4 29.6071860 29.5220113 0.0851747
3.5 27.7136087 27.6335264 0.0800823
3.6 25.7806913 25.7057084 0.0749829
3.7 23.8251797 23.7552468 0.0699329
3.8 21.8636615 21.7986736 0.0649879
3.9 19.9124297 19.8522277 0.060202
4.0 17.9873511 17.9317238 0.0556273
4.1 16.1037393 16.0524255 0.0513138
4.2 14.2762331 14.2289250 0.0473081
4.3 12.5186833 12.4750290 0.0436543
4.4 10.8440456 10.8036531 0.0403925
4.5 9.2642841 9.2267253 0.0375588
4.6 7.7902829 7.7550979 0.035185
4.7 6.4317692 6.3984708 0.0332984
4.8 5.1972464 5.1653251 0.0319213
4.9 4.0939393 4.0628682 0.0310711
5.0 3.1277503 3.0969905 0.0307598
5.1 2.3032284 2.2722343 0.0309941
5.2 1.6235502 1.5917751 0.0317751
5.3 1.0905129 1.0574143 0.0330986
5.4 0.7045401 0.6695851 0.034955
5.5 0.4646991 0.4273702 0.0373289
5.6 0.3687309 0.3285308 0.0402001
5.7 0.4130905 0.3695476 0.0435429
5.8 0.5929994 0.5456726 0.0473268
5.9 0.9025079 0.8509912 0.0515167
6.0 1.3345669 1.2784941 0.0560728
6.1 1.8811097 1.8201582 0.0609515
6.2 2.5331412 2.4670357 0.0661055
6.3 3.2808345 3.2093507 0.0714838
6.4 4.1136348 4.0366019 0.0770329
6.5 5.0203672 4.9376704 0.0826968
6.6 5.9893503 5.9009330 0.0884173
6.7 7.0085122 6.9143772 0.094135
6.8 8.0655090 7.9657198 0.0997892
6.9 9.1478448 9.0425256 0.105319
7.0 10.2429906 10.1323265 0.110664
7.1 11.3385034 11.2227398 0.115764
7.2 12.4221424 12.3015836 0.120559
7.3 13.4819818 13.3569896 0.124992
7.4 14.5065198 14.3775111 0.129009
7.5 15.4847825 15.3522268 0.132556
7.6 16.4064212 16.2708371 0.135584
7.7 17.2618026 17.1237549 0.138048
7.8 18.0420924 17.9021873 0.139905
7.9 18.7393290 18.5982101 0.141119
8.0 19.3464894 19.2048328 0.141657
8.1 19.8575442 19.7160535 0.141491
8.2 20.2675043 20.1269052 0.140599
8.3 20.5724554 20.4334902 0.138965
8.4 20.7695837 20.6330052 0.136578
8.5 20.8571894 20.7237553 0.133434
8.6 20.8346901 20.7051572 0.129533
8.7 20.7026139 20.5777316 0.124882
8.8 20.4625815 20.3430859 0.119496
8.9 20.1172778 20.0038861 0.113392
9.0 19.6704143 19.5638184 0.106596
9.1 19.1266815 19.0275430 0.0991385
9.2 18.4916926 18.4006370 0.0910556
9.3 17.7719194 17.6895308 0.0823886
9.4 16.9746192 16.9014356 0.0731836
9.5 16.1077565 16.0442655 0.063491
9.6 15.1799176 15.1265518 0.0533658
9.7 14.2002202 14.1573540 0.0428662
9.8 13.1782191 13.1461651 0.032054
9.9 12.1238081 12.1028148 0.0209933
10.0 11.0471199 11.0373689 0.009751
10.1 9.9584242 9.9600292 -0.001605
10.2 8.8680260 8.8810311 -0.0130051
10.3 7.7861637 7.8105433 -0.0243796
10.4 6.7229095 6.7585680 -0.0356585
10.5 5.6880716 5.7348444 -0.0467728
10.6 4.6911005 4.7487550 -0.0576545
10.7 3.7409991 3.8092363 -0.0682372
10.8 2.8462378 2.9246950 -0.0784572
10.9 2.0146762 2.1029295 -0.0882533
11.0 1.2534905 1.3510586 -0.0975681
11.1 0.5691090 0.6754566 -0.106348
11.2 -0.0328455 0.0816971 -0.114543
11.3 -0.5476041 -0.4254956 -0.122109
11.4 -0.9712919 -0.8422862 -0.129006
11.5 -1.3009593 -1.1657590 -0.1352
11.6 -1.5346035 -1.3939394 -0.140664
11.7 -1.6711813 -1.5258061 -0.145375
11.8 -1.7106112 -1.5612936 -0.149318
11.9 -1.6537677 -1.5012857 -0.152482
12.0 -1.5024650 -1.3475998 -0.154865
12.1 -1.2594326 -1.1029614 -0.156471
12.2 -0.9282808 -0.7709710 -0.15731
12.3 -0.5134598 -0.3560621 -0.157398
12.4 -0.0202089 0.1365489 -0.156758
12.5 0.5455005 0.7009195 -0.155419
12.6 1.1770287 1.3304449 -0.153416
12.7 1.8671380 2.0179280 -0.15079
12.8 2.6080684 2.7556544 -0.147586
12.9 3.3916174 3.5354720 -0.143855
13.0 4.2092238 4.3488750 -0.139651
13.1 5.0520549 5.1870893 -0.135034
13.2 5.9110948 6.0411616 -0.130067
13.3 6.7772351 6.9020486 -0.124813
13.4 7.6413647 7.7607070 -0.119342
13.5 8.4944600 8.6081824 -0.113722
13.6 9.3276729 9.4356973 -0.108024
13.7 10.1324171 10.2347363 -0.102319
13.8 10.9004509 10.9971286 -0.0966777
13.9 11.6239563 11.7151261 -0.0911698
14.0 12.2956131 12.3814775 -0.0858644
14.1 12.9086681 12.9894960 -0.0808279
14.2 13.4569977 13.5331223 -0.0761246
14.3 13.9351649 14.0069800 -0.0718151
14.4 14.3384678 14.4064243 -0.0679565
14.5 14.6629818 14.7275834 -0.0646016
14.6 14.9055935 14.9673917 -0.0617982
14.7 15.0640259 15.1236151 -0.0595892
14.8 15.1368562 15.1948676 -0.0580114
14.9 15.1235242 15.1806201 -0.0570959
15.0 15.0243326 15.0811999 -0.0568673
15.1 14.8404387 14.8977824 -0.0573437
15.2 14.5738381 14.6323742 -0.0585361
15.3 14.2273392 14.2877882 -0.060449
15.4 13.8045312 13.8676107 -0.0630795
15.5 13.3097436 13.3761615 -0.0664179
15.6 12.7479991 12.8184463 -0.0704472
15.7 12.1249598 12.2001035 -0.0751437
15.8 11.4468675 11.5273444 -0.0804769
15.9 10.7204781 10.8068880 -0.0864099
16.0 9.9529926 10.0458918 -0.0928992
16.1 9.1519823 9.2518782 -0.0998959
16.2 8.3253125 8.4326577 -0.107345
16.3 7.4810624 7.5962499 -0.115188
16.4 6.6274440 6.7508025 -0.123359
16.5 5.7727200 5.9045100 -0.13179
16.6 4.9251219 5.0655320 -0.14041
16.7 4.0927678 4.2419123 -0.149145
16.8 3.2835835 3.4414999 -0.157916
16.9 2.5052242 2.6718717 -0.166648
17.0 1.7650003 1.9402592 -0.175259
17.1 1.0698069 1.2534782 -0.183671
17.2 0.4260571 0.6178632 -0.191806
17.3 -0.1603786 0.0392073 -0.199586
17.4 -0.6842281 -0.4772928 -0.206935
17.5 -1.1408666 -0.9270852 -0.213781
17.6 -1.5263597 -1.3063048 -0.220055
17.7 -1.8374985 -1.6118083 -0.22569
17.8 -2.0718282 -1.8412017 -0.230627
17.9 -2.2276682 -1.9928604 -0.234808
18.0 -2.3041255 -2.0659417 -0.238184
18.1 -2.3010997 -2.0603888 -0.240711
18.2 -2.2192796 -1.9769282 -0.242351
18.3 -2.0601333 -1.8170583 -0.243075
18.4 -1.8258893 -1.5830308 -0.242859
18.5 -1.5195112 -1.2778248 -0.241686
18.6 -1.1446647 -0.9051138 -0.239551
18.7 -0.7056779 -0.4692257 -0.236452
18.8 -0.2074952 0.0249030 -0.232398
18.9 0.3443743 0.5717794 -0.227405
19.0 0.9439145 1.1654113 -0.221497
19.1 1.5846639 1.7993689 -0.214705
19.2 2.2597820 2.4668508 -0.207069
19.3 2.9621187 3.1607535 -0.198635
19.4 3.6842867 3.8737433 -0.189457
19.5 4.4187362 4.5983298 -0.179594
19.6 5.1578298 5.3269421 -0.169112
19.7 5.8939193 6.0520032 -0.158084
19.8 6.6194215 6.7660064 -0.146585
19.9 7.3268929 7.4615890 -0.134696
20.0 8.0091032 8.1316054 -0.122502
20.1 8.6591062 8.7691966 -0.11009
20.2 9.2703073 9.3678579 -0.0975506
20.3 9.8365275 9.9215016 -0.0849741
20.4 10.3520629 10.4245158 -0.0724529
20.5 10.8117395 10.8718184 -0.0600789
20.6 11.2109622 11.2589055 -0.0479433
20.7 11.5457576 11.5818936 -0.036136
20.8 11.8128117 11.8375555 -0.0247438
20.9 12.0094990 12.0233503 -0.0138513
21.0 12.1339068 12.1374452 -0.0035384
21.1 12.1848502 12.1787313 0.0061189
21.2 12.1618816 12.1468316 0.01505
21.3 12.0652920 12.0421016 0.0231904
21.4 11.8961049 11.8656231 0.0304818
21.5 11.6560631 11.6191907 0.0368724
21.6 11.3476092 11.3052905 0.0423187
21.7 10.9738576 10.9270733 0.0467843
21.8 10.5385616 10.4883203 0.0502413
21.9 10.0460733 9.9934032 0.0526701
22.0 9.5012979 9.4472384 0.0540595
22.1 8.9096433 8.8552357 0.0544076
22.2 8.2769640 8.2232431 0.0537209
22.3 7.6095012 7.5574866 0.0520146
22.4 6.9138196 6.8645069 0.0493127
22.5 6.1967409 6.1510929 0.045648
22.6 5.4652747 5.4242138 0.0410609
22.7 4.7265488 4.6909483 0.0356005
22.8 3.9877373 3.9584146 0.0293227
22.9 3.2559895 3.2336986 0.0222909
23.0 2.5383590 2.5237840 0.014575
23.1 1.8417336 1.8354830 0.0062506
23.2 1.1727681 1.1753691 -0.002601
23.3 0.5378184 0.5497126 -0.0118942
23.4 -0.0571199 -0.0355808 -0.0215391
23.5 -0.6064705 -0.5750274 -0.0314431
23.6 -1.1051297 -1.0636189 -0.0415108
23.7 -1.5485157 -1.4968699 -0.0516458
23.8 -1.9326121 -1.8708617 -0.0617504
23.9 -2.2540058 -2.1822783 -0.0717275
24.0 -2.5099192 -2.4284384 -0.0814808
24.1 -2.6982347 -2.6073189 -0.0909158
24.2 -2.8175143 -2.7175736 -0.0999407
24.3 -2.8670111 -2.7585437 -0.108467
24.4 -2.8466741 -2.7302626 -0.116411
24.5 -2.7571468 -2.6334527 -0.123694
24.6 -2.5997583 -2.4695165 -0.130242
24.7 -2.3765072 -2.2405198 -0.135987
24.8 -2.0900403 -1.9491694 -0.140871
24.9 -1.7436234 -1.5987838 -0.14484
25.0 -1.3411072 -1.1932583 -0.147849
25.1 -0.8868867 -0.7370243 -0.149862
25.2 -0.3858562 -0.2350035 -0.150853
25.3 0.1566416 0.3074426 -0.150801
