#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.2106965 0.2124608 -0.0017643
0.2 0.4211776 0.4247060 -0.0035284
0.3 0.6312280 0.6365204 -0.0052924
0.4 0.8406333 0.8476893 -0.007056
0.5 1.0491799 1.0579992 -0.0088193
0.6 1.2566555 1.2672377 -0.0105822
0.7 1.4628496 1.4751940 -0.0123444
0.8 1.6675533 1.6816593 -0.014106
0.9 1.8705602 1.8864270 -0.0158668
1.0 2.0716663 2.0892929 -0.0176266
1.1 2.2706705 2.2900558 -0.0193853
1.2 2.4673749 2.4885176 -0.0211427
1.3 2.6615848 2.6844836 -0.0228988
1.4 2.8531096 2.8777627 -0.0246531
1.5 3.0417625 3.0681681 -0.0264056
1.6 3.2273608 3.2555169 -0.0281561
1.7 3.4097268 3.4396311 -0.0299043
1.8 3.5886872 3.6203371 -0.0316499
1.9 3.7640739 3.7974666 -0.0333927
2.0 3.9357243 3.9708567 -0.0351324
2.1 4.1034812 4.1403497 -0.0368685
2.2 4.2671930 4.3057940 -0.038601
2.3 4.4267144 4.4670436 -0.0403292
2.4 4.5819061 4.6239590 -0.0420529
2.5 4.7326354 4.7764070 -0.0437716
2.6 4.8787759 4.9242608 -0.0454849
2.7 5.0202082 5.0674005 -0.0471923
2.8 5.1568197 5.2057131 -0.0488934
2.9 5.2885049 5.3390926 -0.0505877
3.0 5.4151656 5.4674401 -0.0522745
3.1 5.5367109 5.5906642 -0.0539533
3.2 5.6530573 5.7086809 -0.0556236
3.3 5.7641289 5.8214138 -0.0572849
3.4 5.8698576 5.9287938 -0.0589362
3.5 5.9701829 6.0307601 -0.0605772
3.6 6.0650522 6.1272591 -0.0622069
3.7 6.1544207 6.2182456 -0.0638249
3.8 6.2382516 6.3036818 -0.0654302
3.9 6.3165159 6.3835381 -0.0670222
4.0 6.3891928 6.4577929 -0.0686001
4.1 6.4562692 6.5264324 -0.0701632
4.2 6.5177402 6.5894506 -0.0717104
4.3 6.5736086 6.6468498 -0.0732412
4.4 6.6238853 6.6986398 -0.0747545
4.5 6.6685890 6.7448384 -0.0762494
4.6 6.7077460 6.7854713 -0.0777253
4.7 6.7413906 6.8205717 -0.0791811
4.8 6.7695646 6.8501805 -0.0806159
4.9 6.7923174 6.8743461 -0.0820287
5.0 6.8097058 6.8931244 -0.0834186
5.1 6.8217938 6.9065785 -0.0847847
5.2 6.8286527 6.9147788 -0.0861261
5.3 6.8303609 6.9178026 -0.0874417
5.4 6.8270035 6.9157340 -0.0887305
5.5 6.8186724 6.9086641 -0.0899917
5.6 6.8054661 6.8966902 -0.0912241
5.7 6.7874894 6.8799163 -0.0924269
5.8 6.7648532 6.8584522 -0.093599
5.9 6.7376744 6.8324140 -0.0947396
6.0 6.7060756 6.8019232 -0.0958476
6.1 6.6701851 6.7671071 -0.096922
6.2 6.6301362 6.7280981 -0.0979619
6.3 6.5860674 6.6850338 -0.0989664
6.4 6.5381221 6.6380565 -0.0999344
6.5 6.4864480 6.5873131 -0.100865
6.6 6.4311972 6.5329549 -0.101758
6.7 6.3725258 6.4751371 -0.102611
6.8 6.3105938 6.4140186 -0.103425
6.9 6.2455644 6.3497620 -0.104198
7.0 6.1776042 6.2825330 -0.104929
7.1 6.1068825 6.2125002 -0.105618
7.2 6.0335715 6.1398349 -0.106263
7.3 5.9578454 6.0647106 -0.106865
7.4 5.8798806 5.9873031 -0.107423
7.5 5.7998552 5.9077897 -0.107935
7.6 5.7179487 5.8263494 -0.108401
7.7 5.6343417 5.7431621 -0.10882
7.8 5.5492157 5.6584087 -0.109193
7.9 5.4627526 5.5722708 -0.109518
8.0 5.3751346 5.4849300 -0.109795
8.1 5.2865439 5.3965680 -0.110024
8.2 5.1971620 5.3073660 -0.110204
8.3 5.1071701 5.2175049 -0.110335
8.4 5.0167482 5.1271644 -0.110416
8.5 4.9260752 5.0365229 -0.110448
8.6 4.8353281 4.9457577 -0.11043
8.7 4.7446825 4.8550438 -0.110361
8.8 4.6543116 4.7645546 -0.110243
8.9 4.5643863 4.6744608 -0.110075
9.0 4.4750748 4.5849307 -0.109856
9.1 4.3865424 4.4961297 -0.109587
9.2 4.2989511 4.4082200 -0.109269
9.3 4.2124597 4.3213604 -0.108901
9.4 4.1272232 4.2357062 -0.108483
9.5 4.0433925 4.1514087 -0.108016
9.6 3.9611146 4.0686152 -0.107501
9.7 3.8805319 3.9874686 -0.106937
9.8 3.8017826 3.9081074 -0.106325
9.9 3.7249996 3.8306652 -0.105666
10.0 3.6503112 3.7552709 -0.10496
10.1 3.5778405 3.6820480 -0.104207
10.2 3.5077049 3.6111150 -0.10341
10.3 3.4400168 3.5425848 -0.102568
10.4 3.3748825 3.4765647 -0.101682
10.5 3.3124029 3.4131563 -0.100753
10.6 3.2526725 3.3524553 -0.0997828
