#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.6216363 0.6289893 -0.007353
0.2 1.2418505 1.2565318 -0.0146813
0.3 1.8592252 1.8811855 -0.0219603
0.4 2.4723522 2.5015176 -0.0291654
0.5 3.0798374 3.1161100 -0.0362726
0.6 3.6803051 3.7235631 -0.043258
0.7 4.2724027 4.3225009 -0.0500982
0.8 4.8548049 4.9115752 -0.0567703
0.9 5.4262183 5.4894706 -0.0632523
1.0 5.9853855 6.0549078 -0.0695223
1.1 6.5310888 6.6066486 -0.0755598
1.2 7.0621550 7.1434996 -0.0813446
1.3 7.5774581 7.6643160 -0.0868579
1.4 8.0759237 8.1680054 -0.0920817
1.5 8.5565323 8.6535310 -0.0969987
1.6 9.0183221 9.1199154 -0.101593
1.7 9.4603923 9.5662431 -0.105851
1.8 9.8819061 9.9916637 -0.109758
1.9 10.2820928 10.3953944 -0.113302
2.0 10.6602504 10.7767224 -0.116472
2.1 11.0157478 11.1350068 -0.119259
2.2 11.3480262 11.4696809 -0.121655
2.3 11.6566011 11.7802535 -0.123652
2.4 11.9410633 12.0663102 -0.125247
2.5 12.2010803 12.3275145 -0.126434
2.6 12.4363965 12.5636086 -0.127212
2.7 12.6468343 12.7744140 -0.12758
2.8 12.8322936 12.9598316 -0.127538
2.9 12.9927526 13.1198415 -0.127089
3.0 13.1282667 13.2545028 -0.126236
3.1 13.2389683 13.3639532 -0.124985
3.2 13.3250659 13.4484076 -0.123342
3.3 13.3868426 13.5081573 -0.121315
3.4 13.4246553 13.5435685 -0.118913
3.5 13.4389325 13.5550806 -0.116148
3.6 13.4301725 13.5432040 -0.113031
3.7 13.3989416 13.5085183 -0.109577
3.8 13.3458711 13.4516697 -0.105799
3.9 13.2716552 13.3733682 -0.101713
4.0 13.1770482 13.2743851 -0.0973369
4.1 13.0628611 13.1555494 -0.0926883
4.2 12.9299585 13.0177448 -0.0877863
4.3 12.7792555 12.8619066 -0.0826511
4.4 12.6117139 12.6890174 -0.0773035
4.5 12.4283385 12.5001036 -0.0717651
4.6 12.2301734 12.2962319 -0.0660585
4.7 12.0182979 12.0785045 -0.0602066
4.8 11.7938226 11.8480557 -0.0542331
4.9 11.5578849 11.6060471 -0.0481622
5.0 11.3116453 11.3536635 -0.0420182
5.1 11.0562826 11.0921088 -0.0358262
5.2 10.7929899 10.8226008 -0.0296109
5.3 10.5229703 10.5463679 -0.0233976
5.4 10.2474319 10.2646434 -0.0172115
5.5 9.9675844 9.9786620 -0.0110776
5.6 9.6846340 9.6896550 -0.005021
5.7 9.3997793 9.3988459 0.0009334
5.8 9.1142073 9.1074459 0.0067614
5.9 8.8290889 8.8166501 0.0124388
6.0 8.5455749 8.5276329 0.017942
6.1 8.2647922 8.2415441 0.0232481
6.2 7.9878396 7.9595049 0.0283347
6.3 7.7157843 7.6826041 0.0331802
6.4 7.4496580 7.4118943 0.0377637
6.5 7.1904538 7.1483886 0.0420652
6.6 6.9391228 6.8930569 0.0460659
6.7 6.6965708 6.6468231 0.0497477
6.8 6.4636556 6.4105620 0.0530936
6.9 6.2411841 6.1850961 0.056088
7.0 6.0299100 5.9711939 0.0587161
7.1 5.8305313 5.7695665 0.0609648
7.2 5.6436882 5.5808665 0.0628217
7.3 5.4699617 5.4056854 0.0642763
7.4 5.3098714 5.2445523 0.0653191
7.5 5.1638745 5.0979323 0.0659422
7.6 5.0323646 4.9662256 0.066139
7.7 4.9156708 4.8497666 0.0659042
7.8 4.8140573 4.7488228 0.0652345
7.9 4.7277225 4.6635951 0.0641274
8.0 4.6567997 4.5942174 0.0625823
8.1 4.6013565 4.5407565 0.0606
8.2 4.5613956 4.5032128 0.0581828
8.3 4.5368553 4.4815211 0.0553342
8.4 4.5276103 4.4755509 0.0520594
8.5 4.5334733 4.4851081 0.0483652
8.6 4.5541956 4.5099361 0.0442595
8.7 4.5894691 4.5497177 0.0397514
8.8 4.6389284 4.6040763 0.0348521
8.9 4.7021521 4.6725787 0.0295734
9.0 4.7786654 4.7547369 0.0239285
9.1 4.8679427 4.8500107 0.017932
9.2 4.9694099 4.9578103 0.0115996
9.3 5.0824469 5.0774989 0.004948
9.4 5.2063913 5.2083962 -0.0020049
9.5 5.3405406 5.3497809 -0.0092403
9.6 5.4841559 5.5008945 -0.0167386
9.7 5.6364650 5.6609441 -0.0244791
9.8 5.7966661 5.8291066 -0.0324405
9.9 5.9639310 6.0045317 -0.0406007
10.0 6.1374086 6.1863456 -0.048937
10.1 6.3162290 6.3736553 -0.0574263
10.2 6.4995069 6.5655517 -0.0660448
10.3 6.6863453 6.7611139 -0.0747686
10.4 6.8758394 6.9594125 -0.0835731
10.5 7.0670804 7.1595143 -0.0924339
10.6 7.2591590 7.3604852 -0.101326
10.7 7.4511695 7.5613946 -0.110225
10.8 7.6422131 7.7613192 -0.119106
10.9 7.8314017 7.9593463 -0.127945
11.0 8.0178616 8.1545777 -0.136716
11.1 8.2007370 8.3461334 -0.145396
11.2 8.3791928 8.5331549 -0.153962
11.3 8.5524188 8.7148083 -0.162389
11.4 8.7196323 8.8902884 -0.170656
11.5 8.8800810 9.0588206 -0.17874
11.6 9.0330464 9.2196650 -0.186619
11.7 9.1778460 9.3721184 -0.194272
11.8 9.3138365 9.5155174 -0.201681
11.9 9.4404153 9.6492406 -0.208825
12.0 9.5570237 9.7727109 -0.215687
12.1 9.6631481 9.8853979 -0.22225
12.2 9.7583224 9.9868192 -0.228497
12.3 9.8421293 10.0765425 -0.234413
12.4 9.9142018 10.1541872 -0.239985
12.5 9.9742245 10.2194250 -0.2452
12.6 10.0219342 10.2719816 -0.250047
12.7 10.0571213 10.3116371 -0.254516
12.8 10.0796298 10.3382266 -0.258597
12.9 10.0893579 10.3516406 -0.262283
13.0 10.0862578 10.3518254 -0.265568
13.1 10.0703360 10.3387825 -0.268447
13.2 10.0416527 10.3125683 -0.270916
13.3 10.0003211 10.2732941 -0.272973
13.4 9.9465069 10.2211247 -0.274618
13.5 9.8804271 10.1562776 -0.27585
13.6 9.8023491 10.0790220 -0.276673
13.7 9.7125888 9.9896771 -0.277088
13.8 9.6115096 9.8886106 -0.277101
13.9 9.4995201 9.7762370 -0.276717
14.0 9.3770726 9.6530154 -0.275943
14.1 9.2446606 9.5194478 -0.274787
14.2 9.1028168 9.3760762 -0.273259
14.3 8.9521106 9.2234804 -0.27137
14.4 8.7931454 9.0622757 -0.26913
14.5 8.6265562 8.8931095 -0.266553
14.6 8.4530064 8.7166591 -0.263653
14.7 8.2731854 8.5336284 -0.260443
14.8 8.0878051 8.3447447 -0.25694
14.9 7.8975970 8.1507561 -0.253159
15.0 7.7033093 7.9524276 -0.249118
15.1 7.5057034 7.7505385 -0.244835
15.2 7.3055508 7.5458786 -0.240328
15.3 7.1036298 7.3392452 -0.235615
15.4 6.9007221 7.1314394 -0.230717
15.5 6.6976099 6.9232632 -0.225653
15.6 6.4950724 6.7155160 -0.220444
15.7 6.2938825 6.5089909 -0.215108
15.8 6.0948036 6.3044722 -0.209669
15.9 5.8985869 6.1027316 -0.204145
16.0 5.7059677 5.9045252 -0.198557
16.1 5.5176630 5.7105906 -0.192928
16.2 5.3343680 5.5216437 -0.187276
16.3 5.1567539 5.3383761 -0.181622
16.4 4.9854650 5.1614520 -0.175987
16.5 4.8211158 4.9915059 -0.17039
16.6 4.6642892 4.8291400 -0.164851
16.7 4.5155338 4.6749219 -0.159388
16.8 4.3753617 4.5293820 -0.15402
16.9 4.2442471 4.3930122 -0.148765
17.0 4.1226237 4.2662636 -0.14364
17.1 4.0108837 4.1495446 -0.138661
17.2 3.9093761 4.0432199 -0.133844
17.3 3.8184056 3.9476090 -0.129203
17.4 3.7382311 3.8629849 -0.124754
17.5 3.6690655 3.7895733 -0.120508
17.6 3.6110743 3.7275522 -0.116478
17.7 3.5643758 3.6770506 -0.112675
17.8 3.5290403 3.6381491 -0.109109
17.9 3.5050901 3.6108791 -0.105789
18.0 3.4925000 3.5952232 -0.102723
18.1 3.4911971 3.5911156 -0.0999185
18.2 3.5010615 3.5984420 -0.0973805
18.3 3.5219273 3.6170412 -0.0951139
18.4 3.5535829 3.6467053 -0.0931224
18.5 3.5957727 3.6871808 -0.0914081
18.6 3.6481978 3.7381703 -0.0899725
18.7 3.7105179 3.7993335 -0.0888156
18.8 3.7823526 3.8702890 -0.0879364
18.9 3.8632832 3.9506161 -0.0873329
19.0 3.9528547 4.0398566 -0.0870019
19.1 4.0505777 4.1375169 -0.0869392
19.2 4.1559308 4.2430703 -0.0871395
19.3 4.2683628 4.3559593 -0.0875965
19.4 4.3872950 4.4755980 -0.088303
19.5 4.5121241 4.6013748 -0.0892507
19.6 4.6422242 4.7326549 -0.0904307
19.7 4.7769502 4.8687831 -0.0918329
19.8 4.9156402 5.0090866 -0.0934464
19.9 5.0576183 5.1528782 -0.0952599
20.0 5.2021977 5.2994587 -0.097261
20.1 5.3486834 5.4481202 -0.0994368
20.2 5.4963752 5.5981492 -0.101774
20.3 5.6445709 5.7488292 -0.104258
20.4 5.7925689 5.8994441 -0.106875
20.5 5.9396713 6.0492810 -0.10961
20.6 6.0851867 6.1976334 -0.112447
20.7 6.2284334 6.3438037 -0.11537
20.8 6.3687418 6.4871064 -0.118365
20.9 6.5054574 6.6268711 -0.121414
21.0 6.6379434 6.7624448 -0.124501
21.1 6.7655834 6.8931948 -0.127611
21.2 6.8877838 7.0185113 -0.130727
21.3 7.0039763 7.1378100 -0.133834
21.4 7.1136200 7.2505340 -0.136914
21.5 7.2162040 7.3561565 -0.139952
21.6 7.3112488 7.4541827 -0.142934
21.7 7.3983089 7.5441518 -0.145843
21.8 7.4769739 7.6256386 -0.148665
21.9 7.5468707 7.6982557 -0.151385
22.0 7.6076643 7.7616543 -0.15399
22.1 7.6590597 7.8155259 -0.156466
22.2 7.7008025 7.8596036 -0.158801
22.3 7.7326803 7.8936626 -0.160982
22.4 7.7545228 7.9175215 -0.162999
22.5 7.7662031 7.9310426 -0.164839
22.6 7.7676375 7.9341323 -0.166495
22.7 7.7587862 7.9267417 -0.167955
22.8 7.7396528 7.9088661 -0.169213
22.9 7.7102846 7.8805453 -0.170261
23.0 7.6707721 7.8418632 -0.171091
23.1 7.6212483 7.7929472 -0.171699
23.2 7.5618882 7.7339676 -0.172079
23.3 7.4929078 7.6651365 -0.172229
23.4 7.4145634 7.5867073 -0.172144
23.5 7.3271499 7.4989731 -0.171823
23.6 7.2309997 7.4022651 -0.171265
23.7 7.1264813 7.2969519 -0.170471
23.8 7.0139974 7.1834369 -0.16944
23.9 6.8939831 7.0621573 -0.168174
24.0 6.7669042 6.9335815 -0.166677
24.1 6.6332550 6.7982074 -0.164952
24.2 6.4935562 6.6565602 -0.163004
24.3 6.3483525 6.5091901 -0.160838
24.4 6.1982103 6.3566697 -0.158459
24.5 6.0437153 6.1995917 -0.155876
24.6 5.8854702 6.0385664 -0.153096
