#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.1450529 0.1445230 0.0005299
0.2 0.2900986 0.2890388 0.0010598
0.3 0.4351300 0.4335402 0.0015898
0.4 0.5801399 0.5780203 0.0021196
0.5 0.7251211 0.7224717 0.0026494
0.6 0.8700665 0.8668873 0.0031792
0.7 1.0149689 1.0112600 0.0037089
0.8 1.1598212 1.1555827 0.0042385
0.9 1.3046162 1.2998481 0.0047681
1.0 1.4493467 1.4440492 0.0052975
1.1 1.5940056 1.5881788 0.0058268
1.2 1.7385857 1.7322298 0.0063559
1.3 1.8830800 1.8761951 0.0068849
1.4 2.0274813 2.0200675 0.0074138
1.5 2.1717825 2.1638399 0.0079426
1.6 2.3159764 2.3075053 0.0084711
1.7 2.4600559 2.4510565 0.0089994
1.8 2.6040140 2.5944864 0.0095276
1.9 2.7478435 2.7377880 0.0100555
2.0 2.8915373 2.8809542 0.0105831
2.1 3.0350885 3.0239778 0.0111107
2.2 3.1784899 3.1668520 0.0116379
2.3 3.3217344 3.3095695 0.0121649
2.4 3.4648150 3.4521234 0.0126916
2.5 3.6077246 3.5945067 0.0132179
2.6 3.7504564 3.7367123 0.0137441
2.7 3.8930031 3.8787332 0.0142699
2.8 4.0353579 4.0205624 0.0147955
2.9 4.1775137 4.1621931 0.0153206
3.0 4.3194635 4.3036181 0.0158454
3.1 4.4612005 4.4448306 0.0163699
3.2 4.6027176 4.5858236 0.016894
3.3 4.7440079 4.7265902 0.0174177
3.4 4.8850645 4.8671234 0.0179411
3.5 5.0258806 5.0074165 0.0184641
3.6 5.1664491 5.1474625 0.0189866
3.7 5.3067632 5.2872545 0.0195087
3.8 5.4468162 5.4267858 0.0200304
3.9 5.5866011 5.5660495 0.0205516
4.0 5.7261111 5.7050387 0.0210724
4.1 5.8653395 5.8437468 0.0215927
4.2 6.0042794 5.9821669 0.0221125
4.3 6.1429241 6.1202922 0.0226319
4.4 6.2812668 6.2581161 0.0231507
4.5 6.4193008 6.3956319 0.0236689
4.6 6.5570195 6.5328328 0.0241867
4.7 6.6944161 6.6697121 0.024704
