#Theta He10 He15 diff
4.2294 8.806750E+00 9.014021E+00 -0.207271
7.6740 4.605765E-01 4.599574E-01 0.0006191
10.2529 4.507293E+00 4.608242E+00 -0.100949
12.5147 3.290127E-01 3.312821E-01 -0.0022694
14.6089 3.185858E+00 3.228094E+00 -0.042236
16.6004 2.927539E-01 2.811360E-01 0.0116179
18.5237 2.431689E+00 2.448229E+00 -0.01654
20.3996 2.591695E-01 2.438813E-01 0.0152882
22.2414 1.948424E+00 1.956102E+00 -0.007678
24.0582 2.239476E-01 2.082688E-01 0.0156788
25.8569 1.529344E+00 1.529704E+00 -0.00036
27.6422 1.995948E-01 1.841873E-01 0.0154075
29.4181 1.195295E+00 1.196502E+00 -0.001207
31.1876 1.698102E-01 1.583432E-01 0.011467
32.9532 9.577892E-01 9.631382E-01 -0.005349
34.7171 1.324802E-01 1.278033E-01 0.0046769
36.4810 8.460951E-01 8.440233E-01 0.0020718
38.2464 1.049542E-01 1.041019E-01 0.0008523
40.0149 6.890194E-01 6.814042E-01 0.0076152
41.7876 8.694998E-02 8.680445E-02 0.00014553
43.5658 5.506576E-01 5.360946E-01 0.014563
45.3505 6.856577E-02 6.867662E-02 -0.00011085
47.1428 4.931196E-01 4.727752E-01 0.0203444
48.9437 5.260123E-02 5.192309E-02 0.00067814
50.7543 4.246153E-01 4.044028E-01 0.0202125
52.5755 4.233361E-02 3.989017E-02 0.00244344
54.4083 3.528928E-01 3.342544E-01 0.0186384
56.2539 3.333780E-02 3.044291E-02 0.00289489
58.1130 3.064296E-01 2.875897E-01 0.0188399
59.9870 2.495818E-02 2.319082E-02 0.00176736
61.8768 2.790392E-01 2.612754E-01 0.0177638
63.7836 1.898524E-02 1.835450E-02 0.00063074
65.7087 2.522259E-01 2.384036E-01 0.0138223
67.6532 1.410990E-02 1.383154E-02 0.00027836
69.6186 1.993591E-01 1.876311E-01 0.011728
71.6063 9.797462E-03 9.393952E-03 0.00040351
73.6179 1.336814E-01 1.238259E-01 0.0098555
75.6549 6.671894E-03 6.210193E-03 0.000461701
77.7193 9.104966E-02 8.408487E-02 0.00696479
79.8130 4.473206E-03 4.070929E-03 0.000402277
81.9381 6.454798E-02 5.904213E-02 0.00550585
84.0970 2.858207E-03 2.564430E-03 0.000293777
86.2923 4.002486E-02 3.484019E-02 0.00518467
88.5267 1.794396E-03 1.619617E-03 0.000174779
90.8036 2.682407E-02 2.102555E-02 0.00579852
93.1264 9.554800E-04 9.101407E-04 4.53393e-05
95.4992 2.012271E-02 1.516424E-02 0.00495847
97.9266 3.778588E-04 4.251657E-04 -4.73069e-05
100.4138 1.048558E-02 8.611231E-03 0.00187435
102.9669 9.793128E-05 1.469227E-04 -4.89914e-05
105.5927 2.840441E-03 3.189827E-03 -0.000349386
108.2996 0.000000E+00 5.070784E-05 -5.07078e-05
111.0974 3.609591E-04 1.031493E-03 -0.000670534
113.9978 0.000000E+00 0.000000E+00 0
117.0153 5.329889E-05 4.264659E-04 -0.000373167
120.1678 0.000000E+00 0.000000E+00 0
123.4781 5.503218E-05 1.651255E-04 -0.000110093
126.9762 0.000000E+00 0.000000E+00 0
130.7020 5.676548E-05 5.677544E-05 -9.96e-09
134.7123 0.000000E+00 0.000000E+00 0
139.0908 5.849878E-05 0.000000E+00 5.84988e-05
143.9720 0.000000E+00 0.000000E+00 0
149.5972 0.000000E+00 0.000000E+00 0
156.4953 0.000000E+00 0.000000E+00 0
166.4939 0.000000E+00 0.000000E+00 0
