#Theta He10 He15 diff
4.7636 1.301490E+01 1.309114E+01 -0.07624
8.7952 1.478248E-01 1.469747E-01 0.0008501
11.8879 6.283358E+00 6.463776E+00 -0.180418
14.6520 1.478276E-01 1.463245E-01 0.0015031
17.2494 4.544222E+00 4.665715E+00 -0.121493
19.7490 1.307646E-01 1.317318E-01 -0.0009672
22.1869 3.595301E+00 3.661432E+00 -0.066131
24.5846 1.082809E-01 1.094760E-01 -0.0011951
26.9560 2.870848E+00 2.891399E+00 -0.020551
29.3107 9.977712E-02 9.979254E-02 -1.542e-05
31.6558 2.333892E+00 2.325028E+00 0.008864
33.9966 9.281693E-02 9.370231E-02 -0.00088538
36.3375 1.900798E+00 1.884377E+00 0.016421
38.6819 8.396177E-02 8.475248E-02 -0.00079071
41.0332 1.580381E+00 1.557338E+00 0.023043
43.3939 7.502206E-02 7.445968E-02 0.00056238
45.7667 1.317948E+00 1.295476E+00 0.022472
48.1539 6.546756E-02 6.393484E-02 0.00153272
50.5579 1.079507E+00 1.069238E+00 0.010269
52.9810 5.532461E-02 5.385602E-02 0.00146859
55.4255 9.275808E-01 9.139461E-01 0.0136347
57.8937 4.680007E-02 4.569613E-02 0.00110394
60.3882 7.957370E-01 7.732485E-01 0.0224885
62.9115 3.978373E-02 3.900702E-02 0.00077671
65.4664 6.969462E-01 6.672442E-01 0.029702
68.0557 3.369685E-02 3.301407E-02 0.00068278
70.6828 6.254694E-01 5.953975E-01 0.0300719
73.3511 2.820258E-02 2.750188E-02 0.0007007
76.0644 5.476001E-01 5.224614E-01 0.0251387
78.8270 2.329052E-02 2.262678E-02 0.00066374
81.6436 4.878749E-01 4.662939E-01 0.021581
84.5198 1.887265E-02 1.830888E-02 0.00056377
87.4615 4.478867E-01 4.295150E-01 0.0183717
90.4758 1.483668E-02 1.439046E-02 0.00044622
93.5709 4.171279E-01 4.059892E-01 0.0111387
96.7564 1.117222E-02 1.074856E-02 0.00042366
100.0435 3.873360E-01 3.865263E-01 0.0008097
103.4459 7.835591E-03 7.440827E-03 0.000394764
106.9803 3.327378E-01 3.257311E-01 0.0070067
110.6674 5.058306E-03 4.822990E-03 0.000235316
114.5336 2.473087E-01 2.300042E-01 0.0173045
118.6133 3.222954E-03 3.036774E-03 0.00018618
122.9528 1.752144E-01 1.662584E-01 0.008956
127.6173 1.949714E-03 1.819564E-03 0.00013015
132.7035 1.406664E-01 1.408630E-01 -0.0001966
138.3665 1.050059E-03 9.823837E-04 6.76753e-05
144.8849 1.207208E-01 1.190755E-01 0.0016453
152.8696 4.366583E-04 4.376957E-04 -1.0374e-06
164.4352 1.527008E-01 1.388649E-01 0.0138359
