#Theta He10 He15 diff
5.6004 1.326579E+01 1.337987E+01 -0.11408
10.3453 8.276871E-02 8.404260E-02 -0.00127389
13.9881 6.493522E+00 6.692350E+00 -0.198828
17.2471 8.819642E-02 8.654458E-02 0.00165184
20.3131 4.661505E+00 4.784478E+00 -0.122973
23.2675 8.579138E-02 8.404588E-02 0.0017455
26.1533 3.674866E+00 3.741422E+00 -0.066556
28.9963 7.869568E-02 7.824837E-02 0.00044731
31.8133 2.979489E+00 3.003385E+00 -0.023896
34.6162 6.993608E-02 7.010873E-02 -0.00017265
37.4139 2.450927E+00 2.442345E+00 0.008582
40.2134 6.341219E-02 6.384476E-02 -0.00043257
43.0206 2.025849E+00 2.002646E+00 0.023203
45.8405 5.829534E-02 5.838910E-02 -9.376e-05
48.6777 1.675165E+00 1.652387E+00 0.022778
51.5364 5.232199E-02 5.189559E-02 0.0004264
54.4210 1.416566E+00 1.390746E+00 0.02582
57.3355 4.572039E-02 4.493235E-02 0.00078804
60.2841 1.183775E+00 1.168456E+00 0.015319
63.2713 3.944273E-02 3.860280E-02 0.00083993
66.3018 1.021727E+00 1.007554E+00 0.014173
69.3807 3.373116E-02 3.302089E-02 0.00071027
72.5135 8.946725E-01 8.707416E-01 0.0239309
75.7063 2.844333E-02 2.780297E-02 0.00064036
78.9661 7.938545E-01 7.609619E-01 0.0328926
82.3008 2.370278E-02 2.315315E-02 0.00054963
85.7193 7.288316E-01 6.939724E-01 0.0348592
89.2324 1.946123E-02 1.902308E-02 0.00043815
92.8523 6.595696E-01 6.306548E-01 0.0289148
96.5940 1.569169E-02 1.527257E-02 0.00041912
100.4758 6.065400E-01 5.822211E-01 0.0243189
104.5202 1.230172E-02 1.196884E-02 0.00033288
108.7558 5.832847E-01 5.636219E-01 0.0196628
113.2200 9.259422E-03 8.963516E-03 0.000295906
117.9632 5.802710E-01 5.692013E-01 0.0110697
123.0562 6.493620E-03 6.308236E-03 0.000185384
128.6037 6.025226E-01 6.087042E-01 -0.0061816
134.7742 4.032949E-03 3.902171E-03 0.000130778
141.8700 6.597430E-01 6.655694E-01 -0.0058264
150.5545 1.965756E-03 1.896980E-03 6.8776e-05
163.1267 9.462304E-01 8.971435E-01 0.0490869
