#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 1.5691727 1.5579089 0.0112638
0.2 3.1235859 3.1010843 0.0225016
0.3 4.6486764 4.6149899 0.0336865
0.4 6.1302707 6.0854801 0.0447906
0.5 7.5547730 7.4989888 0.0557842
0.6 8.9093445 8.8427090 0.0666355
0.7 10.1820714 10.1047615 0.0773099
0.8 11.3621202 11.2743503 0.0877699
0.9 12.4398766 12.3419016 0.097975
1.0 13.4070666 13.2991858 0.107881
1.1 14.2568590 14.1394191 0.11744
1.2 14.9839464 14.8573445 0.126602
1.3 15.5846039 15.4492909 0.135313
1.4 16.0567258 15.9132090 0.143517
1.5 16.3998387 16.2486837 0.151155
1.6 16.6150912 16.4569237 0.158167
1.7 16.7052211 16.5407273 0.164494
1.8 16.6744989 16.5044259 0.170073
1.9 16.5286517 16.3538062 0.174845
2.0 16.2747652 16.0960118 0.178753
2.1 15.9211678 15.7394258 0.181742
2.2 15.4772977 15.2935374 0.18376
2.3 14.9535556 14.7687925 0.184763
2.4 14.3611440 14.1764332 0.184711
2.5 13.7118979 13.5283264 0.183572
2.6 13.0181064 12.8367851 0.181321
2.7 12.2923315 12.1143854 0.177946
2.8 11.5472232 11.3737818 0.173441
2.9 10.7953366 10.6275229 0.167814
3.0 10.0489522 9.8878714 0.161081
3.1 9.3199024 9.1666298 0.153273
3.2 8.6194067 8.4749759 0.144431
3.3 7.9579185 7.8233090 0.134609
3.4 7.3449848 7.2211098 0.123875
3.5 6.7891218 6.6768164 0.112305
3.6 6.2977069 6.1977170 0.0999899
3.7 5.8768903 5.7898616 0.0870287
3.8 5.5315256 5.4579939 0.0735317
3.9 5.2651211 5.2055038 0.0596173
4.0 5.0798128 5.0344009 0.0454119
4.1 4.9763579 4.9453104 0.0310475
4.2 4.9541502 4.9374892 0.016661
4.3 5.0112560 5.0088640 0.002392
4.4 5.1444699 5.1560885 -0.0116186
4.5 5.3493893 5.3746199 -0.0252306
4.6 5.6205070 5.6588136 -0.0383066
4.7 5.9513192 6.0020325 -0.0507133
4.8 6.3344472 6.3967715 -0.0623243
4.9 6.7617722 6.8347932 -0.073021
5.0 7.2245783 7.3072733 -0.082695
5.1 7.7137043 7.8049540 -0.0912497
5.2 8.2196990 8.3183009 -0.0986019
5.3 8.7329802 8.8376631 -0.104683
5.4 9.2439925 9.3534325 -0.10944
5.5 9.7433632 9.8562006 -0.112837
5.6 10.2220523 10.3369097 -0.114857
5.7 10.6714961 10.7869962 -0.1155
5.8 11.0837400 11.1985249 -0.114785
5.9 11.4515610 11.5643103 -0.112749
6.0 11.7685756 11.8780252 -0.10945
6.1 12.0293332 12.1342931 -0.10496
6.2 12.2293933 12.3287647 -0.0993714
6.3 12.3653847 12.4581767 -0.092792
6.4 12.4350476 12.5203913 -0.0853437
6.5 12.4372558 12.5144180 -0.0771622
6.6 12.3720210 12.4404159 -0.0683949
6.7 12.2404782 12.2996770 -0.0591988
6.8 12.0448529 12.0945911 -0.0497382
6.9 11.7884107 11.8285939 -0.0401832
7.0 11.4753910 11.5060972 -0.0307062
7.1 11.1109245 11.1324053 -0.0214808
7.2 10.7009383 10.7136163 -0.012678
7.3 10.2520475 10.2565123 -0.0044648
7.4 9.7714383 9.7684394 0.0029989
7.5 9.2667416 9.2571794 0.0095622
7.6 8.7459019 8.7308157 0.0150862
7.7 8.2170411 8.1975959 0.0194452
7.8 7.6883225 7.6657931 0.0225294
7.9 7.1678139 7.1435679 0.024246
8.0 6.6633552 6.6388337 0.0245215
8.1 6.1824300 6.1591279 0.0233021
8.2 5.7320455 5.7114902 0.0205553
8.3 5.3186205 5.3023502 0.0162703
8.4 4.9478853 4.9374270 0.0104583
8.5 4.6247931 4.6216403 0.0031528
8.6 4.3534462 4.3590371 -0.0055909
8.7 4.1370360 4.1527323 -0.0156963
8.8 3.9777997 4.0048661 -0.0270664
8.9 3.8769925 3.9165780 -0.0395855
9.0 3.8348774 3.8879969 -0.0531195
9.1 3.8507300 3.9182492 -0.0675192
9.2 3.9228616 4.0054829 -0.0826213
9.3 4.0486568 4.1469075 -0.0982507
9.4 4.2246266 4.3388500 -0.114223
9.5 4.4464755 4.5768242 -0.130349
9.6 4.7091820 4.8556139 -0.146432
9.7 5.0070891 5.1693663 -0.162277
9.8 5.3340063 5.5116964 -0.17769
9.9 5.6833180 5.8757989 -0.192481
10.0 6.0480994 6.2545658 -0.206466
10.1 6.4212350 6.6407085 -0.219473
10.2 6.7955409 7.0268819 -0.231341
10.3 7.1638857 7.4058081 -0.241922
10.4 7.5193103 7.7703979 -0.251088
10.5 7.8551434 8.1138684 -0.258725
10.6 8.1651113 8.4298548 -0.264743
10.7 8.4434401 8.7125128 -0.269073
10.8 8.6849484 8.9566137 -0.271665
10.9 8.8851295 9.1576264 -0.272497
11.0 9.0402215 9.3117879 -0.271566
11.1 9.1472642 9.4161608 -0.268897
11.2 9.2041421 9.4686754 -0.264533
11.3 9.2096131 9.4681578 -0.258545
11.4 9.1633217 9.4143424 -0.251021
11.5 9.0657977 9.3078690 -0.242071
11.6 8.9184400 9.1502650 -0.231825
11.7 8.7234854 8.9439124 -0.220427
11.8 8.4839638 8.6920013 -0.208037
11.9 8.2036411 8.3984694 -0.194828
12.0 7.8869488 8.0679302 -0.180981
12.1 7.5389041 7.7055897 -0.166686
12.2 7.1650202 7.3171544 -0.152134
12.3 6.7712091 6.9087309 -0.137522
12.4 6.3636783 6.4867201 -0.123042
12.5 5.9488234 6.0577070 -0.108884
12.6 5.5331187 5.6283481 -0.0952294
12.7 5.1230063 5.2052586 -0.0822523
12.8 4.7247879 4.7949010 -0.0701131
12.9 4.3445186 4.4034774 -0.0589588
13.0 3.9879066 4.0368262 -0.0489196
13.1 3.6602189 3.7003269 -0.040108
13.2 3.3661955 3.3988120 -0.0326165
13.3 3.1099727 3.1364898 -0.0265171
13.4 2.8950178 2.9168773 -0.0218595
13.5 2.7240750 2.7427466 -0.0186716
13.6 2.5991245 2.6160827 -0.0169582
13.7 2.5213541 2.5380559 -0.0167018
13.8 2.4911454 2.5090079 -0.0178625
13.9 2.5080725 2.5284519 -0.0203794
14.0 2.5709155 2.5950868 -0.0241713
14.1 2.6776869 2.7068248 -0.0291379
14.2 2.8256707 2.8608325 -0.0351618
14.3 3.0114736 3.0535841 -0.0421105
14.4 3.2310878 3.2809260 -0.0498382
14.5 3.4799632 3.5381513 -0.0581881
14.6 3.7530882 3.8200838 -0.0669956
14.7 4.0450789 4.1211687 -0.0760898
14.8 4.3502724 4.4355695 -0.0852971
14.9 4.6628254 4.7572687 -0.0944433
15.0 4.9768148 5.0801715 -0.103357
15.1 5.2863388 5.3982095 -0.111871
15.2 5.5856175 5.7054434 -0.119826
15.3 5.8690900 5.9961631 -0.127073
15.4 6.1315080 6.2649830 -0.133475
15.5 6.3680226 6.5069316 -0.138909
15.6 6.5742647 6.7175328 -0.143268
15.7 6.7464155 6.8928789 -0.146463
15.8 6.8812689 7.0296934 -0.148424
15.9 6.9762810 7.1253822 -0.149101
16.0 7.0296099 7.1780737 -0.148464
16.1 7.0401422 7.1866455 -0.146503
16.2 7.0075075 7.1507394 -0.143232
16.3 6.9320793 7.0707618 -0.138682
16.4 6.8149647 6.9478724 -0.132908
16.5 6.6579803 6.7839597 -0.125979
16.6 6.4636168 6.5816040 -0.117987
16.7 6.2349922 6.3440297 -0.109038
16.8 5.9757948 6.0750456 -0.0992508
16.9 5.6902165 5.7789773 -0.0887608
17.0 5.3828784 5.4605897 -0.0777113
17.1 5.0587488 5.1250034 -0.0662546
17.2 4.7230564 4.7776053 -0.0545489
17.3 4.3811993 4.4239552 -0.0427559
17.4 4.0386522 4.0696899 -0.0310377
17.5 3.7008714 3.7204269 -0.0195555
17.6 3.3732027 3.3816683 -0.0084656
17.7 3.0607899 3.0587083 0.0020816
17.8 2.7684881 2.7565434 0.0119447
17.9 2.5007830 2.4797896 0.0209934
18.0 2.2617154 2.2326055 0.0291099
18.1 2.0548153 2.0186240 0.0361913
18.2 1.8830440 1.8408935 0.0421505
18.3 1.7487470 1.7018292 0.0469178
18.4 1.6536172 1.6031751 0.0504421
18.5 1.5986693 1.5459787 0.0526906
18.6 1.5842268 1.5305765 0.0536503
18.7 1.6099197 1.5565924 0.0533273
18.8 1.6746948 1.6229480 0.0517468
18.9 1.7768378 1.7278849 0.0489529
19.0 1.9140057 1.8689986 0.0450071
19.1 2.0832706 2.0432830 0.0399876
19.2 2.2811728 2.2471848 0.033988
19.3 2.5037830 2.4766674 0.0271156
19.4 2.7467721 2.7272821 0.01949
19.5 3.0054869 2.9942467 0.0112402
19.6 3.2750322 3.2725285 0.0025037
19.7 3.5503555 3.5569320 -0.0065765
19.8 3.8263340 3.8421881 -0.0158541
19.9 4.0978633 4.1230445 -0.0251812
20.0 4.3599443 4.3943555 -0.0344112
20.1 4.6077682 4.6511693 -0.0434011
20.2 4.8367980 4.8888112 -0.0520132
20.3 5.0428450 5.1029624 -0.0601174
20.4 5.2221380 5.2897317 -0.0675937
20.5 5.3713869 5.4457196 -0.0743327
20.6 5.4878353 5.5680740 -0.0802387
20.7 5.5693061 5.6545359 -0.0852298
20.8 5.6142354 5.7034750 -0.0892396
20.9 5.6216959 5.7139143 -0.0922184
21.0 5.5914102 5.6855430 -0.0941328
21.1 5.5237520 5.6187190 -0.094967
21.2 5.4197361 5.5144588 -0.0947227
21.3 5.2809987 5.3744166 -0.0934179
21.4 5.1097652 5.2008532 -0.091088
21.5 4.9088099 4.9965937 -0.0877838
21.6 4.6814054 4.7649764 -0.083571
21.7 4.4312642 4.5097930 -0.0785288
21.8 4.1624726 4.2352214 -0.0727488
21.9 3.8794190 3.9457521 -0.0663331
22.0 3.5867171 3.6461097 -0.0593926
22.1 3.2891258 3.3411710 -0.0520452
22.2 2.9914662 3.0358800 -0.0444138
22.3 2.6985394 2.7351635 -0.0366241
22.4 2.4150436 2.4438466 -0.028803
22.5 2.1454941 2.1665701 -0.021076
22.6 1.8941466 1.9077122 -0.0135656
22.7 1.6649254 1.6713144 -0.006389
22.8 1.4613575 1.4610141 0.0003434
22.9 1.2865136 1.2799839 0.0065297
23.0 1.1429579 1.1308796 0.0120783
23.1 1.0327061 1.0157968 0.0169093
23.2 0.9571932 0.9362379 0.0209553
23.3 0.9172517 0.8930891 0.0241626
23.4 0.9130998 0.8866078 0.026492
23.5 0.9443405 0.9164215 0.027919
23.6 1.0099712 0.9815370 0.0284342
23.7 1.1084035 1.0803601 0.0280434
23.8 1.2374932 1.2107262 0.026767
23.9 1.3945797 1.3699397 0.02464
24.0 1.5765339 1.5548231 0.0217108
24.1 1.7798139 1.7617737 0.0180402
24.2 2.0005280 1.9868270 0.013701
24.3 2.2345032 2.2257273 0.0087759
24.4 2.4773578 2.4740014 0.0033564
24.5 2.7245781 2.7270371 -0.002459
24.6 2.9715963 2.9801625 -0.0085662
24.7 3.2138698 3.2287273 -0.0148575
24.8 3.4469587 3.4681819 -0.0212232
24.9 3.6666024 3.6941562 -0.0275538
25.0 3.8687917 3.9025331 -0.0337414
25.1 4.0498373 4.0895187 -0.0396814
25.2 4.2064315 4.2517062 -0.0452747
25.3 4.3357040 4.3861330 -0.050429
25.4 4.4352695 4.4903294 -0.0550599
25.5 4.5032669 4.5623596 -0.0590927
25.6 4.5383891 4.6008523 -0.0624632
25.7 4.5399033 4.6050225 -0.0651192
25.8 4.5076619 4.5746821 -0.0670202
25.9 4.4421021 4.5102411 -0.068139
26.0 4.3442364 4.4126980 -0.0684616
26.1 4.2156333 4.2836203 -0.067987
26.2 4.0583873 4.1251149 -0.0667276
26.3 3.8750817 3.9397903 -0.0647086
26.4 3.6687417 3.7307090 -0.0619673
26.5 3.4427808 3.5013336 -0.0585528
26.6 3.2009404 3.2554650 -0.0545246
26.7 2.9472243 2.9971761 -0.0499518
26.8 2.6858284 2.7307403 -0.0449119
26.9 2.4210678 2.4605569 -0.0394891
27.0 2.1573021 2.1910755 -0.0337734
27.1 1.8988598 1.9267181 -0.0278583
27.2 1.6499639 1.6718039 -0.02184
27.3 1.4146594 1.4304746 -0.0158152
27.4 1.1967439 1.2066239 -0.00988
27.5 0.9997034 1.0038311 -0.0041277
27.6 0.8266527 0.8253007 0.001352
27.7 0.6802832 0.6738082 0.006475
27.8 0.5628178 0.5516538 0.011164
27.9 0.4759740 0.4606247 0.0153493
28.0 0.4209360 0.4019654 0.0189706
28.1 0.3983359 0.3763585 0.0219774
28.2 0.4082446 0.3839149 0.0243297
28.3 0.4501720 0.4241733 0.0259987
28.4 0.5230778 0.4961105 0.0269673
28.5 0.6253906 0.5981606 0.02723
28.6 0.7550367 0.7282438 0.0267929
28.7 0.9094776 0.8838040 0.0256736
28.8 1.0857548 1.0618541 0.0239007
28.9 1.2805425 1.2590290 0.0215135
29.0 1.4902055 1.4716450 0.0185605
29.1 1.7108630 1.6957637 0.0150993
29.2 1.9384563 1.9272612 0.0111951
29.3 2.1688190 2.1618994 0.0069196
29.4 2.3977493 2.3953994 0.0023499
29.5 2.6210826 2.6235156 -0.002433
29.6 2.8347626 2.8421084 -0.0073458
29.7 3.0349116 3.0472151 -0.0123035
29.8 3.2178963 3.2351183 -0.017222
29.9 3.3803899 3.4024082 -0.0220183
30.0 3.5194286 3.5460414 -0.0266128
30.1 3.6324614 3.6633915 -0.0309301
30.2 3.7173933 3.7522936 -0.0349003
30.3 3.7726198 3.8110799 -0.0384601
30.4 3.7970533 3.8386071 -0.0415538
30.5 3.7901407 3.8342747 -0.044134
30.6 3.7518710 3.7980336 -0.0461626
30.7 3.6827747 3.7303856 -0.0476109
30.8 3.5839126 3.6323728 -0.0484602
30.9 3.4568566 3.5055587 -0.0487021
31.0 3.3036612 3.3519994 -0.0483382
31.1 3.1268267 3.1742068 -0.0473801
31.2 2.9292554 2.9751045 -0.0458491
31.3 2.7142003 2.7579759 -0.0437756
31.4 2.4852084 2.5264070 -0.0411986
31.5 2.2460590 2.2842238 -0.0381648
31.6 2.0006978 2.0354256 -0.0347278
31.7 1.7531690 1.7841159 -0.0309469
31.8 1.5075452 1.5344315 -0.0268863
31.9 1.2678575 1.2904712 -0.0226137
32.0 1.0380261 1.0562253 -0.0181992
32.1 0.8217932 0.8355074 -0.0137142
32.2 0.6226593 0.6318892 -0.0092299
32.3 0.4438235 0.4486394 -0.0048159
32.4 0.2881291 0.2886688 -0.0005397
32.5 0.1580158 0.1544809 0.0035349
32.6 0.0554788 0.0481297 0.0073491
32.7 -0.0179648 -0.0288139 0.0108491
32.8 -0.0613001 -0.0752885 0.0139884
32.9 -0.0740314 -0.0907586 0.0167272
33.0 -0.0561891 -0.0752227 0.0190336
33.1 -0.0083279 -0.0292118 0.0208839
33.2 0.0684842 0.0462209 0.0222633
33.3 0.1726851 0.1495198 0.0231653
33.4 0.3022471 0.2786545 0.0235926
33.5 0.4547125 0.4311565 0.023556
33.6 0.6272372 0.6041624 0.0230748
33.7 0.8166404 0.7944641 0.0221763
33.8 1.0194600 0.9985654 0.0208946
33.9 1.2320128 1.2127420 0.0192708
34.0 1.4504585 1.4331070 0.0173515
34.1 1.6708659 1.6556775 0.0151884
34.2 1.8892807 1.8764440 0.0128367
34.3 2.1017934 2.0914388 0.0103546
34.4 2.3046066 2.2968043 0.0078023
34.5 2.4941000 2.4888594 0.0052406
34.6 2.6668918 2.6641620 0.0027298
34.7 2.8198965 2.8195680 0.0003285
34.8 2.9503774 2.9522840 -0.0019066
34.9 3.0559924 3.0599154 -0.003923
35.0 3.1348334 3.1405056 -0.0056722
35.1 3.1854584 3.1925694 -0.007111
35.2 3.2069146 3.2151170 -0.0082024
35.3 3.1987542 3.2076700 -0.0089158
35.4 3.1610405 3.1702682 -0.0092277
35.5 3.0943455 3.1034677 -0.0091222
35.6 2.9997395 3.0083306 -0.0085911
35.7 2.8787708 2.8864046 -0.0076338
35.8 2.7334384 2.7396961 -0.0062577
35.9 2.5661566 2.5706341 -0.0044775
36.0 2.3797124 2.3820278 -0.0023154
36.1 2.1772166 2.1770170 0.0001996
36.2 1.9620500 1.9590175 0.0030325
36.3 1.7378044 1.7316620 0.0061424
36.4 1.5082203 1.4987366 0.0094837
36.5 1.2771226 1.2641157 0.0130069
36.6 1.0483544 1.0316952 0.0166592
36.7 0.8257109 0.8053252 0.0203857
36.8 0.6128745 0.5887440 0.0241305
36.9 0.4133516 0.3855141 0.0278375
37.0 0.2304127 0.1989616 0.0314511
37.1 0.0670370 0.0321188 0.0349182
37.2 -0.0741388 -0.1123263 0.0381875
37.3 -0.1908641 -0.2320764 0.0412123
37.4 -0.2813132 -0.3252628 0.0439496
37.5 -0.3441151 -0.3904771 0.046362
37.6 -0.3783763 -0.4267938 0.0484175
37.7 -0.3836951 -0.4337860 0.0500909
37.8 -0.3601675 -0.4115308 0.0513633
37.9 -0.3083844 -0.3606075 0.0522231
38.0 -0.2294203 -0.2820861 0.0526658
38.1 -0.1248142 -0.1775081 0.0526939
38.2 0.0034585 -0.0488590 0.0523175
38.3 0.1530202 0.1014669 0.0515533
38.4 0.3211332 0.2707086 0.0504246
38.5 0.5047472 0.4557864 0.0489608
38.6 0.7005528 0.6533558 0.047197
38.7 0.9050384 0.8598652 0.0451732
38.8 1.1145511 1.0716179 0.0429332
38.9 1.3253601 1.2848353 0.0405248
39.0 1.5337203 1.4957224 0.0379979
39.1 1.7359372 1.7005332 0.035404
39.2 1.9284299 1.8956346 0.0327953
39.3 2.1077926 2.0775686 0.030224
39.4 2.2708525 2.2431118 0.0277407
39.5 2.4147241 2.3893298 0.0253943
39.6 2.5368577 2.5136272 0.0232305
39.7 2.6350830 2.6137915 0.0212915
39.8 2.7076451 2.6880304 0.0196147
39.9 2.7532342 2.7350016 0.0182326
40.0 2.7710069 2.7538348 0.0171721
40.1 2.7605996 2.7441458 0.0164538
40.2 2.7221341 2.7060424 0.0160917
40.3 2.6562143 2.6401207 0.0160936
40.4 2.5639148 2.5474549 0.0164599
40.5 2.4467615 2.4295767 0.0171848
40.6 2.3067045 2.2884491 0.0182554
40.7 2.1460837 2.1264311 0.0196526
40.8 1.9675877 1.9462364 0.0213513
40.9 1.7742072 1.7508865 0.0233207
41.0 1.5691827 1.5436574 0.0255253
41.1 1.3559485 1.3280236 0.0279249
41.2 1.1380732 1.1075972 0.030476
41.3 0.9191984 0.8860662 0.0331322
41.4 0.7029756 0.6671305 0.0358451
41.5 0.4930039 0.4544385 0.0385654
41.6 0.2927680 0.2515246 0.0412434
41.7 0.1055784 0.0617485 0.0438299
41.8 -0.0654844 -0.1117623 0.0462779
41.9 -0.2176230 -0.2661654 0.0485424
42.0 -0.3483706 -0.3989521 0.0505815
42.1 -0.4556320 -0.5079897 0.0523577
42.2 -0.5377198 -0.5915575 0.0538377
42.3 -0.5933818 -0.6483755 0.0549937
42.4 -0.6218221 -0.6776255 0.0558034
42.5 -0.6227134 -0.6789645 0.0562511
