#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.2619109 0.2666985 -0.0047876
0.2 0.5235494 0.5331217 -0.0095723
0.3 0.7846434 0.7989946 -0.0143512
0.4 1.0449219 1.0640432 -0.0191213
0.5 1.3041147 1.3279945 -0.0238798
0.6 1.5619537 1.5905775 -0.0286238
0.7 1.8181725 1.8515228 -0.0333503
0.8 2.0725073 2.1105638 -0.0380565
0.9 2.3246971 2.3674367 -0.0427396
1.0 2.5744843 2.6218810 -0.0473967
1.1 2.8216145 2.8736396 -0.0520251
1.2 3.0658378 3.1224597 -0.0566219
1.3 3.3069084 3.3680928 -0.0611844
1.4 3.5445853 3.6102951 -0.0657098
1.5 3.7786326 3.8488281 -0.0701955
1.6 4.0088198 4.0834586 -0.0746388
1.7 4.2349224 4.3139594 -0.079037
1.8 4.4567217 4.5401095 -0.0833878
1.9 4.6740058 4.7616941 -0.0876883
2.0 4.8865693 4.9785055 -0.0919362
2.1 5.0942141 5.1903430 -0.0961289
2.2 5.2967491 5.3970133 -0.100264
2.3 5.4939913 5.5983308 -0.10434
2.4 5.6857651 5.7941177 -0.108353
2.5 5.8719034 5.9842048 -0.112301
2.6 6.0522473 6.1684308 -0.116183
2.7 6.2266466 6.3466433 -0.119997
2.8 6.3949599 6.5186990 -0.123739
2.9 6.5570547 6.6844633 -0.127409
3.0 6.7128078 6.8438109 -0.131003
3.1 6.8621053 6.9966262 -0.134521
3.2 7.0048428 7.1428029 -0.13796
3.3 7.1409255 7.2822445 -0.141319
3.4 7.2702684 7.4148642 -0.144596
3.5 7.3927964 7.5405853 -0.147789
3.6 7.5084442 7.6593410 -0.150897
3.7 7.6171567 7.7710746 -0.153918
3.8 7.7188886 7.8757395 -0.156851
3.9 7.8136050 7.9732993 -0.159694
4.0 7.9012808 8.0637279 -0.162447
4.1 7.9819013 8.1470093 -0.165108
4.2 8.0554617 8.2231376 -0.167676
4.3 8.1219674 8.2921171 -0.17015
4.4 8.1814338 8.3539624 -0.172529
4.5 8.2338862 8.4086979 -0.174812
4.6 8.2793600 8.4563582 -0.176998
4.7 8.3179002 8.4969875 -0.179087
4.8 8.3495615 8.5306401 -0.181079
4.9 8.3744082 8.5573797 -0.182972
5.0 8.3925141 8.5772796 -0.184766
5.1 8.4039622 8.5904225 -0.18646
5.2 8.4088447 8.5969002 -0.188056
5.3 8.4072624 8.5968136 -0.189551
5.4 8.3993253 8.5902723 -0.190947
5.5 8.3851514 8.5773944 -0.192243
5.6 8.3648674 8.5583067 -0.193439
5.7 8.3386078 8.5331438 -0.194536
5.8 8.3065150 8.5020483 -0.195533
5.9 8.2687388 8.4651704 -0.196432
6.0 8.2254364 8.4226677 -0.197231
6.1 8.1767718 8.3747047 -0.197933
6.2 8.1229159 8.3214527 -0.198537
6.3 8.0640457 8.2630896 -0.199044
6.4 8.0003445 8.1997993 -0.199455
6.5 7.9320011 8.1317715 -0.19977
6.6 7.8592099 8.0592013 -0.199991
6.7 7.7821701 7.9822891 -0.200119
6.8 7.7010859 7.9012400 -0.200154
6.9 7.6161655 7.8162635 -0.200098
7.0 7.5276215 7.7275732 -0.199952
7.1 7.4356697 7.6353863 -0.199717
7.2 7.3405295 7.5399234 -0.199394
7.3 7.2424229 7.4414082 -0.198985
7.4 7.1415746 7.3400666 -0.198492
7.5 7.0382113 7.2361270 -0.197916
7.6 6.9325614 7.1298196 -0.197258
7.7 6.8248549 7.0213757 -0.196521
7.8 6.7153224 6.9110280 -0.195706
7.9 6.6041954 6.7990095 -0.194814
8.0 6.4917054 6.6855539 -0.193849
8.1 6.3780837 6.5708943 -0.192811
8.2 6.2635613 6.4552635 -0.191702
8.3 6.1483678 6.3388935 -0.190526
8.4 6.0327319 6.2220149 -0.189283
8.5 5.9168805 6.1048566 -0.187976
8.6 5.8010382 5.9876456 -0.186607
8.7 5.6854274 5.8706065 -0.185179
8.8 5.5702677 5.7539611 -0.183693
8.9 5.4557755 5.6379282 -0.182153
9.0 5.3421638 5.5227230 -0.180559
9.1 5.2296417 5.4085571 -0.178915
9.2 5.1184142 5.2956380 -0.177224
9.3 5.0086819 5.1841685 -0.175487
9.4 4.9006405 5.0743470 -0.173707
9.5 4.7944807 4.9663666 -0.171886
9.6 4.6903879 4.8604152 -0.170027
9.7 4.5885417 4.7566749 -0.168133
9.8 4.4891160 4.6553222 -0.166206
9.9 4.3922783 4.5565272 -0.164249
10.0 4.2981898 4.4604537 -0.162264
10.1 4.2070051 4.3672587 -0.160254
10.2 4.1188718 4.2770925 -0.158221
10.3 4.0339305 4.1900982 -0.156168
10.4 3.9523144 4.1064118 -0.154097
10.5 3.8741495 4.0261617 -0.152012
10.6 3.7995539 3.9494686 -0.149915
10.7 3.7286380 3.8764455 -0.147807
10.8 3.6615045 3.8071975 -0.145693
10.9 3.5982476 3.7418215 -0.143574
11.0 3.5389537 3.6804064 -0.141453
11.1 3.4837008 3.6230327 -0.139332
11.2 3.4325587 3.5697725 -0.137214
11.3 3.3855886 3.5206897 -0.135101
11.4 3.3428435 3.4758394 -0.132996
11.5 3.3043675 3.4352684 -0.130901
11.6 3.2701966 3.3990150 -0.128818
11.7 3.2403582 3.3671086 -0.12675
11.8 3.2148709 3.3395705 -0.1247
11.9 3.1937453 3.3164131 -0.122668
12.0 3.1769831 3.2976406 -0.120657
12.1 3.1645778 3.2832486 -0.118671
12.2 3.1565147 3.2732243 -0.11671
12.3 3.1527706 3.2675468 -0.114776
12.4 3.1533144 3.2661867 -0.112872
12.5 3.1581069 3.2691068 -0.111
12.6 3.1671008 3.2762618 -0.109161
12.7 3.1802413 3.2875986 -0.107357
12.8 3.1974658 3.3030563 -0.105591
12.9 3.2187043 3.3225667 -0.103862
13.0 3.2438796 3.3460542 -0.102175
13.1 3.2729073 3.3734358 -0.100529
13.2 3.3056962 3.4046218 -0.0989256
13.3 3.3421483 3.4395158 -0.0973675
13.4 3.3821593 3.4780146 -0.0958553
13.5 3.4256185 3.5200088 -0.0943903
13.6 3.4724095 3.5653832 -0.0929737
13.7 3.5224098 3.6140166 -0.0916068
13.8 3.5754918 3.6657820 -0.0902902
13.9 3.6315225 3.7205477 -0.0890252
14.0 3.6903640 3.7781765 -0.0878125
14.1 3.7518738 3.8385268 -0.086653
14.2 3.8159051 3.9014524 -0.0855473
14.3 3.8823071 3.9668031 -0.084496
14.4 3.9509251 4.0344249 -0.0834998
14.5 4.0216012 4.1041602 -0.082559
14.6 4.0941742 4.1758482 -0.081674
14.7 4.1684803 4.2493255 -0.0808452
14.8 4.2443531 4.3244257 -0.0800726
14.9 4.3216241 4.4009806 -0.0793565
15.0 4.4001231 4.4788200 -0.0786969
15.1 4.4796782 4.5577720 -0.0780938
15.2 4.5601167 4.6376636 -0.0775469
15.3 4.6412647 4.7183208 -0.0770561
15.4 4.7229480 4.7995693 -0.0766213
15.5 4.8049924 4.8812342 -0.0762418
15.6 4.8872237 4.9631410 -0.0759173
15.7 4.9694682 5.0451155 -0.0756473
15.8 5.0515531 5.1269843 -0.0754312
15.9 5.1333067 5.2085750 -0.0752683
16.0 5.2145589 5.2897167 -0.0751578
16.1 5.2951413 5.3702402 -0.0750989
16.2 5.3748876 5.4499782 -0.0750906
16.3 5.4536338 5.5287659 -0.0751321
16.4 5.5312189 5.6064411 -0.0752222
16.5 5.6074845 5.6828444 -0.0753599
16.6 5.6822759 5.7578198 -0.0755439
16.7 5.7554416 5.8312147 -0.0757731
16.8 5.8268342 5.9028803 -0.0760461
16.9 5.8963102 5.9726717 -0.0763615
17.0 5.9637305 6.0404484 -0.0767179
17.1 6.0289607 6.1060745 -0.0771138
17.2 6.0918710 6.1694188 -0.0775478
17.3 6.1523369 6.2303550 -0.0780181
17.4 6.2102389 6.2887621 -0.0785232
17.5 6.2654633 6.3445246 -0.0790613
17.6 6.3179016 6.3975325 -0.0796309
17.7 6.3674516 6.4476815 -0.0802299
17.8 6.4140168 6.4948736 -0.0808568
17.9 6.4575069 6.5390166 -0.0815097
18.0 6.4978382 6.5800246 -0.0821864
18.1 6.5349329 6.6178184 -0.0828855
18.2 6.5687203 6.6523251 -0.0836048
18.3 6.5991361 6.6834783 -0.0843422
18.4 6.6261226 6.7112187 -0.0850961
18.5 6.6496294 6.7354935 -0.0858641
18.6 6.6696126 6.7562571 -0.0866445
18.7 6.6860355 6.7734706 -0.0874351
18.8 6.6988682 6.7871021 -0.0882339
18.9 6.7080880 6.7971269 -0.0890389
19.0 6.7136792 6.8035273 -0.0898481
19.1 6.7156332 6.8062925 -0.0906593
19.2 6.7139483 6.8054190 -0.0914707
19.3 6.7086299 6.8009100 -0.0922801
19.4 6.6996905 6.7927758 -0.0930853
19.5 6.6871492 6.7810339 -0.0938847
19.6 6.6710322 6.7657083 -0.0946761
19.7 6.6513725 6.7468300 -0.0954575
19.8 6.6282097 6.7244366 -0.0962269
19.9 6.6015899 6.6985725 -0.0969826
20.0 6.5715660 6.6692884 -0.0977224
20.1 6.5381968 6.6366415 -0.0984447
20.2 6.5015477 6.6006951 -0.0991474
20.3 6.4616900 6.5615189 -0.0998289
20.4 6.4187009 6.5191881 -0.100487
20.5 6.3726633 6.4737842 -0.101121
20.6 6.3236658 6.4253939 -0.101728
20.7 6.2718022 6.3741094 -0.102307
20.8 6.2171716 6.3200282 -0.102857
20.9 6.1598779 6.2632527 -0.103375
21.0 6.1000300 6.2038903 -0.10386
21.1 6.0377410 6.1420527 -0.104312
21.2 5.9731285 6.0778561 -0.104728
21.3 5.9063141 6.0114207 -0.105107
21.4 5.8374231 5.9428708 -0.105448
21.5 5.7665845 5.8723339 -0.105749
21.6 5.6939304 5.7999412 -0.106011
21.7 5.6195961 5.7258269 -0.106231
21.8 5.5437195 5.6501279 -0.106408
21.9 5.4664410 5.5729837 -0.106543
22.0 5.3879033 5.4945360 -0.106633
22.1 5.3082509 5.4149287 -0.106678
22.2 5.2276299 5.3343072 -0.106677
22.3 5.1461879 5.2528185 -0.106631
22.4 5.0640735 5.1706104 -0.106537
22.5 4.9814359 5.0878319 -0.106396
22.6 4.8984249 5.0046323 -0.106207
22.7 4.8151907 4.9211615 -0.105971
22.8 4.7318831 4.8375690 -0.105686
22.9 4.6486515 4.7540041 -0.105353
23.0 4.5656450 4.6706158 -0.104971
23.1 4.4830113 4.5875517 -0.10454
23.2 4.4008972 4.5049588 -0.104062
23.3 4.3194478 4.4229822 -0.103534
23.4 4.2388064 4.3417657 -0.102959
23.5 4.1591144 4.2614507 -0.102336
23.6 4.0805108 4.1821766 -0.101666
23.7 4.0031320 4.1040804 -0.100948
23.8 3.9271116 4.0272961 -0.100185
23.9 3.8525800 3.9519548 -0.0993748
24.0 3.7796645 3.8781845 -0.09852
24.1 3.7084887 3.8061094 -0.0976207
24.2 3.6391725 3.7358502 -0.0966777
24.3 3.5718316 3.6675237 -0.0956921
24.4 3.5065778 3.6012425 -0.0946647
24.5 3.4435182 3.5371147 -0.0935965
24.6 3.3827555 3.4752442 -0.0924887
24.7 3.3243876 3.4157299 -0.0913423
24.8 3.2685073 3.3586658 -0.0901585
24.9 3.2152024 3.3041411 -0.0889387
25.0 3.1645553 3.2522394 -0.0876841
25.1 3.1166432 3.2030393 -0.0863961
25.2 3.0715375 3.1566136 -0.0850761
25.3 3.0293041 3.1130298 -0.0837257
25.4 2.9900031 3.0723494 -0.0823463
25.5 2.9536886 3.0346280 -0.0809394
25.6 2.9204089 2.9999157 -0.0795068
25.7 2.8902061 2.9682561 -0.07805
25.8 2.8631164 2.9396871 -0.0765707
25.9 2.8391696 2.9142402 -0.0750706
26.0 2.8183895 2.8919410 -0.0735515
26.1 2.8007935 2.8728087 -0.0720152
26.2 2.7863931 2.8568564 -0.0704633
26.3 2.7751930 2.8440909 -0.0688979
26.4 2.7671923 2.8345129 -0.0673206
26.5 2.7623834 2.8281168 -0.0657334
26.6 2.7607527 2.8248908 -0.0641381
26.7 2.7622805 2.8248171 -0.0625366
26.8 2.7669409 2.8278718 -0.0609309
26.9 2.7747022 2.8340248 -0.0593226
27.0 2.7855265 2.8432404 -0.0577139
27.1 2.7993702 2.8554767 -0.0561065
27.2 2.8161840 2.8706863 -0.0545023
27.3 2.8359128 2.8888161 -0.0529033
27.4 2.8584962 2.9098073 -0.0513111
27.5 2.8838681 2.9335959 -0.0497278
27.6 2.9119575 2.9601126 -0.0481551
27.7 2.9426881 2.9892830 -0.0465949
27.8 2.9759788 3.0210276 -0.0450488
27.9 3.0117437 3.0552624 -0.0435187
28.0 3.0498921 3.0918985 -0.0420064
28.1 3.0903293 3.1308427 -0.0405134
28.2 3.1329561 3.1719975 -0.0390414
28.3 3.1776694 3.2152616 -0.0375922
