#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.3773996 0.3870085 -0.0096089
0.2 0.7542692 0.7734765 -0.0192073
0.3 1.1300799 1.1588643 -0.0287844
0.4 1.5043050 1.5426348 -0.0383298
0.5 1.8764210 1.9242538 -0.0478328
0.6 2.2459085 2.3031916 -0.0572831
0.7 2.6122538 2.6789240 -0.0666702
0.8 2.9749492 3.0509331 -0.0759839
0.9 3.3334946 3.4187088 -0.0852142
1.0 3.6873982 3.7817491 -0.0943509
1.1 4.0361777 4.1395619 -0.103384
1.2 4.3793610 4.4916656 -0.112305
1.3 4.7164876 4.8375900 -0.121102
1.4 5.0471090 5.1768772 -0.129768
1.5 5.3707897 5.5090830 -0.138293
1.6 5.6871086 5.8337772 -0.146669
1.7 5.9956591 6.1505445 -0.154885
1.8 6.2960503 6.4589859 -0.162936
1.9 6.5879077 6.7587187 -0.170811
2.0 6.8708739 7.0493777 -0.178504
2.1 7.1446094 7.3306159 -0.186006
2.2 7.4087930 7.6021050 -0.193312
2.3 7.6631228 7.8635360 -0.200413
2.4 7.9073163 8.1146201 -0.207304
2.5 8.1411112 8.3550887 -0.213978
2.6 8.3642661 8.5846945 -0.220428
2.7 8.5765603 8.8032114 -0.226651
2.8 8.7777949 9.0104353 -0.23264
2.9 8.9677925 9.2061841 -0.238392
3.0 9.1463982 9.3902983 -0.2439
3.1 9.3134790 9.5626412 -0.249162
3.2 9.4689247 9.7230989 -0.254174
3.3 9.6126477 9.8715805 -0.258933
3.4 9.7445833 10.0080186 -0.263435
3.5 9.8646895 10.1323687 -0.267679
3.6 9.9729471 10.2446096 -0.271662
3.7 10.0693598 10.3447434 -0.275384
3.8 10.1539538 10.4327952 -0.278841
3.9 10.2267780 10.5088129 -0.282035
4.0 10.2879034 10.5728674 -0.284964
4.1 10.3374232 10.6250518 -0.287629
4.2 10.3754523 10.6654813 -0.290029
4.3 10.4021271 10.6942934 -0.292166
4.4 10.4176049 10.7116464 -0.294041
4.5 10.4220638 10.7177200 -0.295656
4.6 10.4157017 10.7127144 -0.297013
4.7 10.3987363 10.6968495 -0.298113
4.8 10.3714045 10.6703648 -0.29896
4.9 10.3339612 10.6335186 -0.299557
5.0 10.2866794 10.5865874 -0.299908
5.1 10.2298491 10.5298650 -0.300016
5.2 10.1637768 10.4636620 -0.299885
5.3 10.0887844 10.3883051 -0.299521
5.4 10.0052091 10.3041360 -0.298927
5.5 9.9134016 10.2115109 -0.298109
5.6 9.8137263 10.1107996 -0.297073
5.7 9.7065596 10.0023844 -0.295825
5.8 9.5922898 9.8866593 -0.29437
5.9 9.4713152 9.7640294 -0.292714
6.0 9.3440443 9.6349095 -0.290865
6.1 9.2108939 9.4997234 -0.28883
6.2 9.0722886 9.3589027 -0.286614
6.3 8.9286598 9.2128861 -0.284226
6.4 8.7804448 9.0621183 -0.281674
6.5 8.6280853 8.9070490 -0.278964
6.6 8.4720271 8.7481315 -0.276104
6.7 8.3127187 8.5858224 -0.273104
6.8 8.1506102 8.4205801 -0.26997
6.9 7.9861526 8.2528637 -0.266711
7.0 7.8197965 8.0831324 -0.263336
7.1 7.6519915 7.9118440 -0.259853
7.2 7.4831846 7.7394544 -0.25627
7.3 7.3138199 7.5664160 -0.252596
7.4 7.1443372 7.3931775 -0.24884
7.5 6.9751710 7.2201820 -0.245011
7.6 6.8067499 7.0478669 -0.241117
7.7 6.6394954 6.8766624 -0.237167
7.8 6.4738212 6.7069909 -0.23317
7.9 6.3101322 6.5392658 -0.229134
8.0 6.1488234 6.3738911 -0.225068
8.1 5.9902797 6.2112600 -0.22098
8.2 5.8348746 6.0517545 -0.21688
8.3 5.6829696 5.8957445 -0.212775
8.4 5.5349134 5.7435871 -0.208674
8.5 5.3910412 5.5956255 -0.204584
8.6 5.2516742 5.4521891 -0.200515
8.7 5.1171187 5.3135919 -0.196473
8.8 4.9876659 5.1801328 -0.192467
8.9 4.8635907 5.0520944 -0.188504
9.0 4.7451519 4.9297428 -0.184591
9.1 4.6325913 4.8133268 -0.180735
9.2 4.5261332 4.7030778 -0.176945
9.3 4.4259846 4.5992093 -0.173225
9.4 4.3323340 4.5019165 -0.169582
9.5 4.2453516 4.4113758 -0.166024
9.6 4.1651893 4.3277448 -0.162555
9.7 4.0919799 4.2511622 -0.159182
9.8 4.0258371 4.1817472 -0.15591
9.9 3.9668556 4.1195996 -0.152744
10.0 3.9151111 4.0647998 -0.149689
10.1 3.8706596 4.0174086 -0.146749
10.2 3.8335384 3.9774674 -0.143929
10.3 3.8037652 3.9449979 -0.141233
10.4 3.7813389 3.9200027 -0.138664
10.5 3.7662395 3.9024651 -0.136226
10.6 3.7584282 3.8923493 -0.133921
10.7 3.7578477 3.8896008 -0.131753
10.8 3.7644228 3.8941465 -0.129724
10.9 3.7780600 3.9058952 -0.127835
11.0 3.7986486 3.9247378 -0.126089
11.1 3.8260608 3.9505478 -0.124487
11.2 3.8601519 3.9831819 -0.12303
11.3 3.9007614 4.0224799 -0.121719
11.4 3.9477128 4.0682659 -0.120553
11.5 4.0008147 4.1203486 -0.119534
11.6 4.0598610 4.1785217 -0.118661
11.7 4.1246319 4.2425647 -0.117933
11.8 4.1948941 4.3122437 -0.11735
11.9 4.2704020 4.3873115 -0.11691
12.0 4.3508978 4.4675092 -0.116611
12.1 4.4361127 4.5525661 -0.116453
12.2 4.5257674 4.6422010 -0.116434
12.3 4.6195731 4.7361224 -0.116549
12.4 4.7172320 4.8340302 -0.116798
12.5 4.8184382 4.9356155 -0.117177
12.6 4.9228788 5.0405622 -0.117683
12.7 5.0302343 5.1485474 -0.118313
12.8 5.1401797 5.2592426 -0.119063
12.9 5.2523852 5.3723140 -0.119929
13.0 5.3665174 5.4874242 -0.120907
13.1 5.4822397 5.6042322 -0.121993
13.2 5.5992135 5.7223950 -0.123181
13.3 5.7170989 5.8415679 -0.124469
13.4 5.8355558 5.9614060 -0.12585
13.5 5.9542443 6.0815644 -0.12732
13.6 6.0728262 6.2016995 -0.128873
13.7 6.1909651 6.3214700 -0.130505
13.8 6.3083280 6.4405370 -0.132209
13.9 6.4245856 6.5585659 -0.13398
14.0 6.5394133 6.6752263 -0.135813
14.1 6.6524920 6.7901934 -0.137701
14.2 6.7635087 6.9031484 -0.13964
14.3 6.8721578 7.0137796 -0.141622
14.4 6.9781410 7.1217829 -0.143642
14.5 7.0811688 7.2268629 -0.145694
14.6 7.1809607 7.3287329 -0.147772
14.7 7.2772462 7.4271164 -0.14987
14.8 7.3697649 7.5217471 -0.151982
14.9 7.4582680 7.6123700 -0.154102
15.0 7.5425179 7.6987416 -0.156224
