#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.2780003 0.2801511 -0.0021508
0.2 0.5554671 0.5597687 -0.0043016
0.3 0.8318684 0.8383206 -0.0064522
0.4 1.1066753 1.1152780 -0.0086027
0.5 1.3793635 1.3901163 -0.0107528
0.6 1.6494145 1.6623171 -0.0129026
0.7 1.9163176 1.9313695 -0.0150519
0.8 2.1795711 2.1967716 -0.0172005
0.9 2.4386836 2.4580317 -0.0193481
1.0 2.6931755 2.7146701 -0.0214946
1.1 2.9425805 2.9662199 -0.0236394
1.2 3.1864466 3.2122290 -0.0257824
1.3 3.4243378 3.4522606 -0.0279228
1.4 3.6558347 3.6858951 -0.0300604
1.5 3.8805365 3.9127308 -0.0321943
1.6 4.0980611 4.1323852 -0.0343241
1.7 4.3080472 4.3444960 -0.0364488
1.8 4.5101543 4.5487221 -0.0385678
1.9 4.7040645 4.7447444 -0.0406799
2.0 4.8894826 4.9322668 -0.0427842
2.1 5.0661373 5.1110169 -0.0448796
2.2 5.2337818 5.2807466 -0.0469648
2.3 5.3921945 5.4412331 -0.0490386
2.4 5.5411792 5.5922788 -0.0510996
2.5 5.6805660 5.7337124 -0.0531464
2.6 5.8102114 5.8653887 -0.0551773
2.7 5.9299988 5.9871895 -0.0571907
2.8 6.0398385 6.0990233 -0.0591848
2.9 6.1396678 6.2008258 -0.061158
3.0 6.2294514 6.2925595 -0.0631081
3.1 6.3091810 6.3742142 -0.0650332
3.2 6.3788752 6.4458065 -0.0669313
3.3 6.4385795 6.5073799 -0.0688004
3.4 6.4883660 6.5590042 -0.0706382
3.5 6.5283327 6.6007751 -0.0724424
3.6 6.5586034 6.6328141 -0.0742107
3.7 6.5793270 6.6552680 -0.075941
3.8 6.5906770 6.6683076 -0.0776306
3.9 6.5928507 6.6721281 -0.0792774
4.0 6.5860685 6.6669472 -0.0808787
4.1 6.5705730 6.6530054 -0.0824324
4.2 6.5466285 6.6305643 -0.0839358
4.3 6.5145195 6.5999059 -0.0853864
4.4 6.4745499 6.5613319 -0.086782
4.5 6.4270421 6.5151622 -0.0881201
4.6 6.3723358 6.4617340 -0.0893982
4.7 6.3107866 6.4014007 -0.0906141
4.8 6.2427652 6.3345305 -0.0917653
4.9 6.1686557 6.2615055 -0.0928498
5.0 6.0888548 6.1827201 -0.0938653
5.1 6.0037700 6.0985797 -0.0948097
5.2 5.9138187 6.0094996 -0.0956809
5.3 5.8194263 5.9159033 -0.096477
5.4 5.7210253 5.8182216 -0.0971963
5.5 5.6190538 5.7168906 -0.0978368
5.6 5.5139537 5.6123510 -0.0983973
5.7 5.4061700 5.5050460 -0.098876
5.8 5.2961486 5.3954202 -0.0992716
5.9 5.1843354 5.2839183 -0.0995829
6.0 5.0711748 5.1709838 -0.099809
6.1 4.9571081 5.0570570 -0.0999489
6.2 4.8425726 4.9425743 -0.100002
6.3 4.7279995 4.8279666 -0.0999671
6.4 4.6138134 4.7136580 -0.0998446
6.5 4.5004305 4.6000646 -0.0996341
6.6 4.3882574 4.4875928 -0.0993354
6.7 4.2776902 4.3766390 -0.0989488
6.8 4.1691130 4.2675875 -0.0984745
6.9 4.0628966 4.1608098 -0.0979132
7.0 3.9593982 4.0566638 -0.0972656
7.1 3.8589596 3.9554922 -0.0965326
7.2 3.7619064 3.8576219 -0.0957155
7.3 3.6685476 3.7633631 -0.0948155
7.4 3.5791740 3.6730082 -0.0938342
7.5 3.4940582 3.5868314 -0.0927732
7.6 3.4134531 3.5050878 -0.0916347
7.7 3.3375920 3.4280127 -0.0904207
7.8 3.2666875 3.3558210 -0.0891335
7.9 3.2009314 3.2887070 -0.0877756
8.0 3.1404938 3.2268436 -0.0863498
8.1 3.0855233 3.1703822 -0.0848589
8.2 3.0361465 3.1194524 -0.0833059
8.3 2.9924676 3.0741617 -0.0816941
8.4 2.9545685 3.0345953 -0.0800268
8.5 2.9225088 3.0008164 -0.0783076
8.6 2.8963258 2.9728659 -0.0765401
8.7 2.8760345 2.9507626 -0.0747281
8.8 2.8616278 2.9345034 -0.0728756
8.9 2.8530770 2.9240635 -0.0709865
9.0 2.8503317 2.9193968 -0.0690651
9.1 2.8533207 2.9204361 -0.0671154
9.2 2.8619520 2.9270941 -0.0651421
9.3 2.8761138 2.9392630 -0.0631492
9.4 2.8956747 2.9568160 -0.0611413
9.5 2.9204845 2.9796074 -0.0591229
9.6 2.9503750 3.0074736 -0.0570986
9.7 2.9851608 3.0402337 -0.0550729
