#Theta He10 He15 diff
9.3454 5.359381E+00 5.376561E+00 -0.01718
16.6750 2.484665E-02 2.276033E-02 0.00208632
22.0109 2.480614E+00 2.461915E+00 0.018699
26.5914 2.720619E-02 2.612310E-02 0.00108309
30.7647 1.702265E+00 1.681063E+00 0.021202
34.6870 2.675849E-02 2.622570E-02 0.00053279
38.4441 1.281919E+00 1.265255E+00 0.016664
42.0893 2.496614E-02 2.466227E-02 0.00030387
45.6586 1.024631E+00 1.005433E+00 0.019198
49.1783 2.275270E-02 2.249837E-02 0.00025433
52.6685 8.235220E-01 8.102995E-01 0.0132225
56.1452 2.042864E-02 2.008344E-02 0.0003452
59.6223 6.908838E-01 6.777461E-01 0.0131377
63.1119 1.783743E-02 1.741696E-02 0.00042047
66.6250 5.905006E-01 5.718725E-01 0.0186281
70.1726 1.516847E-02 1.478330E-02 0.00038517
73.7653 5.158756E-01 4.924298E-01 0.0234458
77.4141 1.279536E-02 1.245326E-02 0.0003421
81.1310 4.675833E-01 4.435271E-01 0.0240562
84.9288 1.061584E-02 1.032477E-02 0.00029107
88.8221 4.182965E-01 3.980976E-01 0.0201989
92.8279 8.604857E-03 8.372829E-03 0.000232028
96.9663 3.816970E-01 3.643293E-01 0.0173677
101.2617 6.818244E-03 6.615144E-03 0.0002031
105.7446 3.645754E-01 3.500527E-01 0.0145227
110.4547 5.142773E-03 4.972555E-03 0.000170218
115.4446 3.604408E-01 3.513599E-01 0.0090809
120.7881 3.634797E-03 3.501308E-03 0.000133489
126.5945 3.722813E-01 3.733864E-01 -0.0011051
133.0382 2.261964E-03 2.169113E-03 9.2851e-05
140.4330 4.029334E-01 4.020739E-01 0.0008595
149.4663 1.114546E-03 1.019718E-03 9.4828e-05
162.5228 5.670419E-01 5.332118E-01 0.0338301
