#Theta He10 He15 diff
0.0 0.0000000 0.0000000 0
0.1 0.7559514 0.7549038 0.0010476
0.2 1.5108076 1.5087078 0.0020998
0.3 2.2634756 2.2603143 0.0031613
0.4 3.0128670 3.0086302 0.0042368
0.5 3.7578999 3.7525692 0.0053307
0.6 4.4975012 4.4910536 0.0064476
0.7 5.2306090 5.2230172 0.0075918
0.8 5.9561745 5.9474069 0.0087676
0.9 6.6731641 6.6631849 0.0099792
1.0 7.3805617 7.3693311 0.0112306
1.1 8.0773705 8.0648451 0.0125254
1.2 8.7626154 8.7487478 0.0138676
1.3 9.4353443 9.4200840 0.0152603
1.4 10.0946306 10.0779237 0.0167069
1.5 10.7395750 10.7213646 0.0182104
1.6 11.3693068 11.3495333 0.0197735
1.7 11.9829863 11.9615874 0.0213989
1.8 12.5798057 12.5567171 0.0230886
1.9 13.1589915 13.1341467 0.0248448
2.0 13.7198052 13.6931364 0.0266688
2.1 14.2615456 14.2329832 0.0285624
2.2 14.7835492 14.7530228 0.0305264
2.3 15.2851922 15.2526307 0.0325615
2.4 15.7658913 15.7312230 0.0346683
2.5 16.2251051 16.1882583 0.0368468
2.6 16.6623345 16.6232379 0.0390966
2.7 17.0771245 17.0357071 0.0414174
2.8 17.4690639 17.4252559 0.043808
2.9 17.8377872 17.7915198 0.0462674
3.0 18.1829740 18.1341804 0.0487936
3.1 18.5043506 18.4529657 0.0513849
3.2 18.8016897 18.7476507 0.054039
3.3 19.0748108 19.0180577 0.0567531
3.4 19.3235806 19.2640564 0.0595242
3.5 19.5479131 19.4855641 0.062349
3.6 19.7477692 19.6825454 0.0652238
3.7 19.9231573 19.8550125 0.0681448
3.8 20.0741322 20.0030248 0.0711074
3.9 20.2007956 20.1266884 0.0741072
4.0 20.3032950 20.2261558 0.0771392
4.1 20.3818239 20.3016256 0.0801983
4.2 20.4366205 20.3533415 0.083279
4.3 20.4679674 20.3815919 0.0863755
4.4 20.4761906 20.3867086 0.089482
4.5 20.4616588 20.3690666 0.0925922
4.6 20.4247821 20.3290825 0.0956996
4.7 20.3660113 20.2672137 0.0987976
