 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   23     81.7879     10.2958    1.157081E+01
   24      7.7784     18.1913    1.147264E+00
   25     36.3499     23.8328    5.580208E+00
   26      7.3071     28.5948    1.165730E+00
   27     23.7235     32.8691    3.927520E+00
   28      6.5271     36.8329    1.119882E+00
   29     17.0473     40.5842    3.027503E+00
   30      5.6348     44.1842    1.034631E+00
   31     12.8250     47.6745    2.432063E+00
   32      5.0011     51.0847    9.784888E-01
   33     10.3691     54.4378    2.091187E+00
   34      4.4965     57.7515    9.339006E-01
   35      8.5117     61.0409    1.819079E+00
   36      4.1537     64.3186    9.127145E-01
   37      7.3977     67.5959    1.670071E+00
   38      3.7206     70.8832    8.623442E-01
   39      6.4649     74.1903    1.537326E+00
   40      3.4343     77.5271    8.373368E-01
   41      5.8380     80.9033    1.458543E+00
   42      3.2310     84.3292    8.266713E-01
   43      5.4923     87.8157    1.438303E+00
   44      2.9938     91.3751    8.020284E-01
   45      5.3431     95.0210    1.463564E+00
   46      2.8039     98.7692    7.849146E-01
   47      5.1597    102.6386    1.475452E+00
   48      2.6757    106.6520    7.812429E-01
   49      5.1703    110.8381    1.540735E+00
   50      2.3440    115.2335    7.126166E-01
   51      5.4993    119.8877    1.704989E+00
   52      2.2491    124.8692    7.108452E-01
   53      5.9945    130.2798    1.930695E+00
   54      2.0933    136.2819    6.868073E-01
   55      7.5396    143.1671    2.519116E+00
   56      1.7545    151.5747    5.967725E-01
   57     14.0006    163.7195    4.846424E+00
