 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   22     60.1705     14.4775    1.177254E+01
   23      9.5717     25.7416    1.955965E+00
   24     25.1633     33.8659    5.360901E+00
   25      7.9932     40.8003    1.772413E+00
   26     17.3330     47.1012    3.994144E+00
   27      7.3193     53.0236    1.750275E+00
   28     13.2192     58.7126    3.276077E+00
   29      5.8977     64.2628    1.512895E+00
   30     11.3555     69.7436    3.011690E+00
   31      5.1604     75.2107    1.413507E+00
   32      9.7271     80.7133    2.748975E+00
   33      4.5766     86.2990    1.333189E+00
   34      9.1136     92.0177    2.734092E+00
   35      4.0750     97.9264    1.257940E+00
   36      8.8789    104.0949    2.818098E+00
   37      3.8861    110.6152    1.267212E+00
   38      9.8211    117.6186    3.287948E+00
   39      3.5505    125.3109    1.219525E+00
   40     11.2399    134.0572    3.958417E+00
   41      3.3072    144.6540    1.193473E+00
   42     20.6013    159.8685    7.613558E+00
