 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   24     52.4837     12.4301    9.179762E+00
   25      4.6687     22.0070    8.499180E-01
   26     23.9753     28.8673    4.535768E+00
   27      4.5708     34.6777    8.973581E-01
   28     17.3092     39.9135    3.521784E+00
   29      4.5709     44.7906    9.626416E-01
   30     13.1398     49.4297    2.861077E+00
   31      3.6065     53.9069    8.110308E-01
   32     10.7806     58.2752    2.501308E+00
   33      3.2385     62.5739    7.745146E-01
   34      9.4812     66.8343    2.335196E+00
   35      3.0174     71.0828    7.647194E-01
   36      8.5486     75.3428    2.227557E+00
   37      2.7557     79.6365    7.377413E-01
   38      7.9354     83.9859    2.181074E+00
   39      2.5239     88.4141    7.117216E-01
   40      7.7446     92.9462    2.239210E+00
   41      2.7316     97.6111    8.092936E-01
   42      7.9465    102.4434    2.411047E+00
   43      3.3726    107.4864    1.047358E+00
   44      8.3345    112.7966    2.647771E+00
   45      3.6862    118.4518    1.197378E+00
   46      9.0436    124.5659    3.002169E+00
   47      2.9962    131.3201    1.016027E+00
   48      9.9913    139.0387    3.459431E+00
   49      3.1818    148.4319    1.124395E+00
   50     16.8247    161.9637    6.065681E+00
