 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19    112.1525      9.4623    1.474140E+01
   20      8.3684     16.7538    1.156356E+00
   21     46.5473     21.9871    6.745718E+00
   22      8.8109     26.4219    1.336282E+00
   23     30.2425     30.4159    4.790499E+00
   24      8.3427     34.1303    1.377742E+00
   25     21.7282     37.6543    3.734729E+00
   26      7.1449     41.0431    1.276254E+00
   27     16.7854     44.3339    3.111427E+00
   28      6.4911     47.5535    1.246977E+00
   29     13.7876     50.7223    2.741611E+00
   30      5.9508     53.8559    1.223405E+00
   31     11.5556     56.9677    2.453569E+00
   32      5.3842     60.0684    1.179505E+00
   33      9.8746     63.1680    2.229767E+00
   34      4.8237     66.2751    1.121746E+00
   35      8.8660     69.3982    2.121540E+00
   36      4.3897     72.5450    1.079998E+00
   37      8.2873     75.7237    2.094785E+00
   38      4.0184     78.9422    1.042819E+00
   39      7.5781     82.2092    2.017682E+00
   40      3.8710     85.5337    1.056753E+00
   41      7.0972     88.9258    1.985319E+00
   42      3.6503     92.3969    1.045713E+00
   43      6.8457     95.9598    2.007254E+00
   44      3.7428     99.6299    1.122669E+00
   45      6.9303    103.4253    2.125488E+00
   46      3.5711    107.3684    1.119309E+00
   47      7.0951    111.4871    2.271681E+00
   48      3.6920    115.8179    1.206976E+00
   49      7.1306    120.4094    2.379176E+00
   50      3.6965    125.3297    1.258280E+00
   51      7.4743    130.6795    2.594615E+00
   52      3.4442    136.6202    1.218829E+00
   53      9.6211    143.4414    3.469555E+00
   54      3.6893    151.7779    1.355301E+00
   55     16.3590    163.8293    6.119909E+00
