 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    7    318.8676     13.1623    6.350023E+01
    8     25.2012     24.0948    5.687793E+00
    9    106.7283     32.3917    2.692197E+01
   10     20.4205     39.7956    5.693238E+00
   11     61.6796     46.7917    1.883402E+01
   12     16.7281     53.6038    5.552139E+00
   13     43.3255     60.3651    1.553034E+01
   14     13.2894     67.1717    5.116548E+00
   15     34.2160     74.1058    1.408201E+01
   16     12.7154     81.2487    5.570801E+00
   17     28.2330     88.6923    1.311894E+01
   18     13.1249     96.5522    6.447204E+00
   19     28.1884    104.9898    1.459515E+01
   20     12.1325    114.2546    6.604012E+00
   21     28.7818    124.7882    1.643085E+01
   22     13.0654    137.5532    7.805647E+00
   23     41.3804    155.9052    2.582059E+01
