 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    8    284.8608     12.5288    5.260565E+01
    9     34.0341     22.7865    7.024553E+00
   10    105.2482     30.4925    2.400959E+01
   11     25.6443     37.3058    6.407218E+00
   12     63.5592     43.6889    1.726113E+01
   13     19.6216     49.8519    5.755048E+00
   14     42.7532     55.9163    1.346844E+01
   15     18.0538     61.9647    6.079686E+00
   16     34.1119     68.0620    1.222843E+01
   17     15.6988     74.2665    5.968776E+00
   18     29.0174     80.6365    1.166302E+01
   19     14.7581     87.2369    6.252387E+00
   20     24.8735     94.1467    1.107826E+01
   21     13.4425    101.4699    6.279127E+00
   22     22.7262    109.3551    1.110939E+01
   23     13.3418    118.0353    6.811819E+00
   24     23.9927    127.9255    1.277103E+01
   25     12.2954    139.9321    6.811827E+00
   26     34.3036    157.2135    1.974997E+01
