 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    2  23277.4167      3.9569    1.580201E+03
    3    591.3874      7.9221    5.620534E+01
    4   1479.0864     11.2134    1.807355E+02
    5    164.1890     14.3091    2.452134E+01
    6    373.9949     17.3201    6.601102E+01
    7     82.0584     20.2899    1.671174E+01
    8    173.9209     23.2404    4.014284E+01
    9     54.9847     26.1846    1.418414E+01
   10    107.1233     29.1308    3.054293E+01
   11     42.7024     32.0853    1.333483E+01
   12     73.2654     35.0533    2.486832E+01
   13     32.7177     38.0390    1.199372E+01
   14     54.7325     41.0463    2.155017E+01
   15     26.4340     44.0792    1.112582E+01
   16     39.8219     47.1413    1.784199E+01
   17     21.5049     50.2365    1.021911E+01
   18     30.3486     53.3689    1.524572E+01
   19     18.4025     56.5428    9.744260E+00
   20     24.5449     59.7628    1.366320E+01
   21     15.3623     63.0340    8.968754E+00
   22     21.0463     66.3621    1.285866E+01
   23     13.7681     69.7533    8.785759E+00
   24     18.4706     73.2149    1.228809E+01
   25     12.4634     76.7549    8.630067E+00
   26     16.0920     80.3828    1.157959E+01
   27     12.0320     84.1096    8.984790E+00
   28     16.2021     87.9484    1.253873E+01
   29     10.4066     91.9148    8.336203E+00
   30     15.2098     96.0279    1.259682E+01
   31      9.2810    100.3114    7.938579E+00
   32     13.9683    104.7955    1.232720E+01
   33      8.5709    109.5196    7.796661E+00
   34     13.8762    114.5367    1.299951E+01
   35      8.3297    119.9212    8.029623E+00
   36     14.1121    125.7837    1.398692E+01
   37      8.1594    132.3016    8.308582E+00
   38     15.4565    139.7937    1.615881E+01
   39      8.7898    148.9596    9.427869E+00
   40     25.3062    162.2264    2.783040E+01
