 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6   1065.2813      4.7802    7.464083E+01
    7    146.0037      8.7387    1.180386E+01
    8    292.7927     11.7346    2.682736E+01
    9     75.3793     14.3853    7.719239E+00
   10    153.5519     16.8568    1.737974E+01
   11     50.3402     19.2209    6.240388E+00
   12     92.7871     21.5154    1.250249E+01
   13     38.3427     23.7630    5.579757E+00
   14     61.2532     25.9783    9.574048E+00
   15     30.6519     28.1715    5.121391E+00
   16     43.2151     30.3500    7.686316E+00
   17     26.0324     32.5193    4.910787E+00
   18     33.0008     34.6838    6.581047E+00
   19     22.2006     36.8472    4.666574E+00
   20     26.4716     39.0125    5.849690E+00
   21     19.4889     41.1823    4.516735E+00
   22     22.1078     43.3590    5.362000E+00
   23     17.7152     45.5447    4.487585E+00
   24     19.0485     47.7414    5.030668E+00
   25     16.1105     49.9511    4.428412E+00
   26     17.2717     52.1756    4.933780E+00
   27     14.7624     54.4168    4.376112E+00
   28     15.9782     56.6766    4.908757E+00
   29     14.1283     58.9569    4.492734E+00
   30     14.6252     61.2598    4.808398E+00
   31     12.5268     63.5873    4.253530E+00
   32     13.1331     65.9416    4.600970E+00
   33     11.6286     68.3251    4.199243E+00
   34     11.9160     70.7403    4.431476E+00
   35     10.8884     73.1899    4.166690E+00
   36     11.2602     75.6770    4.430347E+00
   37      9.8358     78.2048    3.975939E+00
   38     10.8205     80.7769    4.490626E+00
   39      9.0458     83.3973    3.851615E+00
   40     10.4867     86.0707    4.578178E+00
   41      8.8741     88.8021    3.969824E+00
   42     10.3924     91.5973    4.761059E+00
   43      8.1579     94.4631    3.825308E+00
   44      9.4882     97.4072    4.551375E+00
   45      8.2923    100.4388    4.067103E+00
   46      9.0947    103.5688    4.558691E+00
   47      8.3893    106.8101    4.295544E+00
   48      8.9185    110.1787    4.662645E+00
   49      7.9756    113.6946    4.255664E+00
   50      8.3511    117.3828    4.546046E+00
   51      6.9040    121.2764    3.832717E+00
   52      8.8327    125.4198    4.998637E+00
   53      6.2700    129.8753    3.615931E+00
   54      8.4345    134.7357    4.955125E+00
   55      4.6878    140.1493    2.804535E+00
   56      9.4892    146.3831    5.779321E+00
   57      3.7612    154.0217    2.331273E+00
   58     19.0309    165.0884    1.200090E+01
