 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   21     90.7096     10.0914    1.250921E+01
   22      9.2371     17.8504    1.333081E+00
   23     39.5208     23.4070    5.957058E+00
   24      9.4394     28.1073    1.483367E+00
   25     25.7811     32.3342    4.216769E+00
   26      7.5443     36.2607    1.282340E+00
   27     18.1133     39.9826    3.194983E+00
   28      6.1320     43.5593    1.120947E+00
   29     13.7331     47.0314    2.598537E+00
   30      5.1237     50.4279    1.002355E+00
   31     10.9486     53.7710    2.212113E+00
   32      4.7091     57.0781    9.816564E-01
   33      8.9388     60.3637    1.920712E+00
   34      4.0547     63.6404    8.972553E-01
   35      7.6308     66.9191    1.737547E+00
   36      3.4729     70.2102    8.130615E-01
   37      6.5049     73.5232    1.564624E+00
   38      3.0957     76.8678    7.644654E-01
   39      5.8316     80.2537    1.477485E+00
   40      2.8999     83.6912    7.533144E-01
   41      5.3671     87.1912    1.428651E+00
   42      2.6484     90.7658    7.219560E-01
   43      5.3395     94.4287    1.489800E+00
   44      2.6302     98.1958    7.507356E-01
   45      5.3339    102.0860    1.556663E+00
   46      2.8644    106.1223    8.543284E-01
   47      5.4387    110.3333    1.657017E+00
   48      3.0186    114.7563    9.390431E-01
   49      5.9047    119.4407    1.874741E+00
   50      3.0046    124.4558    9.732318E-01
   51      6.1499    129.9040    2.031485E+00
   52      2.8115    135.9490    9.467507E-01
   53      7.0630    142.8848    2.423713E+00
   54      2.7352    151.3557    9.561451E-01
   55     12.5579    163.5941    4.470419E+00
