 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4   1946.3453      8.5731    2.651219E+02
    5     82.4631     16.1092    1.372889E+01
    6    313.8042     22.0243    6.174266E+01
    7     50.8098     27.4148    1.153512E+01
    8    140.2337     32.5684    3.608150E+01
    9     35.7854     37.6098    1.029065E+01
   10     85.8429     42.6081    2.728393E+01
   11     26.6644     47.6080    9.282028E+00
   12     57.7644     52.6430    2.185665E+01
   13     22.5683     57.7414    9.222440E+00
   14     42.9113     62.9296    1.883445E+01
   15     19.2125     68.2344    9.014234E+00
   16     34.8099     73.6851    1.738601E+01
   17     17.2215     79.3153    9.122676E+00
   18     29.1370     85.1657    1.631660E+01
   19     15.4759     91.2877    9.134899E+00
   20     25.4449     97.7494    1.578948E+01
   21     13.9957    104.6447    9.108488E+00
   22     23.9711    112.1126    1.632615E+01
   23     13.5289    120.3745    9.623733E+00
   24     24.1648    129.8284    1.792101E+01
   25     12.7713    141.3475    9.857993E+00
   26     35.6531    157.9757    2.859937E+01
