 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17     98.7898     11.0231    1.424023E+01
   18     20.8982     19.5905    3.184545E+00
   19     43.3089     25.7781    6.956305E+00
   20     16.6548     31.0558    2.812290E+00
   21     28.5274     35.8400    5.052048E+00
   22     12.1961     40.3190    2.260322E+00
   23     21.2451     44.5971    4.112382E+00
   24     10.0964     48.7398    2.037509E+00
   25     17.1810     52.7924    3.608739E+00
   26      9.0916     56.7879    1.984509E+00
   27     14.6899     60.7524    3.327502E+00
   28      8.2679     64.7076    1.940917E+00
   29     12.6997     68.6724    3.085903E+00
   30      6.9483     72.6642    1.745602E+00
   31     10.5924     76.6999    2.748348E+00
   32      6.2080     80.7966    1.661889E+00
   33      8.8107     84.9722    2.431208E+00
   34      5.5193     89.2468    1.568447E+00
   35      8.5178     93.6429    2.490707E+00
   36      5.6139     98.1875    1.687813E+00
   37      8.2340    102.9134    2.543367E+00
   38      5.3005    107.8625    1.680910E+00
   39      8.4619    113.0903    2.753162E+00
   40      5.2026    118.6737    1.735571E+00
   41      9.6020    124.7258    3.282288E+00
   42      5.4141    131.4274    1.895318E+00
   43     11.6498    139.1024    4.174212E+00
   44      6.1176    148.4609    2.242373E+00
   45     21.1740    161.9667    7.935625E+00
