 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12    258.3107      7.1159    2.554573E+01
   13     29.6957     12.6974    3.171708E+00
   14     90.3372     16.7636    1.036336E+01
   15     27.7005     20.2531    3.396919E+00
   16     52.5528     23.4290    6.860340E+00
   17     23.5650     26.4086    3.262656E+00
   18     35.4347     29.2555    5.186404E+00
   19     19.8765     32.0091    3.066482E+00
   20     26.5989     34.6954    4.314032E+00
   21     17.0734     37.3328    2.904185E+00
   22     20.3029     39.9348    3.614152E+00
   23     14.6113     42.5120    2.716580E+00
   24     17.2620     45.0729    3.345978E+00
   25     12.6455     47.6243    2.551185E+00
   26     14.6971     50.1722    3.081367E+00
   27     11.6584     52.7216    2.536515E+00
   28     13.0958     55.2773    2.952859E+00
   29     10.5525     57.8436    2.462880E+00
   30     11.7756     60.4244    2.841507E+00
   31      9.9260     63.0237    2.473721E+00
   32     10.7414     65.6454    2.761914E+00
   33      9.4207     68.2932    2.496858E+00
   34     10.1065     70.9714    2.758581E+00
   35      8.7384     73.6839    2.454291E+00
   36      8.9751     76.4353    2.591779E+00
   37      7.7225     79.2303    2.291158E+00
   38      8.0299     82.0742    2.445889E+00
   39      7.0603     84.9726    2.206409E+00
   40      7.6789     87.9321    2.460480E+00
   41      6.3949     90.9599    2.099654E+00
   42      7.3849     94.0644    2.483130E+00
   43      6.0237     97.2554    2.073091E+00
   44      7.3617    100.5443    2.591815E+00
   45      5.5972    103.9448    2.014875E+00
   46      6.4860    107.4736    2.386139E+00
   47      5.0115    111.1515    1.883333E+00
   48      7.2728    115.0047    2.790675E+00
   49      4.6095    119.0675    1.805198E+00
   50      7.0944    123.3858    2.834477E+00
   51      3.9705    128.0245    1.617776E+00
   52      7.0526    133.0793    2.929371E+00
   53      3.8572    138.7041    1.632645E+00
   54      8.3788    145.1751    3.612802E+00
   55      3.8861    153.0977    1.706368E+00
   56     16.3911    164.5679    7.326936E+00
