 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   25     48.9291     11.9305    8.150747E+00
   26      4.2310     21.0968    7.324516E-01
   27     22.1495     27.6498    3.979116E+00
   28      3.9492     33.1878    7.352652E-01
   29     14.6860     38.1669    2.830190E+00
   30      3.2774     42.7941    6.530092E-01
   31     10.8860     47.1846    2.240108E+00
   32      2.8307     51.4110    6.009900E-01
   33      8.8220     55.5231    1.930643E+00
   34      2.5193     59.5577    5.677916E-01
   35      7.3341     63.5433    1.700847E+00
   36      2.1693     67.5037    5.172524E-01
   37      6.3381     71.4592    1.552674E+00
   38      2.0031     75.4285    5.037944E-01
   39      5.5957     79.4292    1.443915E+00
   40      1.8857     83.4792    4.989048E-01
   41      5.1723     87.5968    1.402238E+00
   42      1.8844     91.8022    5.231811E-01
   43      4.8830     96.1180    1.387605E+00
   44      1.7958    100.5708    5.220451E-01
   45      4.8049    105.1930    1.428189E+00
   46      1.7802    110.0256    5.407690E-01
   47      4.9133    115.1225    1.524603E+00
   48      1.5618    120.5585    4.948313E-01
   49      5.3545    126.4434    1.731467E+00
   50      1.8067    132.9520    5.960291E-01
   51      6.4851    140.3979    2.181795E+00
   52      1.6856    149.4675    5.781012E-01
   53     10.8437    162.5424    3.789844E+00
