 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   27     37.5250     17.0239    9.037263E+00
   28      4.6001     30.3199    1.148142E+00
   29     18.1210     39.9203    4.681529E+00
   30      4.5735     48.1382    1.221609E+00
   31     13.2538     55.6384    3.656238E+00
   32      3.5337     62.7309    1.005765E+00
   33     10.5648     69.5978    3.099486E+00
   34      3.0080     76.3656    9.088254E-01
   35      9.2853     83.1354    2.886741E+00
   36      2.5759     90.0000    8.233896E-01
   37      8.7562     97.0562    2.875613E+00
   38      2.3780    104.4187    8.017816E-01
   39      9.2783    112.2401    3.209586E+00
   40      2.7304    120.7499    9.684224E-01
   41     11.4544    130.3470    4.162977E+00
   42      2.7906    141.8929    1.038652E+00
   43     19.8034    158.3760    7.544189E+00
