 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   14    157.5621      9.5369    2.022252E+01
   15     25.7349     16.9901    3.530772E+00
   16     59.7826     22.4005    8.731207E+00
   17     19.4318     27.0333    3.010001E+00
   18     36.4686     31.2454    5.971815E+00
   19     14.3400     35.1969    2.475137E+00
   20     25.8601     38.9758    4.692449E+00
   21     12.0975     42.6372    2.302235E+00
   22     20.1344     46.2180    4.009930E+00
   23     10.8356     49.7454    2.253909E+00
   24     16.8620     53.2398    3.656712E+00
   25      9.9118     56.7180    2.237218E+00
   26     15.0857     60.1939    3.538563E+00
   27      9.3127     63.6801    2.266856E+00
   28     13.6748     67.1878    3.449700E+00
   29      9.0234     70.7281    2.356176E+00
   30     12.6068     74.3117    3.403457E+00
   31      8.2358     77.9499    2.296317E+00
   32     12.1538     81.6544    3.496318E+00
   33      7.6622     85.4384    2.272029E+00
   34     10.9765     89.3165    3.351958E+00
   35      7.5961     93.3055    2.386902E+00
   36     10.4731     97.4255    3.383636E+00
   37      7.3994    101.7009    2.456085E+00
   38     10.2231    106.1622    3.483845E+00
   39      6.9936    110.8486    2.445195E+00
   40      9.7963    115.8126    3.511823E+00
   41      7.5612    121.1278    2.777502E+00
   42     10.6710    126.9025    4.014298E+00
   43      5.7115    133.3105    2.199151E+00
   44     11.4154    140.6633    4.496418E+00
   45      5.0232    149.6445    2.023054E+00
   46     22.4509    162.6242    9.240644E+00
