 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   12    203.0411      8.7208    2.436194E+01
   13     29.6153     15.5828    3.837671E+00
   14     75.2802     20.5918    1.047771E+01
   15     21.1313     24.9008    3.143951E+00
   16     45.0541     28.8331    7.135692E+00
   17     17.0038     32.5332    2.856287E+00
   18     30.9768     36.0801    5.500803E+00
   19     15.0665     39.5229    2.820102E+00
   20     22.6935     42.8945    4.465531E+00
   21     12.8275     46.2187    2.647270E+00
   22     18.1589     49.5135    3.921840E+00
   23     11.4047     52.7933    2.572584E+00
   24     15.8412     56.0702    3.725392E+00
   25     10.5612     59.3545    2.585064E+00
   26     14.2789     62.6559    3.632105E+00
   27      9.6615     65.9832    2.550322E+00
   28     13.6123     69.3452    3.723867E+00
   29      9.5176     72.7506    2.695053E+00
   30     12.9150     76.2086    3.781047E+00
   31      9.5555     79.7289    2.889228E+00
   32     12.6050     83.3221    3.932276E+00
   33      9.4532     87.0004    3.039775E+00
   34     11.4286     90.7773    3.784687E+00
   35      9.0665     94.6691    3.089483E+00
   36     10.4448     98.6949    3.659408E+00
   37      7.9880    102.8784    2.875326E+00
   38     10.4432    107.2494    3.859332E+00
   39      7.0202    111.8463    2.661732E+00
   40     10.2140    116.7208    3.970715E+00
   41      6.3946    121.9450    2.547295E+00
   42      9.8759    127.6261    4.028872E+00
   43      5.5753    133.9353    2.327959E+00
   44     10.4911    141.1803    4.481247E+00
   45      6.0721    150.0358    2.651967E+00
   46     20.5194    162.8412    9.158734E+00
