 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   17    113.9346      7.9128    1.245693E+01
   18     10.0436     14.0182    1.160856E+00
   19     48.6358     18.4077    5.925269E+00
   20     10.0529     22.1313    1.287546E+00
   21     31.3456     25.4866    4.210488E+00
   22      9.0185     28.6070    1.267752E+00
   23     22.6021     31.5661    3.318441E+00
   24      7.6605     34.4091    1.172575E+00
   25     17.4965     37.1663    2.787461E+00
   26      6.7684     39.8593    1.120597E+00
   27     14.1753     42.5039    2.435468E+00
   28      5.9505     45.1126    1.059536E+00
   29     11.7689     47.6951    2.169079E+00
   30      5.2766     50.2597    1.005475E+00
   31     10.0688     52.8131    1.981553E+00
   32      4.7722     55.3613    9.689902E-01
   33      8.7005     57.9096    1.820985E+00
   34      4.2005     60.4628    9.053937E-01
   35      7.5787     63.0255    1.680895E+00
   36      3.7599     65.6019    8.574061E-01
   37      6.7421     68.1962    1.579588E+00
   38      3.3027     70.8126    7.944146E-01
   39      6.1778     73.4553    1.524573E+00
   40      3.0060     76.1288    7.606089E-01
   41      5.6880     78.8374    1.474773E+00
   42      2.8701     81.5862    7.620849E-01
   43      5.2138     84.3805    1.416971E+00
   44      2.7729     87.2259    7.709241E-01
   45      4.8767     90.1290    1.386292E+00
   46      2.6593     93.0970    7.725697E-01
   47      4.7297     96.1382    1.403604E+00
   48      2.5628     99.2622    7.765579E-01
   49      4.4087    102.4803    1.363431E+00
   50      2.4664    105.8060    7.781660E-01
   51      4.7091    109.2557    1.515174E+00
   52      2.4736    112.8495    8.113461E-01
   53      4.7143    116.6133    1.575754E+00
   54      2.5934    120.5803    8.830461E-01
   55      4.6164    124.7956    1.600714E+00
   56      2.3345    129.3222    8.240617E-01
   57      4.6277    134.2537    1.662457E+00
   58      2.0628    139.7399    7.539289E-01
   59      5.6099    146.0501    2.085400E+00
   60      2.0349    153.7741    7.691585E-01
   61     10.7491    164.9538    4.130138E+00
