 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   23     62.3758     12.3348    1.064170E+01
   24      6.1959     21.8484    1.102041E+00
   25     27.0317     28.6701    5.004269E+00
   26      5.3939     34.4530    1.037710E+00
   27     17.5351     39.6683    3.500806E+00
   28      4.6900     44.5299    9.703867E-01
   29     13.3574     49.1572    2.860692E+00
   30      4.4782     53.6259    9.915862E-01
   31     10.7800     57.9882    2.465224E+00
   32      3.8137     62.2832    8.998229E-01
   33      8.8663     66.5419    2.156326E+00
   34      3.4408     70.7905    8.617983E-01
   35      7.7230     75.0522    1.990405E+00
   36      3.1738     79.3492    8.410069E-01
   37      7.0520     83.7034    1.919865E+00
   38      2.8040     88.1378    7.837289E-01
   39      6.8524     92.6774    1.965020E+00
   40      2.4611     97.3514    7.236214E-01
   41      6.6389    102.1942    2.000190E+00
   42      2.5706    107.2492    7.931413E-01
   43      6.7873    112.5730    2.143450E+00
   44      2.5119    118.2439    8.115018E-01
   45      7.9903    124.3760    2.639378E+00
   46      2.8839    131.1511    9.735545E-01
   47      9.5194    138.8949    3.282693E+00
   48      3.5654    148.3199    1.255386E+00
   49     17.4063    161.8995    6.255165E+00
