 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4   1405.6061     12.3100    2.767177E+02
    5     51.9537     23.2410    1.250086E+01
    6    238.6396     31.8897    6.786043E+01
    7     34.4975     39.8567    1.131904E+01
    8    109.6188     47.5768    4.076287E+01
    9     27.8210     55.2552    1.156264E+01
   10     68.1078     63.0244    3.128577E+01
   11     24.0187     70.9939    1.208393E+01
   12     50.7083     79.2749    2.773000E+01
   13     20.1376     88.0004    1.189330E+01
   14     39.4202     97.3507    2.500619E+01
   15     17.5516    107.6023    1.190170E+01
   16     35.9351    119.2423    2.593962E+01
   17     17.0192    133.3326    1.302981E+01
   18     47.8332    153.5844    3.871345E+01
