 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    9    467.5901      5.2548    3.417753E+01
   10     83.0387      9.4468    6.708440E+00
   11    151.3210     12.5403    1.338902E+01
   12     59.8286     15.2227    5.754009E+00
   13     83.8804     17.6841    8.712564E+00
   14     42.8313     20.0083    4.778383E+00
   15     56.4044     22.2403    6.726612E+00
   16     33.5454     24.4074    4.258617E+00
   17     41.2010     26.5275    5.547503E+00
   18     27.1423     28.6130    3.863404E+00
   19     31.6158     30.6731    4.743408E+00
   20     22.0376     32.7145    3.475921E+00
   21     25.6549     34.7427    4.243855E+00
   22     18.1870     36.7618    3.148439E+00
   23     20.7504     38.7756    3.751855E+00
   24     15.4165     40.7870    2.906053E+00
   25     17.3926     42.7987    3.412372E+00
   26     13.7219     44.8129    2.797769E+00
   27     15.2977     46.8318    3.236760E+00
   28     12.0450     48.8572    2.641213E+00
   29     14.0552     50.8911    3.190147E+00
   30     11.2681     52.9351    2.644248E+00
   31     12.8702     54.9909    3.119231E+00
   32     10.1300     57.0602    2.533054E+00
   33     11.8451     59.1446    3.053059E+00
   34      9.5149     61.2458    2.525661E+00
   35     10.9357     63.3656    2.986941E+00
   36      9.2723     65.5056    2.603946E+00
   37     10.6634     67.6678    3.076654E+00
   38      9.0582     69.8541    2.683208E+00
   39     10.3868     72.0666    3.156680E+00
   40      8.5764     74.3075    2.672463E+00
   41      9.2995     76.5791    2.969336E+00
   42      7.7456     78.8840    2.532770E+00
   43      8.8346     81.2252    2.956840E+00
   44      6.6192     83.6056    2.266299E+00
   45      8.1246     86.0287    2.844233E+00
   46      6.3257     88.4984    2.263150E+00
   47      7.7646     91.0189    2.837686E+00
   48      5.5779     93.5951    2.081441E+00
   49      7.2276     96.2326    2.752650E+00
   50      5.6759     98.9376    2.205352E+00
   51      7.1296    101.7177    2.825037E+00
   52      5.5174    104.5815    2.228669E+00
   53      7.2266    107.5393    2.974675E+00
   54      4.7281    110.6035    1.982599E+00
   55      6.9250    113.7892    2.957090E+00
   56      4.0036    117.1153    1.740407E+00
   57      6.5924    120.6059    2.916508E+00
   58      4.6121    124.2921    2.075899E+00
   59      6.4202    128.2161    2.939119E+00
   60      3.7566    132.4374    1.748647E+00
   61      6.5333    137.0437    3.091430E+00
   62      2.6904    142.1761    1.293745E+00
   63      7.2718    148.0880    3.552772E+00
   64      1.6783    155.3344    8.328773E-01
   65     14.4806    165.8343    7.297592E+00
