 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
   19     65.2162     17.5919    1.543752E+01
   20     16.7814     31.5305    4.176087E+00
   21     31.1545     41.7164    8.131051E+00
   22     10.8842     50.5437    2.972805E+00
   23     22.4271     58.7022    6.397767E+00
   24      9.0385     66.5192    2.688128E+00
   25     17.9178     74.1957    5.546415E+00
   26      8.3557     81.8816    2.687919E+00
   27     14.9072     89.7110    4.976411E+00
   28      6.8668     97.8266    2.375673E+00
   29     13.6981    106.4059    4.905348E+00
   30      7.1935    115.7056    2.663346E+00
   31     15.0255    126.1639    5.745488E+00
   32      7.5206    138.7197    2.967039E+00
   33     25.7596    156.6251    1.047542E+01
