 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    4   2196.4594      7.4488    2.593246E+02
    5    102.7359     13.9815    1.482494E+01
    6    351.7324     19.1000    5.998376E+01
    7     59.8766     23.7535    1.178220E+01
    8    152.2127     28.1898    3.394515E+01
    9     38.1419     32.5150    9.506789E+00
   10     94.1113     36.7861    2.592621E+01
   11     31.1448     41.0389    9.397045E+00
   12     63.1968     45.2984    2.072588E+01
   13     24.4989     49.5843    8.677374E+00
   14     44.7948     53.9136    1.704133E+01
   15     21.2971     58.3020    8.660842E+00
   16     34.6695     62.7648    1.500858E+01
   17     17.3155     67.3186    7.950254E+00
   18     28.6072     71.9810    1.388529E+01
   19     15.4407     76.7723    7.899681E+00
   20     23.5436     81.7164    1.266294E+01
   21     13.2772     86.8422    7.489501E+00
   22     20.4014     92.1856    1.204344E+01
   23     11.3337     97.7932    6.987913E+00
   24     18.9300    103.7270    1.216815E+01
   25     10.7546    110.0739    7.195192E+00
   26     19.3011    116.9624    1.341949E+01
   27     11.8554    124.5981    8.553756E+00
   28     21.1540    133.3510    1.581777E+01
   29     11.2673    144.0326    8.720669E+00
   30     31.7772    159.4676    2.542866E+01
