 # lam  B-lambda(j,jp)  angle     normed B-lam*(2*lam+1)
    6    601.4205      9.8750    8.968426E+01
    7     53.1087     18.1297    9.138009E+00
    8    170.2920     24.4186    3.320762E+01
    9     34.3349     30.0295    7.483143E+00
   10     94.7681     35.3125    2.282843E+01
   11     29.3791     40.4229    7.751058E+00
   12     61.7240     45.4468    1.770063E+01
   13     22.4534     50.4399    6.954093E+00
   14     43.0582     55.4429    1.432348E+01
   15     19.4907     60.4889    6.930807E+00
   16     33.9622     65.6077    1.285596E+01
   17     16.9149     70.8286    6.790975E+00
   18     28.5285     76.1824    1.210808E+01
   19     15.0884     81.7036    6.749979E+00
   20     24.1758     87.4334    1.136997E+01
   21     12.7150     93.4231    6.271616E+00
   22     21.3551     99.7397    1.102323E+01
   23     11.8218    106.4760    6.373472E+00
   24     20.1692    113.7677    1.133651E+01
   25     12.5799    121.8314    7.359393E+00
   26     21.7790    131.0555    1.324062E+01
   27     11.7423    142.2915    7.408163E+00
   28     32.6495    158.5054    2.134745E+01
