#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 5 68.384380 47.447017 2251.219417 68.411845 41.558573 1727.115030 -0.027465 5.88844 524.104
2 6 61.009318 47.027228 2211.560176 61.350768 43.372242 1881.151409 -0.34145 3.65499 330.409
3 7 56.768202 46.865115 2196.338983 57.118514 44.278351 1960.572372 -0.350312 2.58676 235.767
4 8 53.638515 46.518785 2163.997335 53.984642 44.607285 1989.809909 -0.346127 1.9115 174.187
5 9 51.307508 46.102661 2125.455376 51.629166 44.615011 1990.499203 -0.321658 1.48765 134.956
6 10 49.362607 45.719317 2090.255960 49.663103 44.526554 1982.613980 -0.300496 1.19276 107.642
