#j jp SCavg SCstd SCvar QMavg QMstd QMvar diffavg diffstd diffvar
1 2 51.120258 43.140203 1861.077111 49.155917 38.104058 1451.919202 1.96434 5.03614 409.158
2 3 36.617025 36.703438 1347.142365 35.823400 34.129676 1164.834784 0.793625 2.57376 182.308
3 4 29.669313 33.708900 1136.289968 29.240540 32.178532 1035.457902 0.428773 1.53037 100.832
4 5 25.929579 32.568936 1060.735613 25.651196 31.540193 994.783793 0.278383 1.02874 65.9518
5 6 23.420423 31.790862 1010.658895 23.220735 31.044184 963.741331 0.199688 0.746678 46.9176
6 7 21.904697 31.873397 1015.913437 21.746444 31.283886 978.681508 0.158253 0.589511 37.2319
7 8 20.840393 31.840663 1013.827831 20.712878 31.373982 984.326777 0.127515 0.466681 29.5011
8 9 19.821373 31.618114 999.705149 19.716121 31.238457 975.841179 0.105252 0.379657 23.864
9 10 19.184411 31.750523 1008.095716 19.093201 31.427471 987.685949 0.09121 0.323052 20.4098
